"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.BudgetYearFour.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.PriorYear.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.CurrentYear.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.PriorYear.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.CurrentYear.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.Name.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.ServiceAgencyName.record.partial.fields","value.BudgetYearOneBase.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.PriorYear.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.CurrentYear.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOneBase.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.PriorYear.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.CurrentYear.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOne.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.Cost.PriorYearsDelta.record.partial.fields","value.BudgetYearOneOCO.TotalCost.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOneOCO.TotalCost.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearOneOCO.Quantity.TotalCost.SecondaryDistribution.record.partial.fields","value.BudgetYearOneOCO.Quantity.Cost.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.Quantity.PriorYearsDelta.record.partial.fields","value.BudgetYearFour.Cost.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.Cost.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.Cost.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.Cost.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFour.Quantity.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearThree.Quantity.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearFive.Quantity.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields","value.BudgetYearTwo.Quantity.ModsOutYearDelta.Component.ComponentList.SecondaryDistribution.record.partial.fields",
"bd5077823b49ce809ea760d63e57eff9","2016","2015-02-03T15:54:11+00:00","1422978851","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0.317","0.313","0.326","0.304","0.308","0.459","0.414","0.304","","","","","","","","","0.317","0.313","0.326","","","","Army Active","Army","0.304","0.308","0.459","0.414","0.304","","","","","","","","","","","","","","","","","","","",
"1f161a30fd7877cf1133996ca604fe55","2016","2015-02-03T15:54:24+00:00","1422978864","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","","8.125","","","","8.125","","","","","","","","","","","","","","","Army Active","Army","8.125","","","","8.125","","","","","","","","","","","","","","","","","","","",
"f8471b87a68d8c40adcf33339a792277","2016","2015-02-03T15:54:24+00:00","1422978864","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","9.614","11.399","","63.472","46.395","98.535","24.828","63.472","","","","","","","","","9.614","5.699","","","","","Army Active","Army","35.26","30.156","66.36","16.018","35.26","","","","","","","","","","","","","","","","","","","",
"f8471b87a68d8c40adcf33339a792277","2016","2015-02-03T15:54:24+00:00","1422978864","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","9.614","11.399","","63.472","46.395","98.535","24.828","63.472","","","","","","","","","","5.7","","","","","Army National Guard","Army","28.212","16.239","32.175","8.81","28.212","","","","","","","","","","","","","","","","","","","",
"3acd89baa4196777457df1b995136150","2016","2015-02-03T15:54:21+00:00","1422978861","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","61.423","77.686","61.741","86.037","61.248","76.157","97.091","86.037","","","","","","","","","61.423","77.686","61.741","","","","Army Active","Army","86.037","61.248","76.157","97.091","86.037","","","","","","1338.251","","","","","","","","","","","","","",
"f2df7e38910b932af5b4bab417e8148d","2016","2015-02-03T15:54:25+00:00","1422978865","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","1.822","1.788","1.856","1.722","1.754","15.3","32.083","16.569","","","","","","","","","1.822","1.788","1.856","","","","Army Active","Army","1.722","1.754","15.3","32.083","16.569","","","","","","","14.847","14.847","","","","","","","","","","","",
"5a837200e8321fa2eda22b1856e7558f","2016","2015-02-03T15:54:16+00:00","1422978856","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","6.187","13.453","13.859","13.992","11.454","13.453","","","","","","","","","","","6.187","","","","Army Active","Army","9.203","9.859","13.992","7.054","9.203","","","","","","","","","","","","","","","","","","","",
"5a837200e8321fa2eda22b1856e7558f","2016","2015-02-03T15:54:16+00:00","1422978856","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","6.187","13.453","13.859","13.992","11.454","13.453","","","","","","","","","","","","","","","Army National Guard","Army","2","2","","4.4","2","","","","","","","","","","","","","","","","","","","",
"5a837200e8321fa2eda22b1856e7558f","2016","2015-02-03T15:54:16+00:00","1422978856","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","6.187","13.453","13.859","13.992","11.454","13.453","","","","","","","","","","","","","","","Army Reserve","Army","2.25","2","","","2.25","","","","","","","","","","","","","","","","","","","",
"c2faca2fcfee4051d44198c29132a11f","2016","2015-02-03T15:54:17+00:00","1422978857","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","2.619","2.643","4.648","10.137","2.529","2.59","","10.137","","","","","","","","","2.619","2.643","4.648","","","","Army Active","Army","10.137","2.529","2.59","","10.137","","","","","","","","","","","","","","","","","","","",
"82249d3b662be0e6a8f9333aef30bb38","2016","2015-02-03T15:54:20+00:00","1422978860","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","1.426","1.412","1.44","1.349","1.398","1.512","1.519","1.349","","","","","","","","","1.426","1.412","1.44","","","","Army Active","Army","1.349","1.398","1.512","1.519","1.349","","","","","","","","","","","","","","","","","","","",
"fdf7c5b282caba53a7dfd2c794a89068","2016","2015-02-03T15:54:20+00:00","1422978860","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","3.978","5.405","4.684","3.695","6.072","58.468","6.078","3.695","","","","","","","","","","","","","","","Army Active","Army","","","","3.288","","","","","","","","","","","","","","","","","","","","",
"fdf7c5b282caba53a7dfd2c794a89068","2016","2015-02-03T15:54:20+00:00","1422978860","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","3.978","5.405","4.684","3.695","6.072","58.468","6.078","3.695","","","","","","","","","3.978","5.405","4.684","","","","Army Reserve","Army","3.695","6.072","58.468","2.79","3.695","","","","","","","","","","","","","","","","","","","",
"7f1712802cff3d7bd314a9204d7c85bb","2016","2015-02-03T15:54:26+00:00","1422978866","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","23.835","23.071","27.636","23.216","21.605","22.3","18.52","23.216","","","","","","","","","23.835","23.071","27.636","","","","Army Active","Army","15.996","15.726","18.3","10.02","15.996","","","","","","","","","","","","","","","","","","","",
"7f1712802cff3d7bd314a9204d7c85bb","2016","2015-02-03T15:54:26+00:00","1422978866","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","23.835","23.071","27.636","23.216","21.605","22.3","18.52","23.216","","","","","","","","","","","","","","","Army National Guard","Army","7.22","5.879","3","8.5","7.22","","","","","","","","","","","","","","","","","","","",
"7f1712802cff3d7bd314a9204d7c85bb","2016","2015-02-03T15:54:26+00:00","1422978866","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","23.835","23.071","27.636","23.216","21.605","22.3","18.52","23.216","","","","","","","","","","","","","","","Army Reserve","Army","","","1","","","","","","","","","","","","","","","","","","","","","",
"928f736301c44056c047e2ab47b9f5c8","2016","2015-02-03T15:54:15+00:00","1422978855","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","4.393","6.089","","4.062","5.793","7.869","7.915","4.062","","","","","","","","","0.468","0.468","","","","","Army Active","Army","0.419","0.426","","","0.419","","","","","","","","","","","","","","","","","","","",
"928f736301c44056c047e2ab47b9f5c8","2016","2015-02-03T15:54:15+00:00","1422978855","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","4.393","6.089","","4.062","5.793","7.869","7.915","4.062","","","","","","","","","3.925","5.621","","","","","Army National Guard","Army","3.643","5.367","7.869","7.915","3.643","","","","","","","","","","","","","","","","","","","",
"3afd1608edc840a15f53b16a2c85417d","2016","2015-02-03T15:54:14+00:00","1422978854","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","1.419","1.335","1.447","1.248","1.288","0.535","0.803","1.248","24","23","24","22","23","10","14","22","1.419","1.335","1.447","24","23","24","Army Active","Army","1.248","1.288","0.535","0.803","1.248","22","23","10","14","22","","","","","","","","","","","","","","",
"a81da9c30b3448b27788d38308fdd106","2016","2015-02-03T15:54:19+00:00","1422978859","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","9.098","10.297","8.425","9.199","10.236","","","9.199","","","","","","","","","4.598","10.297","","","","","Army Active","Army","9.199","10.236","","","9.199","","","","","","","","","","","","","","","","","","","",
"a81da9c30b3448b27788d38308fdd106","2016","2015-02-03T15:54:19+00:00","1422978859","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","9.098","10.297","8.425","9.199","10.236","","","9.199","","","","","","","","","4.5","","8.425","","","","Army National Guard","Army","","","","","","","","","","","","","","","","","","","","","","","","",
"d8e96bae391e3d97f821c2ae1d7e5d2a","2016","2015-02-03T15:54:29+00:00","1422978869","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","3.381","3.856","1.112","1.19","3.89","38.828","13.823","1.238","","","","","","","","","3.381","3.856","1.112","","","","Army Active","Army","1.19","3.89","21.702","11.27","1.238","","","","","","","0.048","0.048","","","","","","","","","","","",
"d8e96bae391e3d97f821c2ae1d7e5d2a","2016","2015-02-03T15:54:29+00:00","1422978869","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","3.381","3.856","1.112","1.19","3.89","38.828","13.823","1.238","","","","","","","","","","","","","","","Army National Guard","Army","","","17.126","2.553","","","","","","","","0.048","","","","","","","","","","","","",
"ea46be4782c8caa24e2bb60ba385a263","2016","2015-02-03T15:54:29+00:00","1422978869","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","","","","3","","","","","","","","","","","","","","","","","Army Active","Army","","","3","","","","","","","","","","","","","","","","","","","","","",
"7a5fd39946dc987109c6bea4b299b2ce","2016","2015-02-03T15:54:29+00:00","1422978869","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","","","","4.607","","","","","","","","","","","","","","","","","Army Active","Army","","","2.167","","","","","","","","","","","","","","","","","","","","","",
"7a5fd39946dc987109c6bea4b299b2ce","2016","2015-02-03T15:54:29+00:00","1422978869","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","","","","4.607","","","","","","","","","","","","","","","","","Army National Guard","Army","","","2.44","","","","","","","","","","","","","","","","","","","","","",
"2f3a7a9927bdb52a20d8e1c2d802cbc0","2016","2015-02-03T15:54:29+00:00","1422978869","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","375.763","296.361","443.637","20.917","204.513","","","20.917","","","","","","","","","375.763","296.361","356","","","","Army Active","Army","20.917","204.513","","","20.917","","","","","","","","","","","","","","","","","","","",
"2f3a7a9927bdb52a20d8e1c2d802cbc0","2016","2015-02-03T15:54:29+00:00","1422978869","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","375.763","296.361","443.637","20.917","204.513","","","20.917","","","","","","","","","","","87.637","","","","Army National Guard","Army","","","","","","","","","","","","","","","","","","","","","","","","",
"bf2c4c77d01ebee07bcdee7c3a155899","2016","2015-02-03T15:54:30+00:00","1422978870","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","3.976","3.976","3.975","5.85","4.769","1.795","2.508","5.85","","","","","","","","","3.976","3.976","3.975","","","","Army Active","Army","5.85","4.769","1.795","2.508","5.85","","","","","","","","","","","","","","","","","","","",
"7737285b0c3ec9eb8a17990e5a28a02a","2016","2015-02-03T15:54:30+00:00","1422978870","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","10.756","40.832","34.565","162.654","137.544","71.936","118.6","162.654","","","","","","","","","10.756","26.936","34.565","","","","Army Active","Army","86.35","64.685","31.754","55.062","86.35","","","","","","1.655","","","","","","","","","","","","","",
"7737285b0c3ec9eb8a17990e5a28a02a","2016","2015-02-03T15:54:30+00:00","1422978870","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","10.756","40.832","34.565","162.654","137.544","71.936","118.6","162.654","","","","","","","","","","6.016","","","","","Army National Guard","Army","33.201","31.695","17.538","27.726","33.201","","","","","","1.655","","","","","","","","","","","","","",
"7737285b0c3ec9eb8a17990e5a28a02a","2016","2015-02-03T15:54:30+00:00","1422978870","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","10.756","40.832","34.565","162.654","137.544","71.936","118.6","162.654","","","","","","","","","","7.88","","","","","Army Reserve","Army","43.103","41.164","22.644","35.812","43.103","","","","","","1.655","","","","","","","","","","","","","",
"c541f23dec4011b0a02f764ae194f99e","2016","2015-02-03T15:54:32+00:00","1422978872","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","28.228","26.286","32.057","17.894","25.79","34.951","17.631","17.894","","","","","","","","","9.41","8.762","10.686","","","","Army Active","Army","5.965","8.597","34.951","5.877","5.965","","","","","","","","","","","","","","","","","","","",
"c541f23dec4011b0a02f764ae194f99e","2016","2015-02-03T15:54:32+00:00","1422978872","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","28.228","26.286","32.057","17.894","25.79","34.951","17.631","17.894","","","","","","","","","9.409","8.762","10.686","","","","Army National Guard","Army","5.965","8.596","","5.877","5.965","","","","","","","","","","","","","","","","","","","",
"c541f23dec4011b0a02f764ae194f99e","2016","2015-02-03T15:54:32+00:00","1422978872","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","28.228","26.286","32.057","17.894","25.79","34.951","17.631","17.894","","","","","","","","","9.409","8.762","10.685","","","","Army Reserve","Army","5.964","8.597","","5.877","5.964","","","","","","","","","","","","","","","","","","","",
"0215fb3d2ea2f250776fcd5881566bf4","2016","2015-02-03T15:54:33+00:00","1422978873","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","7.664","7.587","7.741","7.438","7.51","","","7.438","","","","","","","","","7.664","7.587","7.741","","","","Army Active","Army","7.438","7.51","","","7.438","","","","","","","","","","","","","","","","","","","",
"246f690f0602d9956b701dc77484134a","2016","2015-02-03T15:54:27+00:00","1422978867","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","2.128","","3.338","4.219","2.634","4.896","3.338","","","","","","","","","","1.064","","","","","Army Active","Army","1.669","1.458","1.1","3.196","1.669","","","","","","","","","","","","","","","","","","","",
"246f690f0602d9956b701dc77484134a","2016","2015-02-03T15:54:27+00:00","1422978867","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","2.128","","3.338","4.219","2.634","4.896","3.338","","","","","","","","","","1.064","","","","","Army National Guard","Army","1.669","2.761","1.534","1.7","1.669","","","","","","","","","","","","","","","","","","","",
"53c6cd2a809a340a78b47cdb1d431f86","2016","2015-02-03T15:54:27+00:00","1422978867","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","0.376","","4.057","0.563","3.027","3.115","4.057","","","","","","","","","","0.376","","","","","Army Active","Army","4.057","0.563","0.285","3.115","4.057","","","","","","","","","","","","","","","","","","","",
"53c6cd2a809a340a78b47cdb1d431f86","2016","2015-02-03T15:54:27+00:00","1422978867","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","0.376","","4.057","0.563","3.027","3.115","4.057","","","","","","","","","","","","","","","Army National Guard","Army","","","2.742","","","","","","","","","","","","","","","","","","","","","",
"e4a5654c2c3dbda400cce02ff4321cf6","2016","2015-02-03T15:54:27+00:00","1422978867","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","","","","1.185","4.186","","","","","","","","","","","","","","","","Army Active","Army","","","1.185","4.186","","","","","","","","","","","","","","","","","","","","",
"77b74a053ff1d20f8acfb32d29467576","2016","2015-02-03T15:54:31+00:00","1422978871","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","16.355","2.333","16.519","16.218","0.307","19.341","10.113","16.218","","","","","","","","","1.355","0.777","0.893","","","","Army Active","Army","2.608","0.102","1.9","0.924","2.608","","","","","","","","","","","","","","","","","","","",
"77b74a053ff1d20f8acfb32d29467576","2016","2015-02-03T15:54:31+00:00","1422978871","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","16.355","2.333","16.519","16.218","0.307","19.341","10.113","16.218","","","","","","","","","9.5","0.778","8.858","","","","Army National Guard","Army","7.562","0.102","10.901","5.809","7.562","","","","","","","","","","","","","","","","","","","",
"77b74a053ff1d20f8acfb32d29467576","2016","2015-02-03T15:54:31+00:00","1422978871","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","16.355","2.333","16.519","16.218","0.307","19.341","10.113","16.218","","","","","","","","","5.5","0.778","6.768","","","","Army Reserve","Army","6.048","0.103","6.54","3.38","6.048","","","","","","","","","","","","","","","","","","","",
"b4b25c331fb1cf1236cebc1ef4bbc938","2016","2015-02-11T02:08:12+00:00","1423620492","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","11.762","27.345","20.079","52.546","23.577","4.756","11.013","52.546","17","50","29","120","47","32","34","120","11.762","27.345","20.079","17","50","29","Army Active","Army","52.546","23.577","4.756","11.013","52.546","120","47","32","34","120","","","","","","","","","","","","","","",
"41840c1e198746ceb05c105a661e8f0f","2016","2015-02-11T02:08:16+00:00","1423620496","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","","","","51.654","51.5","53.8","","","","","","","","","","","","","","","Army Active","Army","","","51.654","51.5","53.8","","","","","","","53.8","53.8","","","","","","","","","","","",
"4b7b19c2f1cc511e654d11e3130604d7","2016","2015-02-11T02:08:14+00:00","1423620494","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","6.019","4.348","7.62","8.429","3.224","","","8.429","243","157","334","299","94","","","299","3.526","2.735","3.237","135","89","113","Army Active","Army","3.698","2.174","","","3.698","113","55","","","113","","","","","","","","","","","","","","",
"4b7b19c2f1cc511e654d11e3130604d7","2016","2015-02-11T02:08:14+00:00","1423620494","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","6.019","4.348","7.62","8.429","3.224","","","8.429","243","157","334","299","94","","","299","2.163","1.428","2.992","94","60","145","Army National Guard","Army","3.873","0.957","","","3.873","167","35","","","167","","","","","","","","","","","","","","",
"4b7b19c2f1cc511e654d11e3130604d7","2016","2015-02-11T02:08:14+00:00","1423620494","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","6.019","4.348","7.62","8.429","3.224","","","8.429","243","157","334","299","94","","","299","0.33","0.185","1.391","14","8","76","Army Reserve","Army","0.858","0.093","","","0.858","19","4","","","19","","","","","","","","","","","","","","",
"3a2e121b17f66b93666ac76de55c94a3","2016","2015-02-11T02:08:18+00:00","1423620498","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","48.608","43.822","35.528","73.828","44.847","52.233","46.957","73.828","7022","4131","3557","5971","3143","1673","2649","5971","26.029","20.278","31.069","4635","1708","2383","Army Active","Army","46.583","18.444","22.533","24.336","46.583","3520","1577","843","1817","3520","483.498","","","","","102","","","","","","","","",
"3a2e121b17f66b93666ac76de55c94a3","2016","2015-02-11T02:08:18+00:00","1423620498","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","48.608","43.822","35.528","73.828","44.847","52.233","46.957","73.828","7022","4131","3557","5971","3143","1673","2649","5971","11.968","12.688","3.77","1167","1748","1077","Army National Guard","Army","22.098","12.218","21.651","11.052","22.098","1897","391","473","353","1897","483.498","","","","","102","","","","","","","","",
"3a2e121b17f66b93666ac76de55c94a3","2016","2015-02-11T02:08:18+00:00","1423620498","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","48.608","43.822","35.528","73.828","44.847","52.233","46.957","73.828","7022","4131","3557","5971","3143","1673","2649","5971","10.611","10.856","0.689","1220","675","97","Army Reserve","Army","5.147","14.185","8.049","11.569","5.147","554","1175","357","479","554","483.498","","","","","102","","","","","","","","",
"b76ed06ab2e77dc7995fe1a2527f5d92","2016","2015-02-11T02:08:24+00:00","1423620504","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","18.555","18.199","17.916","17.496","17.843","8.377","14.327","27.982","174","173","165","171","173","61","146","278","12.37","11.499","13.158","116","109","121","Army Active","Army","7.85","11.145","5.244","7.064","18.336","77","108","28","72","184","","10.486","10.486","107","107","","","","","","","","","",
"b76ed06ab2e77dc7995fe1a2527f5d92","2016","2015-02-11T02:08:24+00:00","1423620504","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","18.555","18.199","17.916","17.496","17.843","8.377","14.327","27.982","174","173","165","171","173","61","146","278","","","","","","","Army National Guard","Army","4.818","1.198","0.871","3.199","4.818","47","12","9","33","47","","10.486","","107","","","","","","","","","","",
