"ServiceAgencyName_val","ServiceAgencyName_@footnote","ServiceAgencySuffix_val","ProcQuantity_val","ProcQuantity_@footnote","MonthlyDeliveryList_MonthlyDelivery","AcceptedBeforeOct1_val","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air Force","","","22","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-7c1c5c9af81517ee160c7f04cd76d13a2d43f3b5","0","","64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-1252f606e1f5a218e5eb3c76549eca2fa4fc2473","64e91e4fc2468d9a18a33d7bb4b01b68e0838119","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","64e91e4fc2468d9a18a33d7bb4b01b68e0838119-2-09caba1317f8ac3079f07355d2188540d00bb03b"
"Air Force","","","15","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-7e0d9d4ce8c172aa28eab000a6fcdb2c7b749f17","0","","64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-70db90457772cb61e810415518c71bcab5993088","64e91e4fc2468d9a18a33d7bb4b01b68e0838119","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-f5fe72f34f8004041fc256a3015cbf2237a10b32"
"Air Force","","","19","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-76122943761806024f4c69434c95d3d9ea6b310b","0","","64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-4d3bc190ef83356f4bb21b28cba26efef2b7a39f","64e91e4fc2468d9a18a33d7bb4b01b68e0838119","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","64e91e4fc2468d9a18a33d7bb4b01b68e0838119-1-19721791772b0c69b95a9cbdeba88e7b758415e5"
"Navy","","","2","FY 2008 incuded 2 GWOT funded MV-22 aircraft.  One was delivered Dec 2012 and the remaining MV-22 delivery is scheduled for May 2014.  FY2008 also included 5 OCO funded CV-22 aircraft with 3 delivered prior to Dec 2012 and 2 remaining to be delivered. The span of delivery of aircraft in production lots with supplemental funded aircraft (i.e. GWOT and OCO) will exceed 12 months due to production capacity and necessity to meet currently scheduled MV-22 and CV-22 deliveries. In addition, the lack of advance procurement funding for supplemental aircraft means there is a 3-year (vice 2-year) production lead time. ","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-333205c377ee04c3e06a5ee985cd6810a4e74d82","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-de0d6d7dd65fa29289a037c756b8a9c5b70a786a","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-92d579820f7b455506d4fd6c295f02638ee818e4"
"Air Force","","","2","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-90e9ec84102629cc189e72f38d62860dc9f0b117","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-581f6cf67c30ed4f0f836bc5018cad37eb15a8f4","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-92d579820f7b455506d4fd6c295f02638ee818e4"
"Navy","","","30","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-08a89f03c2450ffb233a47a1cabfc9ac6fb4f7c6","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-13069dc178cd0fb1654b36d0527103be2bfac787","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-e1dbf029c70a7a3ced05ea264e5e18ac0fd1e4b6"
"Navy","","","30","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-dce846413718a8699e10be7b1bccbb6efbcd841e","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-2019e46e4c7b2e9d6a25b460452d7f3fa0daa2c8","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-2-73f2304e31cb592f03fcd92fd7035f10794031b5"
"Air Force","","","5","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-a535840a36e5b1eb9bb97dbb1c1217d16cec7c59","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-83eaaa3bd8124ee7ecd36f66c67a65da94b0289c","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-2-73f2304e31cb592f03fcd92fd7035f10794031b5"
"Navy","","","30","FY 2011 included 1 OCO funded CV-22 aircraft with a planned delivery of MAY 2015. ","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-e9b0cfda6f20fd8577ef0590abeb39725b0b4238","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-8e23a4980ab73398db1895cd5e3cd5bcef9e3553","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-3-5723c742d48d9c26776196d53831c8e80947ddfb"
"Air Force","","","5","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-258f25af311c6c611a05edfc614e37361d29806b","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-d036ce4f8bd2d05fdc71c847e34d715a4e30e59d","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-3-5723c742d48d9c26776196d53831c8e80947ddfb"
"Navy","","","30","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-aaa2daf5382840e6414d85aa5622ecbf2fc22c58","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-1c1a63571f7af29c4bfa4d6739130689acf40b07","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-4-8b16e0e722bb69084f17ac3a919a5f03ba070d31"
"Air Force","","","5","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-e858e68603874595b8ca84215157e9e87dccd6e8","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-a4753d3704c1eb9ec0647e1c5dabb31e9c06a14a","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-4-8b16e0e722bb69084f17ac3a919a5f03ba070d31"
"Navy","","","17","Final CV delivery is scheduled for SEP 2015. This delivery does not show on the on the delivery schedule due to the MV deliveries ending one month earlier. ","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-69a3be4e7be9350aaca0db0fa63f35436e3442e6","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-67470358e3632587ae9c654f9f4a44000e947f3c","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-5-c660f8bb8d6efca186a8e1db7a7bcfa5cef35600"
"Air Force","","","4","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-2cbc762b2faa18d8aa6218f47ea1858dfc1578e6","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-39aed4397d05d69f3355773e02a40dfb27453e4f","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-5-c660f8bb8d6efca186a8e1db7a7bcfa5cef35600"
"Navy","","","18","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-14b9565f89fee29ce122f6c8e3f4be625d88b0c8","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-cab57da46c3ccb1a3caaa0e382f6c06d979570f6","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-6-9ec82bd390aa164a3b7c0cefe31fbcf018199b3b"
"Air Force","","","3","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-cd504a104436584f04537974d8fbfccf981fadc4","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-9fd1c4bfda74a69e08b3fd66d45839812f83360c","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-6-9ec82bd390aa164a3b7c0cefe31fbcf018199b3b"
"Navy","","","60","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-5ff8afe2ca58551e141beba7d75ad281ce18c2eb","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-3ff4b1c555f0f736b2a07e18439b730b7201ba8d","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-ab3db55cb43e64637bd1695ec379c44dbec51d6d"
"Air Force","","","10","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-a19c479933129b116c4cbef7b44efb02791f1799","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-e177f7eb555ab611e6b35f3ba0603568047cf33c","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-ab3db55cb43e64637bd1695ec379c44dbec51d6d"
"Navy","","","60","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-8c6c954f7d1a7df4252c993c759208d708e94b06","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-0159ed2b32ef96afdab75a3524a35719a825044c","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-6661897daacbe63ce4561a34bd07b731e5a5ff5d"
"Air Force","","","10","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-13a546ebbf8e61532abc23258d1f4329156dfdc1","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-6c0767468779683ff0f300058dc7b89d2ab66383","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-6661897daacbe63ce4561a34bd07b731e5a5ff5d"
"Navy","","","34","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-9b604966f7521fe4c89d35e4717397068ff3d6c6","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-709687db5f1b54d7fd2a3792048515c52fe58d32","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-2-bb5dcab7d6a7ba4a9ea55f0facbd26272511a189"
"Air Force","","","8","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-04093e2c31e17d8a822afdb5be20249a63b653eb","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-90fd875b4479d9e666466af348e94d2f51b12de1","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-2-bb5dcab7d6a7ba4a9ea55f0facbd26272511a189"
"Navy","","","36","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-9964916b8c5f9adc7c0bf5e28befaecf6d8c5be0","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-a9c6b0428c8da728210f1652e60094fc1e64dc47","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-3-8ae07c5c706bfae1c410ffdca4bd6b8cdc5c5df3"
"Air Force","","","6","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-40f6ab9e31274ad11e62bd1f12ee7fdc527cabc2","0","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-1-79c4bead729507d14d07289f4fb3d1fd68ef137b","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","65c971fd55e8a5e85798e3bc166f8e77e31f6276-3-8ae07c5c706bfae1c410ffdca4bd6b8cdc5c5df3"
"Army","","BASE","1","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-44fcaf59a762a9df5a07e19dbf34fe898709e6ed","0","","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-70b70dbacf335753c60915630e31ad5ad0fa8acc","666dcb5b1ed1dc63e2718d10961692d6e3dccf90","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-8913c4e8b5cd8ac75da4b9802edb4ba068190824"
"Army","","","1","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-c3d908ad7f2287ba591b4821b0b4b0ed968a9ba6","0","","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-fe7f3167ac06cf8c5079abb715efbcbccfda2abd","666dcb5b1ed1dc63e2718d10961692d6e3dccf90","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-1-8e22e142ae92dca13e505964fe96b89584fb0d9e"
"Army","","OCO","1","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-490b9be6f1381c5b50c0bfe7476c8cdc4cd5333a","0","","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-02161c116e894a65f0c883bce064b37bebfec44e","666dcb5b1ed1dc63e2718d10961692d6e3dccf90","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-68bc32e3d2dc30ee1013c5fd53641b6d6aa96e5c"
"Army","","","3","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-7e148886cfcf70703d26bf160226a098792f720c","0","","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-ec20b51790226a179838540c3464ea1842bce11d","666dcb5b1ed1dc63e2718d10961692d6e3dccf90","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-065f9e8f5cf466889bbb2b80ae34a76ca2ed1c23"
"Army","","BASE","3","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-ba3c688b5173f8be9ea29c9d4cfc8ea23cfb9fd3","0","","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-d142544547d38be492dd2e716be2c84bfcaa51c4","666dcb5b1ed1dc63e2718d10961692d6e3dccf90","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-1-5d1d9843916b9c4d9dcb73bde5d1735c53dd7dd6"
"Army","","","3","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-869bc7d487baf58cdcb4d939cab5fbcaeb457a37","0","","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-8e5c98bbe44cda9649e331642d03a1939d35a84d","666dcb5b1ed1dc63e2718d10961692d6e3dccf90","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-2-192a4a7a0e0c07898207f810a834b6a28c6ff9a8"
"Army","","BASE","313","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-593b9f78275d1743dff9cb7ad61b5f461fc5a0d3","0","","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-1a4f68bc34103797904d1c8810ed2fd8c1bba111","666dcb5b1ed1dc63e2718d10961692d6e3dccf90","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-be8beb00bb6de66a133c70be00d85e82a86c229f"
