"ItemList_Item","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_Continuing_val","CategorySubtotal_Quantity","CategorySubtotal_UnitCost","Name_val","Name_@footnote","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0905638a3f2001e762fb5f63358e10c4f55e8ff0-1-58d90b1e05cc00799565bb332ccf0cc0c59a9eec","","","","","","","","","","","","","","","","1) P-19 Replacement","","","0905638a3f2001e762fb5f63358e10c4f55e8ff0-1-e944e43c5b8ebd72e2f7138b987ad8411eaec039","0905638a3f2001e762fb5f63358e10c4f55e8ff0","root.record.ItemExhibitList.P40AItemGroup","0905638a3f2001e762fb5f63358e10c4f55e8ff0-0-497cd5ba55036a3ba618addcffcf2c9bd90dce23"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0910bd4fc4f78da7f452b371df805e99c359aa0a-0-edbe78bda8d93dca5705b10a1f6561ff653efc1a","","","","","","","","","","","","","","","","1) Naval Aviation Logistics Data Analysis Decision Knowledge Programming for Logistics Analys","","","0910bd4fc4f78da7f452b371df805e99c359aa0a-0-c0113c374fa7fdfe31134096c4f040028e0249da","0910bd4fc4f78da7f452b371df805e99c359aa0a","root.record.ItemExhibitList.P40AItemGroup","0910bd4fc4f78da7f452b371df805e99c359aa0a-0-b293889c0f04d519384f947ff9994524bdb66287"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0910bd4fc4f78da7f452b371df805e99c359aa0a-1-6065c8a4c0759095cfefd8246bd9899e6b421f73","","","","","","","","","","","","","","","","2) HW & SW Naval Aviation Logistics Command Management Information System (NALCOMIS)","","","0910bd4fc4f78da7f452b371df805e99c359aa0a-1-e9e30800e2d10db6e89324eac42630b018aa0395","0910bd4fc4f78da7f452b371df805e99c359aa0a","root.record.ItemExhibitList.P40AItemGroup","0910bd4fc4f78da7f452b371df805e99c359aa0a-0-b293889c0f04d519384f947ff9994524bdb66287"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0910bd4fc4f78da7f452b371df805e99c359aa0a-2-5c73e9d49a9cc025b66066c0b7e6ef736b744cd9","","","","","","","","","","","","","","","","3) Joint Technical Data Integration (JTDI)","","","0910bd4fc4f78da7f452b371df805e99c359aa0a-2-ad3de2bc4400b57852b8cbf3f901fee8f9ac92d9","0910bd4fc4f78da7f452b371df805e99c359aa0a","root.record.ItemExhibitList.P40AItemGroup","0910bd4fc4f78da7f452b371df805e99c359aa0a-0-b293889c0f04d519384f947ff9994524bdb66287"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0910bd4fc4f78da7f452b371df805e99c359aa0a-3-c3497028545c15420feeb2a9eb11331b8c26da3f","","","","","","","","","","","","","","","","4) Marine Aviation Logistics Support Program II (MALSP)/Expeditionary Pack Up Kits (EPUK)","","","0910bd4fc4f78da7f452b371df805e99c359aa0a-3-5bc7ab34e59c9452f23177b66da6d6455b9b08b0","0910bd4fc4f78da7f452b371df805e99c359aa0a","root.record.ItemExhibitList.P40AItemGroup","0910bd4fc4f78da7f452b371df805e99c359aa0a-0-b293889c0f04d519384f947ff9994524bdb66287"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0910bd4fc4f78da7f452b371df805e99c359aa0a-4-43a0d3eb49c88d180c01fc986aa7b900085a5f23","","","","","","","","","","","","","","","","5) Automated Data Capture System (ADCS)","","","0910bd4fc4f78da7f452b371df805e99c359aa0a-4-67830d42b54f334d0a0208e8615d966cfb911dc2","0910bd4fc4f78da7f452b371df805e99c359aa0a","root.record.ItemExhibitList.P40AItemGroup","0910bd4fc4f78da7f452b371df805e99c359aa0a-0-b293889c0f04d519384f947ff9994524bdb66287"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0910bd4fc4f78da7f452b371df805e99c359aa0a-5-9e25d1757a7c907bff70ab5a830698fafbc5fba5","","","","","","","","","","","","","","","","6) Production Engineering Support (AIR6.8)","","","0910bd4fc4f78da7f452b371df805e99c359aa0a-5-926f07a0bd7744879950b42deb9fb6d5b205ab09","0910bd4fc4f78da7f452b371df805e99c359aa0a","root.record.ItemExhibitList.P40AItemGroup","0910bd4fc4f78da7f452b371df805e99c359aa0a-0-b293889c0f04d519384f947ff9994524bdb66287"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0991eec3a83b0bf18f0845497c9d2c74bbd056de-0-07dafe12a153f7a5897bbafd7d7aff24b7d6ff2a","","","","","","","","","","","","","","","","1) XX001 - Schoolhouse TTE","","","0991eec3a83b0bf18f0845497c9d2c74bbd056de-0-72e6368041ac5827462fc1426a982ae138bbe8ad","0991eec3a83b0bf18f0845497c9d2c74bbd056de","root.record.ItemExhibitList.P40AItemGroup","0991eec3a83b0bf18f0845497c9d2c74bbd056de-0-3be854425b26bb43594a49c9738b2f6ae4c0a570"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0991eec3a83b0bf18f0845497c9d2c74bbd056de-1-b2111131ac5477d3b33eef856d00e2941df31361","","","","","","","","","","","","","","","","2) XX002 - Shore Based Spares","","","0991eec3a83b0bf18f0845497c9d2c74bbd056de-1-08aeebf37b5c8f54b86cdaefca3e1ab6f1209129","0991eec3a83b0bf18f0845497c9d2c74bbd056de","root.record.ItemExhibitList.P40AItemGroup","0991eec3a83b0bf18f0845497c9d2c74bbd056de-0-3be854425b26bb43594a49c9738b2f6ae4c0a570"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-09ebfc3665621af43644d06f1a099f343c676187-0-e9595a0af20ccce1154ab45f7dd2b67d8030c76c","","","","","","","","","","","","","","","","1) SA101 ACOUSTIC UPGRADES","","","09ebfc3665621af43644d06f1a099f343c676187-0-758dafd6f7e0ee917980f43b510c8e306dbb4919","09ebfc3665621af43644d06f1a099f343c676187","root.record.ItemExhibitList.P40AItemGroup","09ebfc3665621af43644d06f1a099f343c676187-0-1d9911b3746a164418e8eff1768432c974a98098"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-09ebfc3665621af43644d06f1a099f343c676187-1-5ae35280e10010f08d107d94d7181b2ea25b6a86","","","","","","","","","","","","","","","","2) SA102 TOWED SYSTEMS","","","09ebfc3665621af43644d06f1a099f343c676187-1-3ac605831a6a6565f087b9c0f67386f80e0e8c07","09ebfc3665621af43644d06f1a099f343c676187","root.record.ItemExhibitList.P40AItemGroup","09ebfc3665621af43644d06f1a099f343c676187-0-1d9911b3746a164418e8eff1768432c974a98098"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-09ebfc3665621af43644d06f1a099f343c676187-2-cbe54547d8bc3bed1e387572573c24b8ec2e0b99","","","","","","","","","","","","","","","","3) SA105 SONAR SUPPORT EQUIPMENT","","","09ebfc3665621af43644d06f1a099f343c676187-2-6620d312bbacd2ba263402f163508d0f73e08a22","09ebfc3665621af43644d06f1a099f343c676187","root.record.ItemExhibitList.P40AItemGroup","09ebfc3665621af43644d06f1a099f343c676187-0-1d9911b3746a164418e8eff1768432c974a98098"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-09ebfc3665621af43644d06f1a099f343c676187-3-5ed8b59b265777261f4fe56521c3a492483a4032","","","","","","","","","","","","","","","","4) SA106 HULL SENSORS","","","09ebfc3665621af43644d06f1a099f343c676187-3-dc06c3156a170aad7f874f86fa62aa79438bfdc2","09ebfc3665621af43644d06f1a099f343c676187","root.record.ItemExhibitList.P40AItemGroup","09ebfc3665621af43644d06f1a099f343c676187-0-1d9911b3746a164418e8eff1768432c974a98098"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-09ebfc3665621af43644d06f1a099f343c676187-4-39c7b3ed3448f7a1602efe5037f5b90c61186677","","","","","","","","","","","","","","","","5) SA201 BLOCK CHANGES","","","09ebfc3665621af43644d06f1a099f343c676187-4-b8a2d5bfd717baf6c51fab79771ed27844702edb","09ebfc3665621af43644d06f1a099f343c676187","root.record.ItemExhibitList.P40AItemGroup","09ebfc3665621af43644d06f1a099f343c676187-0-1d9911b3746a164418e8eff1768432c974a98098"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-09ebfc3665621af43644d06f1a099f343c676187-5-850ffde63f58dfd9c78b7b02acf95074c2c3f7fb","","","","","","","","","","","","","","","","6) SA202 PRODUCTION/ENGINEERING SUPPORT","","","09ebfc3665621af43644d06f1a099f343c676187-5-3894dd172e91852239b8d1b129a4e0457d62ba1a","09ebfc3665621af43644d06f1a099f343c676187","root.record.ItemExhibitList.P40AItemGroup","09ebfc3665621af43644d06f1a099f343c676187-0-1d9911b3746a164418e8eff1768432c974a98098"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-09ebfc3665621af43644d06f1a099f343c676187-6-d910fd45365df21bbecc2ef362a8447a07ccf3d4","","","","","","","","","","","","","","","","7) SA203 TOWED ARRAY UNIQUE TEST EQUIPMENT","","","09ebfc3665621af43644d06f1a099f343c676187-6-b2d105803d6fcfc5758c4f05bf2a09269524aa32","09ebfc3665621af43644d06f1a099f343c676187","root.record.ItemExhibitList.P40AItemGroup","09ebfc3665621af43644d06f1a099f343c676187-0-1d9911b3746a164418e8eff1768432c974a98098"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-09ebfc3665621af43644d06f1a099f343c676187-7-d26ce7ed8cd29198620fbc4c85192858575bdf57","","","","","","","","","","","","","","","","8) SA302 OP TRAINER UPGRADES","","","09ebfc3665621af43644d06f1a099f343c676187-7-203430f6df72a610019787874348521686e11f53","09ebfc3665621af43644d06f1a099f343c676187","root.record.ItemExhibitList.P40AItemGroup","09ebfc3665621af43644d06f1a099f343c676187-0-1d9911b3746a164418e8eff1768432c974a98098"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-09ebfc3665621af43644d06f1a099f343c676187-8-ab95c09ad0205edb91f510fd131793c57176e0fc","","","","","","","","","","","","","","","","9) SA303 COTS SUPPORTABILITY UPGRADES","","","09ebfc3665621af43644d06f1a099f343c676187-8-2fbc16f4dba11d7242308616b8b13232e35151d3","09ebfc3665621af43644d06f1a099f343c676187","root.record.ItemExhibitList.P40AItemGroup","09ebfc3665621af43644d06f1a099f343c676187-0-1d9911b3746a164418e8eff1768432c974a98098"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-09ebfc3665621af43644d06f1a099f343c676187-9-72675ec95a41972741600500db3081e83ffae7ee","","","","","","","","","","","","","","","","10) SA401 INITIAL TRAINING","","","09ebfc3665621af43644d06f1a099f343c676187-9-06e4b9e9b68ac7fa9654c373856af69d4204f437","09ebfc3665621af43644d06f1a099f343c676187","root.record.ItemExhibitList.P40AItemGroup","09ebfc3665621af43644d06f1a099f343c676187-0-1d9911b3746a164418e8eff1768432c974a98098"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-09ebfc3665621af43644d06f1a099f343c676187-10-4273e2b7e6999896a1f893ae4016a6acd7adf84e","","","","","","","","","","","","","","","","11) SA900 CONSULTING SERVICES","","","09ebfc3665621af43644d06f1a099f343c676187-10-7fec6d4a3c3521b0aee9be4284d33087e3d9a6c9","09ebfc3665621af43644d06f1a099f343c676187","root.record.ItemExhibitList.P40AItemGroup","09ebfc3665621af43644d06f1a099f343c676187-0-1d9911b3746a164418e8eff1768432c974a98098"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0abb3645fe4a9cb8f4a10913f80c8da3b29bf011-0-2be0502be2e77441c9c166606cae702860f11458","","","","","","","","","","","","","","","","","","","0abb3645fe4a9cb8f4a10913f80c8da3b29bf011-0-cdea095370c1771920b55a91c583bff085ee89db","0abb3645fe4a9cb8f4a10913f80c8da3b29bf011","root.record.ItemExhibitList.P40AItemGroup","0abb3645fe4a9cb8f4a10913f80c8da3b29bf011-0-6fd8186b30e7042819bfd6496c0a06d12b866d7c"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0ae156571ee834759a8212befbdfe98a07fda718-0-86befab73555f11f72294047932a92de1c5f24fc","","","","","","","","","","","","","","","","Uncategorized","","","0ae156571ee834759a8212befbdfe98a07fda718-0-910ac2af017026d5a0dccbc789a4fd0fe0522230","0ae156571ee834759a8212befbdfe98a07fda718","root.record.ItemExhibitList.P40AItemGroup","0ae156571ee834759a8212befbdfe98a07fda718-0-b925e7113a10de2d5f8d9d22f01e22c9b72b52a3"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0ae96f33e689667d4b48fa050fd5161edb632639-0-bb9dcf00e46c14f1c168dd398ed4593031a3d32b","","","","","","","","","","","","","","","","1) BSO 15","","","0ae96f33e689667d4b48fa050fd5161edb632639-0-171aeb2305a64b4ac81334cd5bf9eb0c3f1e55b4","0ae96f33e689667d4b48fa050fd5161edb632639","root.record.ItemExhibitList.P40AItemGroup","0ae96f33e689667d4b48fa050fd5161edb632639-0-7af688815e4272b79b5927ba6ea2de1bbf3f8596"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0ae96f33e689667d4b48fa050fd5161edb632639-1-3b6fc4e6f81ad77fca1fd1c75ceb39de443c93c5","","","","","","","","","","","","","","","","2) BSO 60","","","0ae96f33e689667d4b48fa050fd5161edb632639-1-cf9dc6d4423ff4553e828ea97f5f33d3dc93b0df","0ae96f33e689667d4b48fa050fd5161edb632639","root.record.ItemExhibitList.P40AItemGroup","0ae96f33e689667d4b48fa050fd5161edb632639-0-7af688815e4272b79b5927ba6ea2de1bbf3f8596"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0ae96f33e689667d4b48fa050fd5161edb632639-2-415aedd46279fbeb2554e0db58533826d3af3bf5","","","","","","","","","","","","","","","","3) BSO 12","","","0ae96f33e689667d4b48fa050fd5161edb632639-2-04e01f7b325eaad1051a0b7ac2bad99b7a0af691","0ae96f33e689667d4b48fa050fd5161edb632639","root.record.ItemExhibitList.P40AItemGroup","0ae96f33e689667d4b48fa050fd5161edb632639-0-7af688815e4272b79b5927ba6ea2de1bbf3f8596"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0b9526d8dc5a61c85ee26faae9e871f8677e12c6-0-ba3b438ceca908ff9cc58421ef229a17e1a744ea","","","","","","","","","","","","","","","","Uncategorized","","","0b9526d8dc5a61c85ee26faae9e871f8677e12c6-0-3c7942115fe26783dfaa41491761bb1287079251","0b9526d8dc5a61c85ee26faae9e871f8677e12c6","root.record.ItemExhibitList.P40AItemGroup","0b9526d8dc5a61c85ee26faae9e871f8677e12c6-0-f26ba11a9341afefb63d6376c18da6febc15dc2d"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0c369876f7cca79bdcebf735ed3e80dabe24ad74-0-b234165d5e52478fbf330dcc2be48aed7d76dbf0","","","","","","","","","","","","","","","","Uncategorized","","","0c369876f7cca79bdcebf735ed3e80dabe24ad74-0-24251b02df0ff43b8bb33d417f0d09e5564c66f4","0c369876f7cca79bdcebf735ed3e80dabe24ad74","root.record.ItemExhibitList.P40AItemGroup","0c369876f7cca79bdcebf735ed3e80dabe24ad74-0-2728d12315eb39e1578ef4c1be7b5cbacfee7b92"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0c9ebe460210110e8c8fa8456a2e67ae44a96524-0-63233695eaa836b5a303af59c167bf163d38c2bb","","","","","","","","","","","","","","","","","","","0c9ebe460210110e8c8fa8456a2e67ae44a96524-0-7a0d6f19ac290bde3aadde686df597ce95e83138","0c9ebe460210110e8c8fa8456a2e67ae44a96524","root.record.ItemExhibitList.P40AItemGroup","0c9ebe460210110e8c8fa8456a2e67ae44a96524-0-b05300f1d4967048dbc5e03c6d05e22b45249944"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0d547f8eca7120b338451b26cbd0c4f1990396b6-0-091a062972159f213e47a184af400bbf3a34c63a","","","","","","","","","","","","","","","","","","","0d547f8eca7120b338451b26cbd0c4f1990396b6-0-ceb9ac2729f71f6927fa0d6a339b90def73c5099","0d547f8eca7120b338451b26cbd0c4f1990396b6","root.record.ItemExhibitList.P40AItemGroup","0d547f8eca7120b338451b26cbd0c4f1990396b6-0-a3e4f954168dd2d5a58828290dd4b64cef8644a4"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0de62f3a4d6843236f9532aa968ded0c20a25c6e-0-aadd3b5cca5073891b645f6c41ee749ae21a31e9","","","","","","","","","","","","","","","","Uncategorized","","","0de62f3a4d6843236f9532aa968ded0c20a25c6e-0-09b503bf06e033efcfcc1ec9af1d1e0a5c90dc73","0de62f3a4d6843236f9532aa968ded0c20a25c6e","root.record.ItemExhibitList.P40AItemGroup","0de62f3a4d6843236f9532aa968ded0c20a25c6e-0-2a2555349d5efb75f6e6ae09e4629fbf81047399"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0dfe466f86bc225be6506ead84c1fc591b5f9ab3-0-8dd3c43bd532ff19afc5fbcd681c590b232713da","","","","","","","","","","","","","","","","1) SPECIAL PURPOSE VEHICLES/EQUIPMENT","","","0dfe466f86bc225be6506ead84c1fc591b5f9ab3-0-c7c5da5c8fcd8aa64aa9d4de088f14c86cbb920f","0dfe466f86bc225be6506ead84c1fc591b5f9ab3","root.record.ItemExhibitList.P40AItemGroup","0dfe466f86bc225be6506ead84c1fc591b5f9ab3-0-9de63de0d694223010e55c92ad43f55a8de4669f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0dfe466f86bc225be6506ead84c1fc591b5f9ab3-1-c392e23c9bfabdb6929dd6299b86907605f538dd","","","","","","","","","","","","","","","","2) COMBAT CONSTRUCTION SUPPORT EQUIPMENT","","","0dfe466f86bc225be6506ead84c1fc591b5f9ab3-1-c453d7d0b292cc552fb863c4cb3431add511b117","0dfe466f86bc225be6506ead84c1fc591b5f9ab3","root.record.ItemExhibitList.P40AItemGroup","0dfe466f86bc225be6506ead84c1fc591b5f9ab3-0-9de63de0d694223010e55c92ad43f55a8de4669f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0dfe466f86bc225be6506ead84c1fc591b5f9ab3-2-2698912940431f95a50f1528fe2ab66838482daf","","","","","","","","","","","","","","","","3) MOBILE UTILITIES SUPPORT EQUIPMENT","","","0dfe466f86bc225be6506ead84c1fc591b5f9ab3-2-4f09cea6987284f7335008f63d58961f62789d96","0dfe466f86bc225be6506ead84c1fc591b5f9ab3","root.record.ItemExhibitList.P40AItemGroup","0dfe466f86bc225be6506ead84c1fc591b5f9ab3-0-9de63de0d694223010e55c92ad43f55a8de4669f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0dfe466f86bc225be6506ead84c1fc591b5f9ab3-3-f61023ab5d431d813fe4052e39c07fe59e3b634a","","","","","","","","","","","","","","","","4) OCEAN CONSTRUCTION EQUIPMENT","","","0dfe466f86bc225be6506ead84c1fc591b5f9ab3-3-d4c66dcfdc7a9934f45462a24b3ba2d17915cebd","0dfe466f86bc225be6506ead84c1fc591b5f9ab3","root.record.ItemExhibitList.P40AItemGroup","0dfe466f86bc225be6506ead84c1fc591b5f9ab3-0-9de63de0d694223010e55c92ad43f55a8de4669f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0dfe466f86bc225be6506ead84c1fc591b5f9ab3-4-8fad18d4aded7d4e1fd587394cb719f283d96ce1","","","","","","","","","","","","","","","","5) DON ENERGY INITIATIVE","","","0dfe466f86bc225be6506ead84c1fc591b5f9ab3-4-b55df616e3e1f5d190af1c79954a9a3a4908aa58","0dfe466f86bc225be6506ead84c1fc591b5f9ab3","root.record.ItemExhibitList.P40AItemGroup","0dfe466f86bc225be6506ead84c1fc591b5f9ab3-0-9de63de0d694223010e55c92ad43f55a8de4669f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0ee2f7a0781d6456d8f49bc628152b373ada9aee-0-76b16aed4de6cd9950cb5c7f3d0acd46c3024366","","","","","","","","","","","","","","","","Uncategorized","","","0ee2f7a0781d6456d8f49bc628152b373ada9aee-0-cde9f5c8a5888a80e59a73a50b00cc4b7e9cba25","0ee2f7a0781d6456d8f49bc628152b373ada9aee","root.record.ItemExhibitList.P40AItemGroup","0ee2f7a0781d6456d8f49bc628152b373ada9aee-0-77865896985134932ff02efd4c7065fe1e5e92f2"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0efe5b053bbea33b8f9cbdd2a0c0db67c47bf77c-0-e9081c571b98270807179e0ac7f08e71897ba693","","","","","","","","","","","","","","","","1) CG001 - SPQ-9B RADAR","","","0efe5b053bbea33b8f9cbdd2a0c0db67c47bf77c-0-6170f51197b35f983e42fb75806a05608c425520","0efe5b053bbea33b8f9cbdd2a0c0db67c47bf77c","root.record.ItemExhibitList.P40AItemGroup","0efe5b053bbea33b8f9cbdd2a0c0db67c47bf77c-0-97a95516dee2a8b22f97988ede661d7f86227841"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0efe5b053bbea33b8f9cbdd2a0c0db67c47bf77c-1-93e61d4c0113ae0d19123c9d9681ebeadfc18a12","","","","","","","","","","","","","","","","2) IFF AIMS","","","0efe5b053bbea33b8f9cbdd2a0c0db67c47bf77c-1-593a7780113e52390c5ceed7e8c37e881ab601d3","0efe5b053bbea33b8f9cbdd2a0c0db67c47bf77c","root.record.ItemExhibitList.P40AItemGroup","0efe5b053bbea33b8f9cbdd2a0c0db67c47bf77c-0-97a95516dee2a8b22f97988ede661d7f86227841"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0efe5b053bbea33b8f9cbdd2a0c0db67c47bf77c-2-4c40dd7bd31e09ef578ce2e47903da9802cfce44","","","","","","","","","","","","","","","","3) CG003 DECOYS MK 53","","","0efe5b053bbea33b8f9cbdd2a0c0db67c47bf77c-2-c815750f554a6655aece2a8449c45830ca5803a8","0efe5b053bbea33b8f9cbdd2a0c0db67c47bf77c","root.record.ItemExhibitList.P40AItemGroup","0efe5b053bbea33b8f9cbdd2a0c0db67c47bf77c-0-97a95516dee2a8b22f97988ede661d7f86227841"
