"ItemList_Item","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_Continuing_val","CategorySubtotal_Quantity","CategorySubtotal_UnitCost","Name_val","Name_@footnote","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-37d3d11a7b8579ac7f0639c10933606fbe94050c-2-5be5d6f7cd334335c0b66f48effcaa2d3c4374f0","","","3.35","3.818","","3.818","4.943","4.931","4.933","5.033","","","true","","","NSAV Modifications","","","37d3d11a7b8579ac7f0639c10933606fbe94050c-2-456d88ecf7615251148064a803ab73aa9b4f36da","37d3d11a7b8579ac7f0639c10933606fbe94050c","root.record.ItemExhibitList.P40AItemGroup","37d3d11a7b8579ac7f0639c10933606fbe94050c-0-9e97362ff85f784919902a257f16adeb6f84c90a"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-37d3d11a7b8579ac7f0639c10933606fbe94050c-3-3f5ae397f0bb967d9efe36d9ddde8010adf3530d","14.286","2.65","10.5","","","","","","","","","27.436","","","","AVFID - Modifications","","","37d3d11a7b8579ac7f0639c10933606fbe94050c-3-1eb05ba4a5bd88256c35a6f85fef26e363f0c4ad","37d3d11a7b8579ac7f0639c10933606fbe94050c","root.record.ItemExhibitList.P40AItemGroup","37d3d11a7b8579ac7f0639c10933606fbe94050c-0-9e97362ff85f784919902a257f16adeb6f84c90a"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-37d3d11a7b8579ac7f0639c10933606fbe94050c-4-81618a1dc40eaf01593da2eb53cc9897d599b089","","","","10.5","","10.5","","","","","","10.5","","","","NSAV Simulator","","","37d3d11a7b8579ac7f0639c10933606fbe94050c-4-f45ed69071b712d3a88edf5495ccacdf097dafa5","37d3d11a7b8579ac7f0639c10933606fbe94050c","root.record.ItemExhibitList.P40AItemGroup","37d3d11a7b8579ac7f0639c10933606fbe94050c-0-9e97362ff85f784919902a257f16adeb6f84c90a"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-37d3d11a7b8579ac7f0639c10933606fbe94050c-5-ac84f01806d827fb101349695d921e4c418dfc70","191.166","","","","","","","","","","","191.166","","","","Prior Year Efforts","","","37d3d11a7b8579ac7f0639c10933606fbe94050c-5-b78bbcd53cbcae0eaf59522c70faec2217da139a","37d3d11a7b8579ac7f0639c10933606fbe94050c","root.record.ItemExhibitList.P40AItemGroup","37d3d11a7b8579ac7f0639c10933606fbe94050c-0-9e97362ff85f784919902a257f16adeb6f84c90a"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-398c175252e83b2e8fd284dba542f1cbed19d91b-0-91a21b57566e026d3951f808d1139caaca9e768f","","32.768","","","","","","","","","","","","","","Uncategorized","","","398c175252e83b2e8fd284dba542f1cbed19d91b-0-5f4d42e3497c74c2e5d9e928baa929ed6efee0e8","398c175252e83b2e8fd284dba542f1cbed19d91b","root.record.ItemExhibitList.P40AItemGroup","398c175252e83b2e8fd284dba542f1cbed19d91b-0-b8fe54fdbc707e8c6424cb0d0401c20e6a88b9f7"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-39f36dd8b660fec71395fb28bb042dd55cc058da-0-aebb47f9e29de8a46fcf5667a3294564f7b990da","2.468","0.155","","","","","","","","","","","","","","1) M8200 - Support Equipment","","","39f36dd8b660fec71395fb28bb042dd55cc058da-0-edcd7226f9d8ce8c800826ce310f6902a941f540","39f36dd8b660fec71395fb28bb042dd55cc058da","root.record.ItemExhibitList.P40AItemGroup","39f36dd8b660fec71395fb28bb042dd55cc058da-0-9f320deba2fc4f3c2eb5f648151bfb32877729aa"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-39f36dd8b660fec71395fb28bb042dd55cc058da-1-0721a0d7254cf684defd1055822bfff47c43aacb","1.295","0.1","","","","","","","","","","","","","","2) M8300 - CS Simulation","","","39f36dd8b660fec71395fb28bb042dd55cc058da-1-d6e73cb43f08c7cf3265d464e518c3147e9525ae","39f36dd8b660fec71395fb28bb042dd55cc058da","root.record.ItemExhibitList.P40AItemGroup","39f36dd8b660fec71395fb28bb042dd55cc058da-0-9f320deba2fc4f3c2eb5f648151bfb32877729aa"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-39f36dd8b660fec71395fb28bb042dd55cc058da-2-1644cbe7dae68e0c0b8da371bac3e8c6e17fabdb","8.361","4.601","0.833","10.806","","10.806","","","","","","","","","","3) M8400 - SESEF Electronic Equipment","","","39f36dd8b660fec71395fb28bb042dd55cc058da-2-15c2409b02d5639c2e835418423ab85074a3be71","39f36dd8b660fec71395fb28bb042dd55cc058da","root.record.ItemExhibitList.P40AItemGroup","39f36dd8b660fec71395fb28bb042dd55cc058da-0-9f320deba2fc4f3c2eb5f648151bfb32877729aa"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-39f36dd8b660fec71395fb28bb042dd55cc058da-3-4a70cf7bbd709418233caae443b321c5736e36ad","2.222","2.732","3.183","3.613","","3.613","","","","","","","","","","4) M8500 - Interoperability Assessment Equipment","","","39f36dd8b660fec71395fb28bb042dd55cc058da-3-a5389e1e4eebaa5a10c75236f59a42368ea8ab96","39f36dd8b660fec71395fb28bb042dd55cc058da","root.record.ItemExhibitList.P40AItemGroup","39f36dd8b660fec71395fb28bb042dd55cc058da-0-9f320deba2fc4f3c2eb5f648151bfb32877729aa"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-39f36dd8b660fec71395fb28bb042dd55cc058da-4-c7e03c8fce895322e95b3a00ebe07222e0571b7f","2.534","0.555","","","","","","","","","","","","","","5) M86IN - Non-FMP Installation","","","39f36dd8b660fec71395fb28bb042dd55cc058da-4-655183f5987eac4879214282c37abdf58eec1da6","39f36dd8b660fec71395fb28bb042dd55cc058da","root.record.ItemExhibitList.P40AItemGroup","39f36dd8b660fec71395fb28bb042dd55cc058da-0-9f320deba2fc4f3c2eb5f648151bfb32877729aa"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3a268f7ff383855e7ebffacafd85b25ade364ecd-0-d0c0f1c6187656906f68377fa67beaf39361b379","5.746","","","","","","","","","","","","","","","1) Naval Fires Control Sys","","","3a268f7ff383855e7ebffacafd85b25ade364ecd-0-7fa99bdc6b6549b4b906cf1f1710732f924b3e6e","3a268f7ff383855e7ebffacafd85b25ade364ecd","root.record.ItemExhibitList.P40AItemGroup","3a268f7ff383855e7ebffacafd85b25ade364ecd-0-da66be91940d8426d4af95106d5dcb654d1225e8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3a268f7ff383855e7ebffacafd85b25ade364ecd-1-49dc00e0598f77e9e3dcf4cecd787d64782ab815","12.565","","","","","","","","","","","","","","","1) EQUIPMENT","","","3a268f7ff383855e7ebffacafd85b25ade364ecd-1-4a80a932c3e6e3ffd6503f42a836ff9472683ae7","3a268f7ff383855e7ebffacafd85b25ade364ecd","root.record.ItemExhibitList.P40AItemGroup","3a268f7ff383855e7ebffacafd85b25ade364ecd-0-da66be91940d8426d4af95106d5dcb654d1225e8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3a268f7ff383855e7ebffacafd85b25ade364ecd-2-9431c56ca443f7093f3451a98346186edd3b93a4","37.434","1.188","","","","","","","","","","","","","","2) INSTALLATION","","","3a268f7ff383855e7ebffacafd85b25ade364ecd-2-dc881688b1049a08d3a64629873e6751baece540","3a268f7ff383855e7ebffacafd85b25ade364ecd","root.record.ItemExhibitList.P40AItemGroup","3a268f7ff383855e7ebffacafd85b25ade364ecd-0-da66be91940d8426d4af95106d5dcb654d1225e8"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3aeeb4b208d31ea687c5cb807577a01745654c88-0-754ac83b49cabb3af3285b0c1a8cce231c36b982","0","0.276","0.276","9.639","5.72","15.359","0.284","0.29","0.294","0.299","0","17.078","","","","","","","3aeeb4b208d31ea687c5cb807577a01745654c88-0-8976703b675ed5efe85901796f7c4ee5dda1876b","3aeeb4b208d31ea687c5cb807577a01745654c88","root.record.ItemExhibitList.P40AItemGroup","3aeeb4b208d31ea687c5cb807577a01745654c88-0-7c8a735e1df4c98487571183c59b89447e0ba97c"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3d6dbf081a781210bd1fa53e00210801a0855e50-0-58605e3d8c7eb5c1059e467b9e3037ab9312ab95","6.553","4.687","110.592","9.021","","9.021","","","","","","","","","","1) AM100 HARDWARE","","","3d6dbf081a781210bd1fa53e00210801a0855e50-0-cf87fdc38bddecdb1ab8617db95d1919c9884114","3d6dbf081a781210bd1fa53e00210801a0855e50","root.record.ItemExhibitList.P40AItemGroup","3d6dbf081a781210bd1fa53e00210801a0855e50-0-d11e602f40c9224734d2b5c0ce207fd1fbef6458"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3d6dbf081a781210bd1fa53e00210801a0855e50-1-a91ee46c89ae569a6fc4d7b5a90e2af47d9964dc","0","","2.5","2.575","","2.575","","","","","","","","","","2) AM830 PRODUCTION ENGINEERING","","","3d6dbf081a781210bd1fa53e00210801a0855e50-1-b7baacd28336c2f39321f7fcbde310ba8458f3ab","3d6dbf081a781210bd1fa53e00210801a0855e50","root.record.ItemExhibitList.P40AItemGroup","3d6dbf081a781210bd1fa53e00210801a0855e50-0-d11e602f40c9224734d2b5c0ce207fd1fbef6458"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3e18911854bcaa71ba6e50d44f21fe0374b8569b-0-b42b9a3a5db6a07e8f478e3b120fe7368e69a4be","116.703","3.593","2.296","2.805","","2.805","","","","","","","","","","CTG CAL .50 API M8, SINGLE ROUND","","","3e18911854bcaa71ba6e50d44f21fe0374b8569b-0-c609e37237465d536293eb1e0947d82e13a89c99","3e18911854bcaa71ba6e50d44f21fe0374b8569b","root.record.ItemExhibitList.P40AItemGroup","3e18911854bcaa71ba6e50d44f21fe0374b8569b-0-f80253b2fa373627b8a25d321fdfb36a4800216f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3e7883dc9b3da908794ae48bad7a9a1986c8c3f1-0-0546beed2b404dab4e8700c12e36adb56235b8ae","18.588","7.631","6.382","17.44","","17.44","","","","","","","","","","1) P1221 Strategic Platform Support Equip","","","3e7883dc9b3da908794ae48bad7a9a1986c8c3f1-0-07123d0025468dfb33fd009feaa29c37aeb0780c","3e7883dc9b3da908794ae48bad7a9a1986c8c3f1","root.record.ItemExhibitList.P40AItemGroup","3e7883dc9b3da908794ae48bad7a9a1986c8c3f1-0-77c75fa1f1e89fbb2a76d8661a26e9390a9e4250"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3f2e3b404bcc688ebe674ca65123acdc9f2c0797-0-e88fc88e7e7f5941ca99b4a9090794aaa7c022ad","0","","2.247","2.287","","2.287","","","","","","","","","","1) TD002: SUBMARINE TRAINING DEVICE MODS","","","3f2e3b404bcc688ebe674ca65123acdc9f2c0797-0-16d7bfe24bdd742628a3feb367e171793dc22440","3f2e3b404bcc688ebe674ca65123acdc9f2c0797","root.record.ItemExhibitList.P40AItemGroup","3f2e3b404bcc688ebe674ca65123acdc9f2c0797-0-ad8e6417c27fa09b8930738f7efe8d5e5284e12d"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3f2e3b404bcc688ebe674ca65123acdc9f2c0797-1-d4e3b77a6becff6aaee8e779d6a41ff9e839f10e","0","","4.172","3.185","","3.185","","","","","","","","","","2) TD006: SUB COAET","","","3f2e3b404bcc688ebe674ca65123acdc9f2c0797-1-7b1bd81e55e1fe4c273feef702efa1aebda7cda3","3f2e3b404bcc688ebe674ca65123acdc9f2c0797","root.record.ItemExhibitList.P40AItemGroup","3f2e3b404bcc688ebe674ca65123acdc9f2c0797-0-ad8e6417c27fa09b8930738f7efe8d5e5284e12d"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3f2e3b404bcc688ebe674ca65123acdc9f2c0797-2-b78cbffcf3ed3e573f772bd7c185aed5a5f7f6bd","0.001","","5.914","10.503","","10.503","","","","","","","","","","3) TD009: SMMTT PH3","The $4M amount in FY16 is for the 1st SSBN EDM.  In FY17, the $7.995M cost is for a complete new SSBN trainer, not only an enhancement. The increase in costs in FY18, and FY19 is due to additional Trainer Enhancement requirements directed by the TYCOM. The requirements include, but are not limited to Low Cost Conformal Array (LCCA) updates, All World Environmental Simulator (AWESIM) tech refresh, and Periscope Simulators (PSIM). Also included are the Uninterrupted Power Supply American Power Conversion(UPS/APC) procurements, system procurements of Touchscreens displays across various sites, and updates to the Torpedo Relevancy Model(TRM).  Beginning in FY12, the TD009 cost code VA CLASS SMMTT kit procurements are merged with the SMMTT kit upgrades resulting in an increase in unit cost.","","3f2e3b404bcc688ebe674ca65123acdc9f2c0797-2-c7b61ed4da6c72f8fc72510c5337470d9d707b04","3f2e3b404bcc688ebe674ca65123acdc9f2c0797","root.record.ItemExhibitList.P40AItemGroup","3f2e3b404bcc688ebe674ca65123acdc9f2c0797-0-ad8e6417c27fa09b8930738f7efe8d5e5284e12d"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-0-6e9d82f1fb9ce833749fc5982eb9e7584f0a9d5a","7.151","7.826","5.403","1.949","","1.949","2.272","2.319","6.597","7.394","","","true","","","1.  Dry Deck Shelter (DDS)","","","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-0-ed1225cfb88832bef9577ceda0f902a9ec831d83","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3","root.record.ItemExhibitList.P40AItemGroup","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-0-5d0d893b8176d7627230109662333303e0e724ac"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-1-0076d3c0f28ebcc0fd76c0032d54169272bd509c","","7.613","20.056","30.572","","30.572","38.484","38.956","0","0","","135.682","","","","2.  Shallow Water Combat Submersible (SWCS)","","","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-1-33136b4aafc9e9a3f087016b3842f15a4cd928cd","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3","root.record.ItemExhibitList.P40AItemGroup","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-0-5d0d893b8176d7627230109662333303e0e724ac"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-2-c60225a6285703b923cd3ad8264d5f1c5b1d4bd8","","","","","","","","47.856","48.548","","","96.404","","","","3.  Dry Combat Submersibles (DCS)","","","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-2-06733d0dfbbdcb725f89869241d9190f8ee9277f","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3","root.record.ItemExhibitList.P40AItemGroup","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-0-5d0d893b8176d7627230109662333303e0e724ac"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-3-de9f2dc0b2daf7b1ecb492347196cd36434c680c","4.929","","","","","","","","","","","4.929","","","","4.  Prior Years","","","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-3-ebd29355cef7f9e23f1a1b774a1df7dfff8fd22b","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3","root.record.ItemExhibitList.P40AItemGroup","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-0-5d0d893b8176d7627230109662333303e0e724ac"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-ed37c24d1f59bf0c5e01474ac37e223d85d99850","85.224","","16.519","27.643","","27.643","","","","","","","","","","1) A059 CTG, 5.56MM BALL","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-22fa8252998b3ed4958d0c85e77f360a9cfe2c27","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-1-e62215e36dc686688b23e470658e1c5c90d821eb","32.608","","0.997","","","","","","","","","","","","","2) A064 CTG, 5.56MM 4 & 1 LINKED","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-1-6fa07eba1eb94d16060e5db8e6fbc8822dcb52c4","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-2-01a898fa406b686b1e49020c798c7810b5bbc3ed","4.475","","0.997","","","","","","","","","","","","","3) A075 CTG, 5.56MM BLANK LINKED","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-2-008ed422d5ab4fe22f8d1d5eb8d3aa83bf8d9f3d","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-3-a0f7222985e5fb6e598db76f5e271fc700685baf","5.879","2.812","0.997","","","","","","","","","","","","","4) A080 CTG, 5.56MM BLANK","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-3-029129ff148373063be681e5327e5da370acea1c","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-4-1d871f0d9ac2fc9edb29be624f3c178d85ab215d","0","0.099","","","","","","","","","","","","","","5) A112 CTG, 7.62MM BLANK M82","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-4-c91a24b43658cab25cbf355a7346d53665333c13","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-5-3dad5330a2bc62a8fe1a99ada4fc9841936f2727","29.208","2.922","0.997","","","","","","","","","","","","","6) A131 CTG, 7.62MM 4 & 1 LINKED","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-5-c22b32cd54b33942259cc6d455be4ebaa2c5b1b8","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-6-63a2f419a31d784c9fa7fc696e69356452e6e6da","16.363","","","1","","1","","","","","","","","","","7) A143 CTG, 7.62MM BALL LINKED","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-6-b4b324001bdae60d482fe9e980c002960fcb5f6c","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-7-c18ed65722042c3b2dc3953f59d0242d8d9064a2","0","0.099","","","","","","","","","","","","","","8) A159 CTG 7.62MM DUMMY","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-7-8e8cb307c72fd009e57448c926a6e9d4c366b9d2","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-8-7870ed4450c74c80506fe4a1b9b2bdf58a78343f","9.626","2.716","","0.288","","0.288","","","","","","","","","","9) A363 CTG, 9MM BALL","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-8-d8bdc1e025ae339d804178a1a6ba3b804a193cb0","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-9-b7e09b20590a1b746a903ed5383cba60a1e7e101","0","0.235","","0.128","","0.128","","","","","","","","","","10) A483 CTG CAL .45 MATCH GRADE","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-9-7a38a4959b81ccac38255214ca6d272e3ecedbb0","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-10-b9ce3864758f39a75e38a874dedd64a4790b3255","0","2.356","0.576","2.849","","2.849","","","","","","","","","","11) A552 CTG CAL .50 GRADE AC BALL","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-10-861d86b74a274ba43ba3d2ae1c41569bc4941ee8","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-11-8208499df9169bff19c2460f953e1cce60ed9d73","62.217","12.628","14.27","4.907","","4.907","","","","","","","","","","12) A576 CTG, CAL .50 4 & 1 LINKED","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-11-b31a5e511c2b2dc631b5d4be3a08e4fb89a05e71","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-12-66cec6b6fc24f41eb84c1139e502c1d38da64e16","0","","","0.255","","0.255","","","","","","","","","","14) AA67 CTG 5.56MM MOLY COATED (77GR)","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-12-759ae980e593c5df532ff3b7a1816f24df1f154c","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-13-c6a72214939916b7afe543ee90124ca698e5cf52","0","","0.341","1.341","","1.341","","","","","","","","","","15) AA91 CTG 5.56MM MK289-0 FX MKG BLUE","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-13-33e5edd901372592e4ee91fe7ef9b7e30abf0a75","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-14-fd9cf970e490d25b813909e747404fe615fe0e18","0","","0.853","1.856","","1.856","","","","","","","","","","16) AA92 CTG, 5.56MM FX RED MKG LKD","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-14-20f8aad2a44cfd6c46af957437eb7381dfe39c1a","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-15-97044f9a757d12a35ca58bbf7dfb3fcb8efaa7e6","0","","2.795","3.806","","3.806","","","","","","","","","","17) AB05 CTG, 5.56MM BLUE MKG SNGL RD","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-15-bae1bfead1e16657c496a4600e4c84f8d00867a2","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-16-9a2cf688b8e99482b8ffa6179eec17ba31d7a93d","0","","1.692","2.698","","2.698","","","","","","","","","","18) AB06 CTG, 5.56MM FX RED MKG SGL RD","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-16-0627388ad8b35307c10a0b9f8a5c65a119a97084","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-17-14ac677418b895d6edc50bfa7a338bd487a5b1e1","4","3.305","","","","","","","","","","","","","","19) AXX1 CTG, CALIBER .50 REDUCED RANGE 4 BALL/1","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-17-737edc63e6df585c0e660dcad272e475f5bb95b3","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root.record.ItemExhibitList.P40AItemGroup","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f"
