"Name_@footnote","Name_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_Continuing_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_Total_val","Cost_Quantity_BudgetYearOneOCO_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_UnitCost_AllPriorYears_val","Cost_UnitCost_PriorYear_val","Cost_UnitCost_CurrentYear_val","Cost_UnitCost_BudgetYearOneBase_val","Cost_UnitCost_BudgetYearOne_val","Cost_UnitCost_Total_val","Cost_UnitCost_BudgetYearOneOCO_val","Cost_UnitCost_BudgetYearTwo_val","Cost_UnitCost_BudgetYearThree_val","Cost_UnitCost_BudgetYearFour_val","Cost_UnitCost_BudgetYearFive_val","Cost_PriorYear_UnitCost_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_BudgetYearOneOCO_UnitCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOne_UnitCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_Continuing_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_UnitCost_val","Cost_AllPriorYears_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_UnitCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_UnitCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_ToComplete_UnitCost_val","Cost_ToComplete_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_Total_Quantity_val","Cost_Total_TotalCost_val","Cost_Total_UnitCost_val","Cost_BudgetYearTwo_UnitCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearThree_UnitCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_UnitCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFive_UnitCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearFive_TotalCost_val","AllPriorYearsDeliveries_val","ManufacturerList_Manufacturer","IdCode_val","SubCostElementList_SubCostElement","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"","(AcqBiz) Hardware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","238","1","0.238","","","","","","0.000","","3.291","","","0.168","168","1","0.000","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-571239ea242e1e673bae4fee7eb23020af5fa084-6-bf46f4f73bdbc0bdfe5a6c349b49f45290070452","","","571239ea242e1e673bae4fee7eb23020af5fa084-6-b94901679b5afa8704688fbf990694b7eb6fd8d8","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","571239ea242e1e673bae4fee7eb23020af5fa084-0-901d30c4a822a7638ba023a08592a7c1e197cf66"
"","(KT) Hardware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9395","1","9.395","","","","","","0.000","","41.18","","","0.000","","","0.000","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-571239ea242e1e673bae4fee7eb23020af5fa084-7-73c5f606268b8449fbb0e8d5a2913cb32e43ba81","","","571239ea242e1e673bae4fee7eb23020af5fa084-7-2d144b6e2afe9b820ee545c406a9d8a87c9f3211","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","571239ea242e1e673bae4fee7eb23020af5fa084-0-901d30c4a822a7638ba023a08592a7c1e197cf66"
"","(DRSN) Hardware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2249","1","2.249","","","","","","0.000","","3.537","","","0.000","","","0.000","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-571239ea242e1e673bae4fee7eb23020af5fa084-8-62a9a4fddf6dd05bc3d18151fb1ff1779f3630a2","","","571239ea242e1e673bae4fee7eb23020af5fa084-8-718ef9c0741ecb2c88211807eee51659ff372c23","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","571239ea242e1e673bae4fee7eb23020af5fa084-0-901d30c4a822a7638ba023a08592a7c1e197cf66"
"","(JIE-Europe) Hardware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","","5517","1","5.517","","","","","2.347","2347","1","5.517","5517","1","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-571239ea242e1e673bae4fee7eb23020af5fa084-9-13a9114fa55c27695b057cd4ede4021957d23368","","","571239ea242e1e673bae4fee7eb23020af5fa084-9-bbbd51262a0df0f909671776708af1f8c16cbafd","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","571239ea242e1e673bae4fee7eb23020af5fa084-0-901d30c4a822a7638ba023a08592a7c1e197cf66"
"","(WIPC)  Hardware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","","","","0.000","","","","","3.02","3020","1","0.000","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-571239ea242e1e673bae4fee7eb23020af5fa084-10-eb414ca4feb8e68e3c48d94ebdc8f8bb9ac890ac","","","571239ea242e1e673bae4fee7eb23020af5fa084-10-97b0d5b44f5506040baeb99070b0927247f0ec6d","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","571239ea242e1e673bae4fee7eb23020af5fa084-0-901d30c4a822a7638ba023a08592a7c1e197cf66"
"","(PES-A) Infrastructure NonRecurring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3365","1","3.365","","","","11420","1","11.42","","","","","5.267","5267","1","11.42","11420","1","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-571239ea242e1e673bae4fee7eb23020af5fa084-0-1fcff762eed1236909940d7d49fa9bd0165d0557","","","571239ea242e1e673bae4fee7eb23020af5fa084-0-e792629eb1ae9fb54c898624766363e574954245","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","571239ea242e1e673bae4fee7eb23020af5fa084-0-a4fe5a511a6ee61f5e73308e67e396a8a205dc8a"
"","(USMIRS)  Hardware NonRecurring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3838","1","3.838","","","","4892","1","4.892","","","","","0.000","","","4.892","4892","1","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-571239ea242e1e673bae4fee7eb23020af5fa084-1-80f7b269077c7cdc3ab0328064e4d8825f799ab1","","","571239ea242e1e673bae4fee7eb23020af5fa084-1-0bf580d8bbb37fc7919d0192ab9a5b4804f3ffcf","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","571239ea242e1e673bae4fee7eb23020af5fa084-0-a4fe5a511a6ee61f5e73308e67e396a8a205dc8a"
"","(ACCHR) Hardware NonRecurring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2111","1","2.111","","","","4000","1","4","","","","","2.398","2398","1","4","4000","1","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-571239ea242e1e673bae4fee7eb23020af5fa084-2-9d253e78772d3d9ff4dfe38e759893f331a40c8f","","","571239ea242e1e673bae4fee7eb23020af5fa084-2-c7b54f4f0f546b181cf391718037656ba11c0e3f","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","571239ea242e1e673bae4fee7eb23020af5fa084-0-a4fe5a511a6ee61f5e73308e67e396a8a205dc8a"
"","Aircrew Training Devices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","","","","","","","","0.000","0.000","0","","","","","","","","","0.000","0","0.03","0.000","","","","","","","","","","","","","","","B","","63a09f2d24509e3e49dc113e41bc696fedd4b156-0-4dc7067ddd45f1b000794ab2e873966ff096df88","63a09f2d24509e3e49dc113e41bc696fedd4b156","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","63a09f2d24509e3e49dc113e41bc696fedd4b156-0-af8f4bf7212252a5c1b10cc0d420313fc0be8640"
"","Mission control Station Backup - HEO (MCSB-H)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","","","","0.000","","94.77","94.77","1","0.000","","","0.000","","","0.000","0","0.000","1","94.77","94.77","","","0.000","","","0.000","","","0.000","","","0.000","","","A","","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f-0-70d306812df818840aa7f929758b9220c4a6cbf0","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f-0-f2d144d3daaef7f0a17261f592d98babe51be2f5"
"","SBIRS Ground Systems Modifications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","","","","0.000","","78.311","78.311","1","0.000","","","0.000","","","0.000","0","0.000","1","78.311","78.311","","","0.000","","","0.000","","","0.000","","","0.000","","","A","","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f-1-7b9bb143984c505f7c50943b91a5ee9be183af3f","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f-0-f2d144d3daaef7f0a17261f592d98babe51be2f5"
"","2.2 S2E2 Software Integration Facility (SIF)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","","","","0.000","","5.2","5.2","1","0.000","","","0.000","","","0.000","0","0.000","1","5.2","5.2","","","","","","","","","","","","","","","A","","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f-0-40e3585dca233b7d40e0db22233a9717e2049320","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f-0-ac539399dda8010f8ea750fee49a061e9c33ccd5"
"","2.3 S2E2 System Test Environment (STE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","1","8","","","","","","0.000","","0.000","0.000","0","0.000","","","0.000","","","0.000","0","0.000","1","8","8","","","","","","","","","","","","","","","A","","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f-1-bb405644b14ad998738e35692f1983a163e618ea","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f-0-ac539399dda8010f8ea750fee49a061e9c33ccd5"
"","2.4 S2E2 Maintenance Ops Support Suite (MOSS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","","","","0.000","","0.000","0.000","0","9.1","9.1","1","0.000","","","0.000","0","0.000","2","11.2","5.6","2.1","1","2.1","","","","","","","","","","","","A","","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f-2-d06062da72fa169be4dc51b4dfea33a0d7a76537","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f-0-ac539399dda8010f8ea750fee49a061e9c33ccd5"
"","3.2 SBIRS UHF Radio Upgrade Prototype HW Installation & Test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","","","","0.000","","1.615","1.615","1","0.000","","","0.000","","","0.000","0","0.000","1","1.615","1.615","","","","","","","","","","","","","","","A","","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f-0-d3438b06f91aab931a590e27451c2a7bb112ecb2","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","7f8d22ba4c1b17c064e47f19f0e52c9d3c13551f-0-6b24ab8c67fe65e01a6c3c0f6cbb6adbf1637cfd"
"Site locations will be activated for the transportable Geo-location systems.  Quantity and unit costs will vary depending on site configuration.; Site activation includes the engineering, integration and deployment of RAIDRS deployable systems.  It is not a hardware entry.; Quantity/unit cost data represents the number of complete systems to be fielded, and the average total cost per system.  Due to site unique requirements, there may be large cost variances among fiscal years.","a. RAIDRS SITE PREPARATION AND ACTIVATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.625","1","3.625","","","","","","0.000","","98.265","24.566","4","","","","0.000","","","","","","","","","","","","","","","","","","","","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-81da7667099b797fa69445b6785b455c7e0e5a59-0-917561dd9c080a2ad4fd1564a480a37eb0a2e776","A","","81da7667099b797fa69445b6785b455c7e0e5a59-0-24a822df0bae232eabb459f2230668eb41ca45ed","81da7667099b797fa69445b6785b455c7e0e5a59","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","81da7667099b797fa69445b6785b455c7e0e5a59-0-0146d1a054fba3e021afe7737ab4178620ff8c40"
"","b. CCS PRE-PLANNED PRODUCT IMPROVEMENT (P3I)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.72","2","13.44","","","","7.171","1","7.171","","10.393","2.079","5","12.978","6.489","2","7.171","7.171","1","","","","","","","","","","","","","","","","","","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-81da7667099b797fa69445b6785b455c7e0e5a59-0-05abfaff42b8bbc9e1b885bc02751d164812d121","A","","81da7667099b797fa69445b6785b455c7e0e5a59-0-c62b30e2ca8dc86780d0a5174c515059251353e1","81da7667099b797fa69445b6785b455c7e0e5a59","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","81da7667099b797fa69445b6785b455c7e0e5a59-0-afd31b7ba051fa5d64b760ffae6a243097214f4d"
"","GSELN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.374","1","1.374","","","","","","0.000","","4.089","4.089","1","1.363","1.363","1","0.000","","","","","","","","","","","","","","","","","","","","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-81da7667099b797fa69445b6785b455c7e0e5a59-0-7b79e73c70e7874b5efa3b5cf755ad0947248697","A","","81da7667099b797fa69445b6785b455c7e0e5a59-0-414401938906357d0564ea42eddc627a80fde344","81da7667099b797fa69445b6785b455c7e0e5a59","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","81da7667099b797fa69445b6785b455c7e0e5a59-0-796f6b6381d6ce558e2c4dece78ab55f645873fb"
"","Fly-Away Deployable BICES Mobile Units with Video","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.025","8","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-8c96c9456691dbc5d43d0536691a7cd5813f9c21","","","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-6a51bd526311d9e8b2172f8b29c65a54799d2061","a5b329124ef928a9fbb18e7cf74501b552f9eb5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-5c1a6dc7e29dcd6e19fede3483761198f090110f"
"","Modular Extendable Configurable Containers (MECC)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.85","0.85","1","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-a5b329124ef928a9fbb18e7cf74501b552f9eb5c-1-514faa1e494b94ddde8a97e715e004cc4a5b1b0a","","","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-1-77f6d0ec2991768749a3142c27125f811eb0fe22","a5b329124ef928a9fbb18e7cf74501b552f9eb5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-5c1a6dc7e29dcd6e19fede3483761198f090110f"
"","Database Servers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","40","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-a5b329124ef928a9fbb18e7cf74501b552f9eb5c-2-a0ff13f0ce17edadc5e7a9dc0267916c2fa28b43","","","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-2-51245278885ef0f3618afdd8f4af2d69ee27b6d7","a5b329124ef928a9fbb18e7cf74501b552f9eb5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-5c1a6dc7e29dcd6e19fede3483761198f090110f"
"","Collaboration Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.3","1","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-a5b329124ef928a9fbb18e7cf74501b552f9eb5c-3-06072263244cea4748ebb1c5d3a2276bb83e5d10","","","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-3-ff5d22ccc4cc9e72dd84199b1c8ccedf9e36215d","a5b329124ef928a9fbb18e7cf74501b552f9eb5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-5c1a6dc7e29dcd6e19fede3483761198f090110f"
"","Persistent Surveillance Dissemination System (PSDS2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.2","1","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-a5b329124ef928a9fbb18e7cf74501b552f9eb5c-4-9ce1ab98ec38fd47805802cddaccab11c7a0338c","","","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-4-a059a9e89ef5eeefa4ffabaeac6f274c4625906d","a5b329124ef928a9fbb18e7cf74501b552f9eb5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-5c1a6dc7e29dcd6e19fede3483761198f090110f"
"","Global Broadcast System","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.3","1","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-a5b329124ef928a9fbb18e7cf74501b552f9eb5c-5-b70865965222a27b61c114d23af39aba10700b0d","","","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-5-4da716033e6b314f84104e9f50e82e0ccf472b04","a5b329124ef928a9fbb18e7cf74501b552f9eb5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-5c1a6dc7e29dcd6e19fede3483761198f090110f"
"","Intelligence Support Server Environment ISSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-a5b329124ef928a9fbb18e7cf74501b552f9eb5c-6-cf43247e47ecffa7ea87edeb802e180938e39110","","","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-6-3a1d4d0517b48017778cf0e1d5d92cf5709b9654","a5b329124ef928a9fbb18e7cf74501b552f9eb5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-5c1a6dc7e29dcd6e19fede3483761198f090110f"
"","Cross Domain Enterprise All Source User Repository (CENTAUR)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","3","","","","1.8","1","1.8","","","","","","","","1.8","1.8","1","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-a5b329124ef928a9fbb18e7cf74501b552f9eb5c-7-ba2b4198fd4fd434972032ba56d9fb210a79b8bd","","","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-7-33e4b77fde738ec0dd377670788af85f6ef04bfe","a5b329124ef928a9fbb18e7cf74501b552f9eb5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-5c1a6dc7e29dcd6e19fede3483761198f090110f"
"","One Way Link (OWL)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","2","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-a5b329124ef928a9fbb18e7cf74501b552f9eb5c-8-f3a13cc1f6e7e4a902fbbef1e573cd9a3787300c","","","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-8-6210f8a9ef3727febbf4a6fff25fefdaf8366be4","a5b329124ef928a9fbb18e7cf74501b552f9eb5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-5c1a6dc7e29dcd6e19fede3483761198f090110f"
"","Radiant Mercury Guard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","3","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-a5b329124ef928a9fbb18e7cf74501b552f9eb5c-9-5951aad51d18a6de12b45b2a736f368253549ee9","","","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-9-79e029d7877eccf195a138a4639c45799142a87b","a5b329124ef928a9fbb18e7cf74501b552f9eb5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-5c1a6dc7e29dcd6e19fede3483761198f090110f"
"","Multi-Domain Dissemination System (MDDS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-a5b329124ef928a9fbb18e7cf74501b552f9eb5c-10-c42e4ae30b30be9232d9d087cd6995c3aef83f57","","","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-10-8a15ffae180f6ef740b37f2920ddfb3f17ab8d7a","a5b329124ef928a9fbb18e7cf74501b552f9eb5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-5c1a6dc7e29dcd6e19fede3483761198f090110f"
"","ISPE Infrastructure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","1","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-a5b329124ef928a9fbb18e7cf74501b552f9eb5c-11-8b2c4732cc8bda21d7fd60b397a3b3e4be8cf57b","","","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-11-3c296f8c03f47610e31a63d54239a7dbc06a2624","a5b329124ef928a9fbb18e7cf74501b552f9eb5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-5c1a6dc7e29dcd6e19fede3483761198f090110f"
"","Database Servers for cross domain guards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","15","0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-a5b329124ef928a9fbb18e7cf74501b552f9eb5c-12-b9aacf5f857b52c64a042b29a0454e044aae6c5b","","","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-12-81928e5e52d23606cdb359bf3b8d8d5fd933774a","a5b329124ef928a9fbb18e7cf74501b552f9eb5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","a5b329124ef928a9fbb18e7cf74501b552f9eb5c-0-5c1a6dc7e29dcd6e19fede3483761198f090110f"
"","PARCS Evolutionary Modernization Digital Data Group 2 Phase II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.241","1","4.241","","","","","","","","0.000","0.000","0","","","","","","","0.000","0","0.000","1","4.241","4.241","","","","","","","","","","","","","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-c897bb306510b625ab5659a71bbcc5a3ae6ab323","A","","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-9de82d93a63b7edd84d1bed2f319a4a7cf525d00","b1ee92e162c25302d94da3c5fb1c45a78b78db58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-07aaaa95d10b20e092867d26c053d264d99161f9"
