"Name_@footnote","Name_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_Continuing_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_Total_val","Cost_Quantity_BudgetYearOneOCO_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_UnitCost_AllPriorYears_val","Cost_UnitCost_PriorYear_val","Cost_UnitCost_CurrentYear_val","Cost_UnitCost_BudgetYearOneBase_val","Cost_UnitCost_BudgetYearOne_val","Cost_UnitCost_Total_val","Cost_UnitCost_BudgetYearOneOCO_val","Cost_UnitCost_BudgetYearTwo_val","Cost_UnitCost_BudgetYearThree_val","Cost_UnitCost_BudgetYearFour_val","Cost_UnitCost_BudgetYearFive_val","Cost_PriorYear_UnitCost_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_BudgetYearOneOCO_UnitCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOne_UnitCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_Continuing_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_UnitCost_val","Cost_AllPriorYears_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_UnitCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_UnitCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_ToComplete_UnitCost_val","Cost_ToComplete_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_Total_Quantity_val","Cost_Total_TotalCost_val","Cost_Total_UnitCost_val","Cost_BudgetYearTwo_UnitCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearThree_UnitCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_UnitCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFive_UnitCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearFive_TotalCost_val","AllPriorYearsDeliveries_val","ManufacturerList_Manufacturer","IdCode_val","SubCostElementList_SubCostElement","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"","PARCS Evolutionary Modernization Digital Data Group 2 Radar Controller Group (Phase III)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.000","0","4.463","4.463","1","","","","0.000","0","0.000","5","30.1","6.02","4.697","1","4.697","4.811","1","4.811","7.993","1","7.993","8.136","1","8.136","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-b1ee92e162c25302d94da3c5fb1c45a78b78db58-1-4c9a6ee6a84645a8c9adf43543b7474e113e61a1","A","","b1ee92e162c25302d94da3c5fb1c45a78b78db58-1-38cf26b4e4af6de539eaa12c05c2c1e4630d14d3","b1ee92e162c25302d94da3c5fb1c45a78b78db58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-07aaaa95d10b20e092867d26c053d264d99161f9"
"","PARCS Evolutionary Modernization Digital Data Group 2 Radar Instruction Processor (Phase IV)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.347","1","3.347","","","","","","","","3.347","3.347","1","0.000","0","0.000","1","3.347","3.347","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-b1ee92e162c25302d94da3c5fb1c45a78b78db58-2-34555d15c8516567a0eb19a1588fdb3d9fc3b131","A","","b1ee92e162c25302d94da3c5fb1c45a78b78db58-2-e55d65cc608e521f8bee5fd94eedd30146ef3220","b1ee92e162c25302d94da3c5fb1c45a78b78db58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-07aaaa95d10b20e092867d26c053d264d99161f9"
"","PARCS Evolutionary Modernization PMDP Tech Refresh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.201","1","1.201","","0.000","0.000","0","","","","1.201","1.201","1","0.000","0","0.000","1","1.201","1.201","","","","","","","","","","","","","","","A","","b1ee92e162c25302d94da3c5fb1c45a78b78db58-3-854e2bba3b99182aa1287c49f5eb49696f37db27","b1ee92e162c25302d94da3c5fb1c45a78b78db58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-07aaaa95d10b20e092867d26c053d264d99161f9"
"","CAPE COD UPGRADED EARLY WARNING RADAR (UEWR) {PE 0305912F}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.554","1","9.554","","","","","","","","0.000","0.000","0","23.298","23.298","1","","","","0.000","0","0.000","2","32.852","16.426","","","","","","","","","","","","","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-b1ee92e162c25302d94da3c5fb1c45a78b78db58-4-89782ae4a724b295680ca4806d2cfb4d4d41b50a","A","","b1ee92e162c25302d94da3c5fb1c45a78b78db58-4-c381bfc4ef8690e9c7d5a9d286bff0bef8584553","b1ee92e162c25302d94da3c5fb1c45a78b78db58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-07aaaa95d10b20e092867d26c053d264d99161f9"
"","Joint Space Operations Center (JSpOC) Mission System {PE 0305614F}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.929","","","","1.013","1","1.013","","0.000","0.000","0","1.066","1.066","1","1.013","1.013","1","0.000","0","0.000","2","9.535","4.768","","","3.803","","","1.144","","","0.783","","","0.797","","","A","","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-ba17bfd4c7259e2c74e0197cae8230c13aa7a1e2","b1ee92e162c25302d94da3c5fb1c45a78b78db58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-9595f123d27f5e7ba099cd79b8bcbe6ea8f13a96"
"","Net-Centric Sensors and Data Sources (N-CSDS) {PE 0305940F}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","","4.72","1","4.72","","0.000","0.000","0","4.482","4.482","1","4.72","4.72","1","0.000","0","0.000","4","18.417","4.604","4.618","1","4.618","4.597","1","4.597","","","","","","","","","A","","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-de00801ea84abf73e2d576375085649a4ee4f62f","b1ee92e162c25302d94da3c5fb1c45a78b78db58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-a78d05adc492b4669c7d6c5fca0be3ccc59de462"
"","Space Fence Interim Contractor Support {PE 0604425F}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","","","","0.000","","0.000","0.000","0","0.000","","","0.000","","","","","0.000","0","49.1","0.000","","","0.000","","","0.000","","","0.000","","","49.1","","","A","","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-32714d762c127ac7faa7cd0b6a604fc537c3e950","b1ee92e162c25302d94da3c5fb1c45a78b78db58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-f97c8c50883cba46f69197dff36c479bd5f328e4"
"","STEP (OCO) - DISN-TE (Component Hardware)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.137","24","3.288","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-b3e70f9cf193e9c7be7b5c0670756357086cfe54-0-de81fb17947617b4d8518822046b2c9532420d1d","","","b3e70f9cf193e9c7be7b5c0670756357086cfe54-0-f89896d9e95c1f55d6a8737b1a71636ee7d69266","b3e70f9cf193e9c7be7b5c0670756357086cfe54","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","b3e70f9cf193e9c7be7b5c0670756357086cfe54-0-fd187e0908eb9d7ab073c242e78e868469830e64"
"","STEP (OCO) - Hardware (Multiplexers, Encryption)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.019","1","0.019","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-b3e70f9cf193e9c7be7b5c0670756357086cfe54-1-cd7ee62aa265168c950195573ef4545b31d1d7ca","","","b3e70f9cf193e9c7be7b5c0670756357086cfe54-1-7e349ecc270c9ab5f829fbfa0d898ed14d9be516","b3e70f9cf193e9c7be7b5c0670756357086cfe54","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","b3e70f9cf193e9c7be7b5c0670756357086cfe54-0-fd187e0908eb9d7ab073c242e78e868469830e64"
"","1.1.1) FUZE ECP BACKFIT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","baa6c33785ed8f58425121b82825fe1e3d31ebd1-0-91c818056dd7f8c6d779d77693a0f718202c638a","baa6c33785ed8f58425121b82825fe1e3d31ebd1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","baa6c33785ed8f58425121b82825fe1e3d31ebd1-0-1ed91253b93711df81aff8ac1251f84ea2a0143c"
"","1.1.2) COMPOSITE RADOME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.871","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","baa6c33785ed8f58425121b82825fe1e3d31ebd1-1-e3f4ba2b906b3bf099d989ae41e09c06029f2fb5","baa6c33785ed8f58425121b82825fe1e3d31ebd1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","baa6c33785ed8f58425121b82825fe1e3d31ebd1-0-1ed91253b93711df81aff8ac1251f84ea2a0143c"
"","1.1.3) MISSILE HARDWARE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","baa6c33785ed8f58425121b82825fe1e3d31ebd1-2-c3f6a2935734cfd0c38fc992582c0c7e57f905a2","baa6c33785ed8f58425121b82825fe1e3d31ebd1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","baa6c33785ed8f58425121b82825fe1e3d31ebd1-0-1ed91253b93711df81aff8ac1251f84ea2a0143c"
"","1.1.4) RADOM LIFE OF TYPE BUY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","baa6c33785ed8f58425121b82825fe1e3d31ebd1-3-21b4c655ce3968e3e06498ff65108109852b274d","baa6c33785ed8f58425121b82825fe1e3d31ebd1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","baa6c33785ed8f58425121b82825fe1e3d31ebd1-0-1ed91253b93711df81aff8ac1251f84ea2a0143c"
"","1.1.5) ROCKET MOTORS (SEASPARROW)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","baa6c33785ed8f58425121b82825fe1e3d31ebd1-4-5b6276739b3d869ad94c21c9eac408a9d3849a8d","baa6c33785ed8f58425121b82825fe1e3d31ebd1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","baa6c33785ed8f58425121b82825fe1e3d31ebd1-0-1ed91253b93711df81aff8ac1251f84ea2a0143c"
"","Production Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.759","","","","","","","","","","","2.087","","","","","","","","0.000","","28.846","","","","","","","","","","","","","","","","A","","cbdcc8dd419559e1049a9591d965e2955f2f55da-0-6979744740317a101a05aac781b675948971f3c0","cbdcc8dd419559e1049a9591d965e2955f2f55da","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","cbdcc8dd419559e1049a9591d965e2955f2f55da-0-5127104fa41716084eeb1a8fb9c12f052de95bf8"
"","Initial Spares/Deployment Support Kits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","663.836","","","","","","","","","","","0.000","","663.836","","","","","","","","","","","","","","","","B","","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-07a2132ca0566d3181ee4078d6ae8bbbfa5024b5","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-3089a4b7db289b0f4e13388dface4401cf326f05"
"","Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.397","","","","","","8.619","","109.151","","","12.49","","","8.619","","","","","32.87","","243.2","","","","13.569","","","13.961","","","14.364","","","14.779","","","B","","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-822d1913fa20de6373388a106d96ef08e3af9054","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-3089a4b7db289b0f4e13388dface4401cf326f05"
"","Training Device/Simulator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.887","25","47.173","","","","3.974","6","23.846","","4.792","","","63.88","2.777","23","23.846","3.974","6","3.684","22","81.047","108","341.251","3.16","","","8.607","3.356","6","20.136","3.453","6","20.718","3.553","20","71.052","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-dcd05ae606b4ef5307570de25c4623c649ca2b84-2-1d6781633417588bd3eb3ea78788a07bacbc128f","B","","dcd05ae606b4ef5307570de25c4623c649ca2b84-2-c6fff230efacbf734cda5607f05aa9a7867b755b","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-3089a4b7db289b0f4e13388dface4401cf326f05"
"","GPS Ground Segment (PE 0603423F)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","","","","0.000","","","","","0.000","","","0.000","","","","","0.000","","27.253","","","","0.000","","","1.53","","","11.738","","","13.985","","","A","","f359046f1af545920a672eede17607ddd3b46c0f-0-46ad6dbd3ea2f8709b56c28e9425e8c3f4e44d80","f359046f1af545920a672eede17607ddd3b46c0f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","f359046f1af545920a672eede17607ddd3b46c0f-0-03c1a90898b3731178ad0fe20b0262b5364c5063"
"","ECP Tooling JSAM Apache Block III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.527","","","","","","0.000","","2.76","","","2.3","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","fcc8cff24c3637145128194029fac6884712864a-0-063fee186dafa66f453f1315225ca332cb6978ef","fcc8cff24c3637145128194029fac6884712864a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","fcc8cff24c3637145128194029fac6884712864a-0-1d478ff1def6fc1363ef6225a80f51bdf5bbf265"
"","Tooling JSAM RW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","","","","0.656","","0.000","","","0.698","","","0.656","","","","","","","","","","","","","","","","","","","","","","","","","fcc8cff24c3637145128194029fac6884712864a-1-2c2f61056e2029a4f1e5adcf01dc51267a0591df","fcc8cff24c3637145128194029fac6884712864a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","fcc8cff24c3637145128194029fac6884712864a-0-1d478ff1def6fc1363ef6225a80f51bdf5bbf265"
"","Initial Spares/Components JSAM RW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","","","","0.439","","0.000","","","0.495","","","0.439","","","","","","","","","","","","","","","","","","","","","","","","","fcc8cff24c3637145128194029fac6884712864a-2-0c03fd703d8880ee6fd54ef08b1865783dedec20","fcc8cff24c3637145128194029fac6884712864a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","fcc8cff24c3637145128194029fac6884712864a-0-1d478ff1def6fc1363ef6225a80f51bdf5bbf265"
"","Long Lead Materials","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.076","","","","","","","","","","","0.000","","4.076","","","","","","","","","","","","","","","","","","ff1479ada54c28631c78e9fc8c5655283dbe47bb-0-40377f1cb34750bcfc960a7785f18f1ae2b37b93","ff1479ada54c28631c78e9fc8c5655283dbe47bb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","ff1479ada54c28631c78e9fc8c5655283dbe47bb-0-ae8810efd094cd1e6d0d4597d7fae2e6155983b8"
"","Contract close out","6","0.000","0.000","0.000","0.000","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01dd082524974a202336a468bc68b49c9b0edfe1-0-aa0a81df1d55464e687567748dcce15d33a846a4","01dd082524974a202336a468bc68b49c9b0edfe1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","01dd082524974a202336a468bc68b49c9b0edfe1-0-2282a86847bdef1d43b788fbe59f81af47e94428"
"","Fly-Away Deployable BICES Mobile Units with Video","","","","","0.2","","","","","","","","","8","","","","","","","","","","","0.025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-02be5f9b11a601106def244e7c6fa9a5236c60ed-0-cc18873382925726c584df05268762e286d855ba","","","02be5f9b11a601106def244e7c6fa9a5236c60ed-0-61737e962bde7fb409b643a5f657e1b6409420a6","02be5f9b11a601106def244e7c6fa9a5236c60ed","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","02be5f9b11a601106def244e7c6fa9a5236c60ed-0-c12dc2cf6a056ca8b763b2b87d1c6914aff74fd5"
"","Modular Extendable Configurable Containers (MECC)","","","","0.85","","","","","","","","","","","1","","","","","","","","","","","0.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-02be5f9b11a601106def244e7c6fa9a5236c60ed-1-928cf28db477a3c9c3a84008d652c5209781f274","","","02be5f9b11a601106def244e7c6fa9a5236c60ed-1-5dded0c1ecb15c67202de06ba4ac50a40fc968fd","02be5f9b11a601106def244e7c6fa9a5236c60ed","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","02be5f9b11a601106def244e7c6fa9a5236c60ed-0-c12dc2cf6a056ca8b763b2b87d1c6914aff74fd5"
"","Database Servers","","","","","4","","","","","","","","","40","","","","","","","","","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-02be5f9b11a601106def244e7c6fa9a5236c60ed-2-85cce199812b36168ec46ffb67e446a34970ea80","","","02be5f9b11a601106def244e7c6fa9a5236c60ed-2-220298520c2836789585e1009b90ff8be91a83ac","02be5f9b11a601106def244e7c6fa9a5236c60ed","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","02be5f9b11a601106def244e7c6fa9a5236c60ed-0-c12dc2cf6a056ca8b763b2b87d1c6914aff74fd5"
"","Collaboration Software","","","","","0.3","","","","","","","","","1","","","","","","","","","","","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-02be5f9b11a601106def244e7c6fa9a5236c60ed-3-05c97b6f91512893fde4d18fd1882ecbedb8cebe","","","02be5f9b11a601106def244e7c6fa9a5236c60ed-3-c10ee7e0a245c1babb132233bf7a54f2c2a9f256","02be5f9b11a601106def244e7c6fa9a5236c60ed","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","02be5f9b11a601106def244e7c6fa9a5236c60ed-0-c12dc2cf6a056ca8b763b2b87d1c6914aff74fd5"
"","Persistent Surveillance Dissemination System (PSDS2)","","","","","1.2","","","","","","","","","1","","","","","","","","","","","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-02be5f9b11a601106def244e7c6fa9a5236c60ed-4-acace6bfdb2c8e78e33155a5290f9907aec95042","","","02be5f9b11a601106def244e7c6fa9a5236c60ed-4-c90a8d6d5c0454199f7bba3cf3ed33734669d0f7","02be5f9b11a601106def244e7c6fa9a5236c60ed","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","02be5f9b11a601106def244e7c6fa9a5236c60ed-0-c12dc2cf6a056ca8b763b2b87d1c6914aff74fd5"
"","Global Broadcast System","","","","","0.3","","","","","","","","","1","","","","","","","","","","","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-02be5f9b11a601106def244e7c6fa9a5236c60ed-5-7d3968eaecfeb36e6ba11b0c6705f8aa683e59d3","","","02be5f9b11a601106def244e7c6fa9a5236c60ed-5-8c919d84a8de80fb765f95dbcebd7af99fc55035","02be5f9b11a601106def244e7c6fa9a5236c60ed","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","02be5f9b11a601106def244e7c6fa9a5236c60ed-0-c12dc2cf6a056ca8b763b2b87d1c6914aff74fd5"
"","Intelligence Support Server Environment ISSE","","","","","1.5","","","","","","","","","1","","","","","","","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-02be5f9b11a601106def244e7c6fa9a5236c60ed-6-62de314b55eff15eb2e92fbeaae7efdfbe2d57c5","","","02be5f9b11a601106def244e7c6fa9a5236c60ed-6-9333fb8e3129996cea6c155f0b2bca31e9049873","02be5f9b11a601106def244e7c6fa9a5236c60ed","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","02be5f9b11a601106def244e7c6fa9a5236c60ed-0-c12dc2cf6a056ca8b763b2b87d1c6914aff74fd5"
