"Name_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Army National Guard","285","13.437","56","2.5","21","1.148","","","21","1.148","","","","","","","","08443bfdf24c26560ec77199787477f6dd369450-1-388fb4fce40599dddc1039074772ff7e87d9cae3","08443bfdf24c26560ec77199787477f6dd369450","root.record.ItemExhibitList.P5Item","08443bfdf24c26560ec77199787477f6dd369450-0-d1e9ad9c6c70c830d4170527a75db5558caf325d"
"Army Reserve","80","4.357","","","","","","","","","","","","","","","","08443bfdf24c26560ec77199787477f6dd369450-2-e16fbe5857119f5d1eaa0aa3d9165539f486bcad","08443bfdf24c26560ec77199787477f6dd369450","root.record.ItemExhibitList.P5Item","08443bfdf24c26560ec77199787477f6dd369450-0-d1e9ad9c6c70c830d4170527a75db5558caf325d"
"Army Active","","","","0.434","","","","","","","","","","","","","","08443bfdf24c26560ec77199787477f6dd369450-0-fc92735587a909011e9c504628cb8499b70638e8","08443bfdf24c26560ec77199787477f6dd369450","root.record.ItemExhibitList.P5Item","08443bfdf24c26560ec77199787477f6dd369450-1-068e62defc972cba9ea7d6f17cd88637e0a61f77"
"Army National Guard","800","50.297","34","1.5","36","2.442","","","36","2.442","","","","","","","","08443bfdf24c26560ec77199787477f6dd369450-1-e9a120c21ba7ade9ea91403436fc6a6640c51590","08443bfdf24c26560ec77199787477f6dd369450","root.record.ItemExhibitList.P5Item","08443bfdf24c26560ec77199787477f6dd369450-1-068e62defc972cba9ea7d6f17cd88637e0a61f77"
"Army Reserve","272","15.359","","","","","","","","","","","","","","","","08443bfdf24c26560ec77199787477f6dd369450-2-a8417e52d8533c4fbc42859ea793c4134916ab8e","08443bfdf24c26560ec77199787477f6dd369450","root.record.ItemExhibitList.P5Item","08443bfdf24c26560ec77199787477f6dd369450-1-068e62defc972cba9ea7d6f17cd88637e0a61f77"
"Army Active","","","31","7.155","","","","","","","","","","","","","","08443bfdf24c26560ec77199787477f6dd369450-0-c7c7c1cbed1a1631294207b60874755b15f86d7f","08443bfdf24c26560ec77199787477f6dd369450","root.record.ItemExhibitList.P5Item","08443bfdf24c26560ec77199787477f6dd369450-2-153c6fd60d2f16d23f69caf064024eac2fa58d17"
"Army National Guard","","","34","5.438","","","","","","","","","","","","","","08443bfdf24c26560ec77199787477f6dd369450-1-87e70cc9c7a8e446fbe0e0b2603467435a469ef8","08443bfdf24c26560ec77199787477f6dd369450","root.record.ItemExhibitList.P5Item","08443bfdf24c26560ec77199787477f6dd369450-2-153c6fd60d2f16d23f69caf064024eac2fa58d17"
"Army Reserve","","","11","1.717","","","","","","","","","","","","","","08443bfdf24c26560ec77199787477f6dd369450-2-770b7a87e3078e565e632f8551b286e670329155","08443bfdf24c26560ec77199787477f6dd369450","root.record.ItemExhibitList.P5Item","08443bfdf24c26560ec77199787477f6dd369450-2-153c6fd60d2f16d23f69caf064024eac2fa58d17"
"Army Active","114","28.049","439","127.951","35","9.915","","","35","9.915","","","","","","","","08443bfdf24c26560ec77199787477f6dd369450-0-7039281f091b3a8ea115443c18ad5e8b9ed26f88","08443bfdf24c26560ec77199787477f6dd369450","root.record.ItemExhibitList.P5Item","08443bfdf24c26560ec77199787477f6dd369450-3-5debc338eef01ebffb2892dc383a9dd572d6d769"
"Army National Guard","1120","303.253","430","140.838","510","146.777","","","510","146.777","","","","","","","","08443bfdf24c26560ec77199787477f6dd369450-1-9ae9b06458c215d5d62d9c2c53b4cb8d5679ce50","08443bfdf24c26560ec77199787477f6dd369450","root.record.ItemExhibitList.P5Item","08443bfdf24c26560ec77199787477f6dd369450-3-5debc338eef01ebffb2892dc383a9dd572d6d769"
"Army Reserve","39","8.386","353","86.331","235","63.628","","","235","63.628","","","","","","","","08443bfdf24c26560ec77199787477f6dd369450-2-06bf5929d29008bdb4f802aa437ee75aa4a12077","08443bfdf24c26560ec77199787477f6dd369450","root.record.ItemExhibitList.P5Item","08443bfdf24c26560ec77199787477f6dd369450-3-5debc338eef01ebffb2892dc383a9dd572d6d769"
"Army Active","1","2.142","85","8.088","","0.886","","","","0.886","","","","","","","","096cad097588b1b823c750783ed135e380750b6c-0-b45748cba8c1a2dbaf04543636a0cb7a289896d2","096cad097588b1b823c750783ed135e380750b6c","root.record.ItemExhibitList.P5Item","096cad097588b1b823c750783ed135e380750b6c-0-58d8c24332371736b9d0d045b12a5e978abb7419"
"Army National Guard","","1.17","51","4.394","","2.141","","","","2.141","","","","","","","","096cad097588b1b823c750783ed135e380750b6c-1-b3aa3e8a399fd813d7d43d18bad1b9081cd3b04f","096cad097588b1b823c750783ed135e380750b6c","root.record.ItemExhibitList.P5Item","096cad097588b1b823c750783ed135e380750b6c-0-58d8c24332371736b9d0d045b12a5e978abb7419"
"Army Active","","","","","13","6.015","","","13","6.015","","","","","","","","10fb772d4fe52e017fdb251ba396941aae4746d4-0-14ae763529d45a7dcdaa08dcb3fbf543b1115f7d","10fb772d4fe52e017fdb251ba396941aae4746d4","root.record.ItemExhibitList.P5Item","10fb772d4fe52e017fdb251ba396941aae4746d4-0-1812d1def6be7a21be1b8d4ba1f34a152fe0f466"
"Army National Guard","","","","","57","26.063","","","57","26.063","","","","","","","","10fb772d4fe52e017fdb251ba396941aae4746d4-1-2ee89589241dc3c4cbcfa67fca56a65acdc7302e","10fb772d4fe52e017fdb251ba396941aae4746d4","root.record.ItemExhibitList.P5Item","10fb772d4fe52e017fdb251ba396941aae4746d4-0-1812d1def6be7a21be1b8d4ba1f34a152fe0f466"
"Army Reserve","","","","","39","18.044","","","39","18.044","","","","","","","","10fb772d4fe52e017fdb251ba396941aae4746d4-2-c89976362c6e89c1f9ab79a0bc635c22f6ce84db","10fb772d4fe52e017fdb251ba396941aae4746d4","root.record.ItemExhibitList.P5Item","10fb772d4fe52e017fdb251ba396941aae4746d4-0-1812d1def6be7a21be1b8d4ba1f34a152fe0f466"
"Army Active","","","3","2.119","","","","","","","","","","","","","","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-0-0eeb141e4197ce057bcf8e312e529c666e74bed7","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e","root.record.ItemExhibitList.P5Item","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-0-27ce20846aeef97c88cadd9c4e54ced65d0c134a"
"Army Reserve","20","16","","","","","","","","","","","","","","","","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-1-d5a7c721e9ff52887e8ecca9620fdd910bc9abc6","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e","root.record.ItemExhibitList.P5Item","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-0-27ce20846aeef97c88cadd9c4e54ced65d0c134a"
"Army Active","202","22.859","63","11.744","150","17","","","150","17","","","","","","","","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-0-9bbe3fcddd1f56a9242e7b2e265fa3ca6c100912","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e","root.record.ItemExhibitList.P5Item","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-1-add54a110b521598925ddeb9cf7179396a32bb6b"
"Army National Guard","218","24.346","64","11.744","150","17","","","150","17","","","","","","","","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-1-84a545b26b07173a3c1c928b1b6bae4150d3b1dc","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e","root.record.ItemExhibitList.P5Item","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-1-add54a110b521598925ddeb9cf7179396a32bb6b"
"Army Active","50","5.838","22","3.472","46","5.873","","","46","5.873","","","","","","","","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-0-94fd381ca208cf83cc47f572f4ee7d718ac1cd9b","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e","root.record.ItemExhibitList.P5Item","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-2-3ecd9cbb7f8a0b9c50b460d2616b3038e183176d"
"Army National Guard","28","3.182","48","7.611","149","19.086","","","149","19.086","","","","","","","","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-1-1a5e4b9db9baca4292b2ba78187e8995a627cf02","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e","root.record.ItemExhibitList.P5Item","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-2-3ecd9cbb7f8a0b9c50b460d2616b3038e183176d"
"Army Reserve","28","3.182","11","1.695","13","1.653","","","13","1.653","","","","","","","","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-2-683b200395b37eac5ae93cf6211353b1e8472f09","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e","root.record.ItemExhibitList.P5Item","127b70b4f17cd261a9ba65bfe8ded23fab45ab5e-2-3ecd9cbb7f8a0b9c50b460d2616b3038e183176d"
"Army Active","","26.923","","103.245","","5.11","","","","5.11","","","","","","","","135b0562f98df089fa0b13aed33f57b8a5e527bb-0-429d9f9f8e32d4dcbe564ddfa30615a0e38d36f8","135b0562f98df089fa0b13aed33f57b8a5e527bb","root.record.ItemExhibitList.P5Item","135b0562f98df089fa0b13aed33f57b8a5e527bb-0-c8c34194efb7a11769dfcf9314346e6c90970799"
"Army Active","","","","8","","","","","","","","","","","","","","1451a87264e0cc246671e7e5c20912d4f4664422-0-70fe423fe28ca1378a0b00267df641ec9b6e8eb1","1451a87264e0cc246671e7e5c20912d4f4664422","root.record.ItemExhibitList.P5Item","1451a87264e0cc246671e7e5c20912d4f4664422-0-4567dd5d6305fb1cd0b13a32295ac8fd8a27a22b"
"Army Reserve","280","28.266","1540","28.781","323","61.096","","","323","61.096","","","","","","","","1451a87264e0cc246671e7e5c20912d4f4664422-1-455924ed2024bf75a89ab8fe40c04de88974590a","1451a87264e0cc246671e7e5c20912d4f4664422","root.record.ItemExhibitList.P5Item","1451a87264e0cc246671e7e5c20912d4f4664422-0-4567dd5d6305fb1cd0b13a32295ac8fd8a27a22b"
"Army Active","","0.188","","18.035","74","44.252","","","74","44.252","","","","","","","","14af2d7370321b9766effea6b1bbd9b701b2e7ac-0-00b78c2664abe62aba1553c49ce8ddfa14b44d1b","14af2d7370321b9766effea6b1bbd9b701b2e7ac","root.record.ItemExhibitList.P5Item","14af2d7370321b9766effea6b1bbd9b701b2e7ac-0-e2a8e69cfdf5e9b8afd0ab35ee5bc0da16700b09"
"Army National Guard","413","184.163","","","","","","","","","","","","","","","","14af2d7370321b9766effea6b1bbd9b701b2e7ac-1-b1302c50a62bba08e382d3a9990850036e6ef20f","14af2d7370321b9766effea6b1bbd9b701b2e7ac","root.record.ItemExhibitList.P5Item","14af2d7370321b9766effea6b1bbd9b701b2e7ac-0-e2a8e69cfdf5e9b8afd0ab35ee5bc0da16700b09"
"Army Reserve","151","67.316","","","","","","","","","","","","","","","","14af2d7370321b9766effea6b1bbd9b701b2e7ac-2-e6ca7dcf1227db898c13dff30b857ca1c1f41cb1","14af2d7370321b9766effea6b1bbd9b701b2e7ac","root.record.ItemExhibitList.P5Item","14af2d7370321b9766effea6b1bbd9b701b2e7ac-0-e2a8e69cfdf5e9b8afd0ab35ee5bc0da16700b09"
"Army Active","8761","52.185","1794","10.56","6817","46.65","","","6817","46.65","","","","","","","","14bc043f29a1a0898f0b64ac343734b06b5a58bf-0-e22571c667aed24dcfa3aa7d87909fd2f1349969","14bc043f29a1a0898f0b64ac343734b06b5a58bf","root.record.ItemExhibitList.P5Item","14bc043f29a1a0898f0b64ac343734b06b5a58bf-0-4a285b269c06da107cdc417688eff3498265ec5f"
"Army National Guard","","","5815","29.23","","","","","","","","","","","","","","14bc043f29a1a0898f0b64ac343734b06b5a58bf-1-6328b3225650b6dc832c87251468fb59355387fc","14bc043f29a1a0898f0b64ac343734b06b5a58bf","root.record.ItemExhibitList.P5Item","14bc043f29a1a0898f0b64ac343734b06b5a58bf-0-4a285b269c06da107cdc417688eff3498265ec5f"
"Army Reserve","","","1236","6.34","","","","","","","","","","","","","","14bc043f29a1a0898f0b64ac343734b06b5a58bf-2-a2f6667d7a1a3450a8aae7dab8ac5006ccd097fc","14bc043f29a1a0898f0b64ac343734b06b5a58bf","root.record.ItemExhibitList.P5Item","14bc043f29a1a0898f0b64ac343734b06b5a58bf-0-4a285b269c06da107cdc417688eff3498265ec5f"
"Army Active","33","16.707","55","5.836","63","6.47","","","63","6.47","","","","","","","","14bc043f29a1a0898f0b64ac343734b06b5a58bf-0-7dc0bd9c56ec78f83fc9d94bb6b6562dfe3380a7","14bc043f29a1a0898f0b64ac343734b06b5a58bf","root.record.ItemExhibitList.P5Item","14bc043f29a1a0898f0b64ac343734b06b5a58bf-1-39e4c1d9182cbfc7377fa431bb749cfe2cef5650"
"Army National Guard","","","5","0.624","3","0.38","","","3","0.38","","","","","","","","14bc043f29a1a0898f0b64ac343734b06b5a58bf-1-e82dc8dca4b37d9cd37bcbc229077cf06612a61b","14bc043f29a1a0898f0b64ac343734b06b5a58bf","root.record.ItemExhibitList.P5Item","14bc043f29a1a0898f0b64ac343734b06b5a58bf-1-39e4c1d9182cbfc7377fa431bb749cfe2cef5650"
"Army Reserve","","","1","0.125","21","2.65","","","21","2.65","","","","","","","","14bc043f29a1a0898f0b64ac343734b06b5a58bf-2-cff7555c2cc236318000df42996018852b12cf1b","14bc043f29a1a0898f0b64ac343734b06b5a58bf","root.record.ItemExhibitList.P5Item","14bc043f29a1a0898f0b64ac343734b06b5a58bf-1-39e4c1d9182cbfc7377fa431bb749cfe2cef5650"
"Army Active","","7.352","125","2.626","57","1.827","","","57","1.827","","","","","","","","150c01975379add4d11761f36b0d99775ddba471-0-a4c1de92d6151b2b823f709705c0f1a2b9bfb53f","150c01975379add4d11761f36b0d99775ddba471","root.record.ItemExhibitList.P5Item","150c01975379add4d11761f36b0d99775ddba471-0-222376543fb8b2351a4420169cb5b32daeeff095"
"Army National Guard","","","37","0.776","10","0.339","","","10","0.339","","","","","","","","150c01975379add4d11761f36b0d99775ddba471-1-8dbace728eed0434b988c26e330ff043c25e57bb","150c01975379add4d11761f36b0d99775ddba471","root.record.ItemExhibitList.P5Item","150c01975379add4d11761f36b0d99775ddba471-0-222376543fb8b2351a4420169cb5b32daeeff095"
"Army Reserve","","","14","0.296","3","0.105","","","3","0.105","","","","","","","","150c01975379add4d11761f36b0d99775ddba471-2-4ea2b637dfc7c1aaf45075b08f6c8e1fb864eb9b","150c01975379add4d11761f36b0d99775ddba471","root.record.ItemExhibitList.P5Item","150c01975379add4d11761f36b0d99775ddba471-0-222376543fb8b2351a4420169cb5b32daeeff095"
"Army Active","9","112.8","16","183.9","","","","","","","","","","","","","","16669bca6d0fa10796f8b021c2df4a7eea299776-0-206851d364891bd827f1d584492a8ccdd8f46651","16669bca6d0fa10796f8b021c2df4a7eea299776","root.record.ItemExhibitList.P5Item","16669bca6d0fa10796f8b021c2df4a7eea299776-0-409403ca4527b470a742ccaf4258458b96f28609"
"Army Active","","4.911","1","6.727","2","21.563","","","2","21.563","","","","","","","","182e4ebe379e11f349d44d12901f292d0560b167-0-f18ffe72806de1fb45f07c16a6c376b2f9eafaff","182e4ebe379e11f349d44d12901f292d0560b167","root.record.ItemExhibitList.P5Item","182e4ebe379e11f349d44d12901f292d0560b167-0-5c3d7f9eec85f50a15ff8f72c09eda92b7fe0346"
"Army National Guard","","2.865","","3.341","","8.496","","","","8.496","","","","","","","","182e4ebe379e11f349d44d12901f292d0560b167-1-2873bc059ad5455e56277f1b0e3052753c74ed56","182e4ebe379e11f349d44d12901f292d0560b167","root.record.ItemExhibitList.P5Item","182e4ebe379e11f349d44d12901f292d0560b167-0-5c3d7f9eec85f50a15ff8f72c09eda92b7fe0346"
"Army Reserve","","1.637","","1.909","","4.854","","","","4.854","","","","","","","","182e4ebe379e11f349d44d12901f292d0560b167-2-9dd51b760db31c638480b7bdbb2a1e771c7c11b8","182e4ebe379e11f349d44d12901f292d0560b167","root.record.ItemExhibitList.P5Item","182e4ebe379e11f349d44d12901f292d0560b167-0-5c3d7f9eec85f50a15ff8f72c09eda92b7fe0346"
"Army Active","2558","63.5","5226","103.317","5547","81.68","","","5547","81.68","","","","","","","","18bdc8af15ef4912dca17c007c49d6a3c6f7c354-0-1aa5627ca748275f51dae7d858d318e1d5f34801","18bdc8af15ef4912dca17c007c49d6a3c6f7c354","root.record.ItemExhibitList.P5Item","18bdc8af15ef4912dca17c007c49d6a3c6f7c354-0-8e4cc1a65bd0622e14003f4c0661f913c3bd10ec"
"Army Active","","3.958","","","","","","","","","","","","","","","","19492a487edbaa1824279ebc608bbaea8534e5f2-0-5c75ec8e71e6f1bb33135b0e251dd1933e4a5ee9","19492a487edbaa1824279ebc608bbaea8534e5f2","root.record.ItemExhibitList.P5Item","19492a487edbaa1824279ebc608bbaea8534e5f2-0-71a58d373390f6a644e6746380d2b4b0394a8388"
"Army National Guard","","","","7.98","","","","","","","","","","","","","","19492a487edbaa1824279ebc608bbaea8534e5f2-1-b0b1db87f7e278ff8eb1d7dd7b1f267107e2e826","19492a487edbaa1824279ebc608bbaea8534e5f2","root.record.ItemExhibitList.P5Item","19492a487edbaa1824279ebc608bbaea8534e5f2-0-71a58d373390f6a644e6746380d2b4b0394a8388"
"Army Active","","62.746","","77.381","","45.841","","","","45.841","","","","","","","","1ad67ac708592d2c1a4c12eaf9efaddbe1150b8e-0-8e47f339e29d368cb14f903a0329b5d3fdf97031","1ad67ac708592d2c1a4c12eaf9efaddbe1150b8e","root.record.ItemExhibitList.P5Item","1ad67ac708592d2c1a4c12eaf9efaddbe1150b8e-0-604d2bf5429165a227ab1020165d539b2295ab87"
"Army Active","907","108.966","161","30.501","","4.464","","","","4.464","","","","","","","","1b260ae420b7b52e1cef499d144639419f0f6ccd-0-3795b75c44cab9943449a712353bcc7270fd5b61","1b260ae420b7b52e1cef499d144639419f0f6ccd","root.record.ItemExhibitList.P5Item","1b260ae420b7b52e1cef499d144639419f0f6ccd-0-1c9eecf525645cb192bf5bed18edf24e1ee140e6"
"Army Active","","3.982","","4.021","","4.021","","","","4.021","","","","","","","","1be67b020d227fab7cd836361376216112a3f305-0-cf4158ed2d20273697baea4d1c07b922ebf692bc","1be67b020d227fab7cd836361376216112a3f305","root.record.ItemExhibitList.P5Item","1be67b020d227fab7cd836361376216112a3f305-1-02163cf054fdb13af682c499a77de46924cb8bc6"
"Army Active","","3.887","","2.289","","0.72","","","","0.72","","","","","","","","1be67b020d227fab7cd836361376216112a3f305-0-551f6bfcf4f7891b8f16f177e2eab9e7ee9680a7","1be67b020d227fab7cd836361376216112a3f305","root.record.ItemExhibitList.P5Item","1be67b020d227fab7cd836361376216112a3f305-3-a681c2e0bb8bbe4bb0d85d150c8e86ebf9efc3b4"
"Army Active","","","","","","5.7","","","","5.7","","","","","","","","1d30edc889a85d1d73fa70ca767f910112b4720a-0-2e44c7f7f21d899fc98c6be98be47540bb193380","1d30edc889a85d1d73fa70ca767f910112b4720a","root.record.ItemExhibitList.P5Item","1d30edc889a85d1d73fa70ca767f910112b4720a-0-484b04a2c2862c73780fddcc89838dbd0f9be6e8"
"Army Active","","","","","2","38.007","","","2","38.007","","","","","","","","1dac81af65caaa4cd060718a290b85939a54dde9-0-b610f0a14a6e9c65e2d484ce6af97c7b49bf3781","1dac81af65caaa4cd060718a290b85939a54dde9","root.record.ItemExhibitList.P5Item","1dac81af65caaa4cd060718a290b85939a54dde9-0-619b0a932d3d04ef177c3edf25b3f77ec3d35b52"
"Army Active","","38.535","","1.132","","1.166","","","","1.166","","","","","","","","209c6bc974b6ed2841f215a04ea22d26468c1ffd-0-b884bd7fd72adc4163391ff79131944158e134bb","209c6bc974b6ed2841f215a04ea22d26468c1ffd","root.record.ItemExhibitList.P5Item","209c6bc974b6ed2841f215a04ea22d26468c1ffd-0-81da4de6d7f62c216be09c9ef4971e8a78a7338f"
"Army Active","89","1697.547","74","1222.2","35","611.736","","","35","611.736","","","","","","","","20c318d4e90c36bf24965223fb9341fb0e11e19b-0-20ae4387c05fbbfa6bce18616b631c8b98d15ea8","20c318d4e90c36bf24965223fb9341fb0e11e19b","root.record.ItemExhibitList.P5Item","20c318d4e90c36bf24965223fb9341fb0e11e19b-0-60d3af60e9521eedaa04d2a9fcf3f3e94e9c1725"
"Army National Guard","","","","","30","551.241","","","30","551.241","","","","","","","","20c318d4e90c36bf24965223fb9341fb0e11e19b-1-2a1c3836d565416a177a2e9d52a1064951ef90d7","20c318d4e90c36bf24965223fb9341fb0e11e19b","root.record.ItemExhibitList.P5Item","20c318d4e90c36bf24965223fb9341fb0e11e19b-0-60d3af60e9521eedaa04d2a9fcf3f3e94e9c1725"
"Army Active","","","","7.097","","","","","","","","","","","","","","23417fc885cf1a7cff29eebc4c95caafe367cedf-0-20e375cb0da86c615cf893354d02313e3db9c3f3","23417fc885cf1a7cff29eebc4c95caafe367cedf","root.record.ItemExhibitList.P5Item","23417fc885cf1a7cff29eebc4c95caafe367cedf-0-d3291b44f68db573bda43f29ab82748fbdca729d"
"Army National Guard","","","","","40","6.841","","","40","6.841","","","","","","","","23417fc885cf1a7cff29eebc4c95caafe367cedf-1-fab005dfc4d27b713cd6bec241be5723e461411c","23417fc885cf1a7cff29eebc4c95caafe367cedf","root.record.ItemExhibitList.P5Item","23417fc885cf1a7cff29eebc4c95caafe367cedf-0-d3291b44f68db573bda43f29ab82748fbdca729d"
"Army Reserve","","0.596","","","","","","","","","","","","","","","","23417fc885cf1a7cff29eebc4c95caafe367cedf-2-4ab19d659c9982489459756e4438c9e118f34e6e","23417fc885cf1a7cff29eebc4c95caafe367cedf","root.record.ItemExhibitList.P5Item","23417fc885cf1a7cff29eebc4c95caafe367cedf-0-d3291b44f68db573bda43f29ab82748fbdca729d"
"Army Active","","","","4.968","","","","","","","","","","","","","","24b74554c9ae6582805d689980accf0d9449c8d0-0-aa4c9b48dac44a3141d75a7878b6e7d7f5506b72","24b74554c9ae6582805d689980accf0d9449c8d0","root.record.ItemExhibitList.P5Item","24b74554c9ae6582805d689980accf0d9449c8d0-0-f2633b3a482dd516fd149d782f1887f2306be399"
"Army Active","","30.459","","4.216","","6.414","","","","6.414","","","","","","","","24b74554c9ae6582805d689980accf0d9449c8d0-0-604afa867d80e72783f526438dd2c87d1a2fd6f0","24b74554c9ae6582805d689980accf0d9449c8d0","root.record.ItemExhibitList.P5Item","24b74554c9ae6582805d689980accf0d9449c8d0-1-cb4e37d8a5a2339f46a1ec650ac44fdc8da370a7"
"Army Active","","74.953","","12.85","56","540.401","","","56","540.401","","","","","","","","26412b179d666e52ded33b392308b48aa4d08177-0-4d0b64c97250194e3d263371764b829ba8fa0335","26412b179d666e52ded33b392308b48aa4d08177","root.record.ItemExhibitList.P5Item","26412b179d666e52ded33b392308b48aa4d08177-0-b0fb3abc981edbd42fbe592d8a6e24b975aa73ef"
"Army Active","216","7.06","224","2.038","","0.1","","","","0.1","","","","","","","","27f59bdd222bd6ee89f7d540b4dbc646ca205fe8-0-243c3652680c8a388f18ef5cb7624dc342a0ba94","27f59bdd222bd6ee89f7d540b4dbc646ca205fe8","root.record.ItemExhibitList.P5Item","27f59bdd222bd6ee89f7d540b4dbc646ca205fe8-0-225abebc4a42fe1e63c209cb9b65d602b146e2b6"
"Army Active","100","9.375","140","6.006","","","","","","","","","","","","","","27f59bdd222bd6ee89f7d540b4dbc646ca205fe8-0-ef4a0ab678a0b081855fb28662965a998edaf7f4","27f59bdd222bd6ee89f7d540b4dbc646ca205fe8","root.record.ItemExhibitList.P5Item","27f59bdd222bd6ee89f7d540b4dbc646ca205fe8-1-947da66c5b1813c13e400533d2bdb0fad11d3ca3"
