"Name_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air National Guard","9","7.659","","0.000","","0.000","","","","0.000","","0.000","","0.000","0.000","","0.000","63a09f2d24509e3e49dc113e41bc696fedd4b156-0-dc0d18c67e9138e2b8ced467ff6747fae53692f0","63a09f2d24509e3e49dc113e41bc696fedd4b156","root.record.ItemExhibitList.P5Item","63a09f2d24509e3e49dc113e41bc696fedd4b156-0-a20f9292c4bbb773612735685c1c45dd048ac711"
"Air Force Active","","472.237","","","","","","","","","","","","","","","","63a09f2d24509e3e49dc113e41bc696fedd4b156-1-e1f6778499ace6980b052076fa7a5a0250035e2d","63a09f2d24509e3e49dc113e41bc696fedd4b156","root.record.ItemExhibitList.P5Item","63a09f2d24509e3e49dc113e41bc696fedd4b156-0-a20f9292c4bbb773612735685c1c45dd048ac711"
"Air Force Active","","32.548","","16.374","","18.254","","","","18.254","","","","","","","","64310f6aecd180ff034a8c93fc69291bea301f3f-0-cd5588de75446b704a5516a3a363f1a4f61a311e","64310f6aecd180ff034a8c93fc69291bea301f3f","root.record.ItemExhibitList.P5Item","64310f6aecd180ff034a8c93fc69291bea301f3f-0-04984d8f11dd7b729544ddc22e90417ebc7ca152"
"Air National Guard","","0.979","","0.994","","0.994","","","","0.994","","","","","","","","64310f6aecd180ff034a8c93fc69291bea301f3f-1-749086a578dca250213abb62bd34e2a03998a729","64310f6aecd180ff034a8c93fc69291bea301f3f","root.record.ItemExhibitList.P5Item","64310f6aecd180ff034a8c93fc69291bea301f3f-0-04984d8f11dd7b729544ddc22e90417ebc7ca152"
"Army Active","77","50.674","","","","","","","","","","","","","","","","65059f725a0fa2e3422ec6b2aea102ee7b8ce73f-0-2082701c26055e82893e7fa121f205898ded3bd7","65059f725a0fa2e3422ec6b2aea102ee7b8ce73f","root.record.ItemExhibitList.P5Item","65059f725a0fa2e3422ec6b2aea102ee7b8ce73f-0-feaf04d8775b568d2215e580b0c592cb21a44f0f"
"Army Active","","3.493","","12.956","","5.53","","","","5.53","","","","","","","","65eda60c742eec59852e4be31b85516f334e3b52-0-281ffbc8fb9e1617d59a1d74d3a6d28e3404393d","65eda60c742eec59852e4be31b85516f334e3b52","root.record.ItemExhibitList.P5Item","65eda60c742eec59852e4be31b85516f334e3b52-0-35f6828423d7a01e23705dca5499cc999426471c"
"Army National Guard","","","","0.637","","0.639","","","","0.639","","","","","","","","65eda60c742eec59852e4be31b85516f334e3b52-1-38bd08fec279455f5bc3a6ffe16ff8c559a5bc13","65eda60c742eec59852e4be31b85516f334e3b52","root.record.ItemExhibitList.P5Item","65eda60c742eec59852e4be31b85516f334e3b52-0-35f6828423d7a01e23705dca5499cc999426471c"
"Air Force Active","","22.74","","23.483","","19.292","","","","19.292","","","","","","","","6608c3115dc44ccdc25eb57b8f283585edab7ffe-0-9ec2641d759b15dd43d33bd0b370c65eff0d36c0","6608c3115dc44ccdc25eb57b8f283585edab7ffe","root.record.ItemExhibitList.P5Item","6608c3115dc44ccdc25eb57b8f283585edab7ffe-0-7f6b3ecc8640eec53e9e8755915fb37e20896adc"
"Army Active","391","46.117","340","111.649","309","121.71","","","309","121.71","","","","","","","","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-b412a90dafba3859c0c5947d098698076ea170d2","666dcb5b1ed1dc63e2718d10961692d6e3dccf90","root.record.ItemExhibitList.P5Item","666dcb5b1ed1dc63e2718d10961692d6e3dccf90-0-db0f98b4b2b06d18748560b75fad5d9c0476a9d2"
"Army Active","802","66.827","1403","84.643","988","69.319","","","988","69.319","","","","","","","","68e91dfcd2a8fe75b5d3f6e1788f5d05a61cf679-0-428730abcea364cfaf9dceb70e60847b40e948e8","68e91dfcd2a8fe75b5d3f6e1788f5d05a61cf679","root.record.ItemExhibitList.P5Item","68e91dfcd2a8fe75b5d3f6e1788f5d05a61cf679-0-5d9d5ed372a3778ebe741098f185e7b4390d25e8"
"Army Active","","9.163","","2.412","","1.927","","","","1.927","","","","","","","","6a5211a5325ebb63a0822e3a8f1781238cc57ab7-0-e55c56dc4580bc128395a1472064b512f444440a","6a5211a5325ebb63a0822e3a8f1781238cc57ab7","root.record.ItemExhibitList.P5Item","6a5211a5325ebb63a0822e3a8f1781238cc57ab7-0-61cee4115e7903014bd2f44bd3e5d6684e3b455e"
"Army Active","","5.458","1950","10.5","","","","","","","","","","","","","","6c450bb940ed8215b8004d564f4b6d3cc6253ee5-0-95173423acd869b53621ce016bfd0c2b9d6d840a","6c450bb940ed8215b8004d564f4b6d3cc6253ee5","root.record.ItemExhibitList.P5Item","6c450bb940ed8215b8004d564f4b6d3cc6253ee5-0-e40bc75966ca7179fd35f5c89e5904e168699c7e"
"Army National Guard","","8.555","","","","","","","","","","","","","","","","6c450bb940ed8215b8004d564f4b6d3cc6253ee5-1-d3db11198c7454d75293e17cd6e41c0366b45f48","6c450bb940ed8215b8004d564f4b6d3cc6253ee5","root.record.ItemExhibitList.P5Item","6c450bb940ed8215b8004d564f4b6d3cc6253ee5-0-e40bc75966ca7179fd35f5c89e5904e168699c7e"
"Army Reserve","","0.738","","","","","","","","","","","","","","","","6c450bb940ed8215b8004d564f4b6d3cc6253ee5-2-0907be2b4f8068c743514989792276ccb5941498","6c450bb940ed8215b8004d564f4b6d3cc6253ee5","root.record.ItemExhibitList.P5Item","6c450bb940ed8215b8004d564f4b6d3cc6253ee5-0-e40bc75966ca7179fd35f5c89e5904e168699c7e"
"Army Active","","10.949","112","10.139","","","","","","","","","","","","","","6c450bb940ed8215b8004d564f4b6d3cc6253ee5-0-38314deb6d63ab04d40434beb3d25243c243e024","6c450bb940ed8215b8004d564f4b6d3cc6253ee5","root.record.ItemExhibitList.P5Item","6c450bb940ed8215b8004d564f4b6d3cc6253ee5-1-69efba24d924c0883775b756accc2fdac83aaad9"
"Army National Guard","","6.404","","","","","","","","","","","","","","","","6c450bb940ed8215b8004d564f4b6d3cc6253ee5-1-6227e7049d4cac2a6bd6da1585c90bc2ec63ea48","6c450bb940ed8215b8004d564f4b6d3cc6253ee5","root.record.ItemExhibitList.P5Item","6c450bb940ed8215b8004d564f4b6d3cc6253ee5-1-69efba24d924c0883775b756accc2fdac83aaad9"
"Army Reserve","","3.306","","","","","","","","","","","","","","","","6c450bb940ed8215b8004d564f4b6d3cc6253ee5-2-abd22b6447592fbb8cba5c486ca5c529e7170d40","6c450bb940ed8215b8004d564f4b6d3cc6253ee5","root.record.ItemExhibitList.P5Item","6c450bb940ed8215b8004d564f4b6d3cc6253ee5-1-69efba24d924c0883775b756accc2fdac83aaad9"
"Army Active","","","","8.459","","2.97","","","","2.97","","","","","","","","6c6e8c78bae7bc56f0a5b45dfdd1e9d4a14c8632-0-888b2b190a4b8489fd20b70510a97c3714f9e518","6c6e8c78bae7bc56f0a5b45dfdd1e9d4a14c8632","root.record.ItemExhibitList.P5Item","6c6e8c78bae7bc56f0a5b45dfdd1e9d4a14c8632-0-aa2b86e00f5420aac4520a43968cfb5aae9b6c3f"
"Army Active","","","","7.509","","2.649","","","","2.649","","","","","","","","6c6e8c78bae7bc56f0a5b45dfdd1e9d4a14c8632-0-168e3ebb97d052a06fa1abef4bf77818f945f615","6c6e8c78bae7bc56f0a5b45dfdd1e9d4a14c8632","root.record.ItemExhibitList.P5Item","6c6e8c78bae7bc56f0a5b45dfdd1e9d4a14c8632-1-a2ce939dcce81ac1a64a6daf8b205808ac719246"
"Army Active","","10","","3.04","","0.142","","","","0.142","","","","","","","","6db96cd5550d36690073e709877949f533d4daa3-0-3568c0b782f1145c37e4924ac1989137a3c8aaf1","6db96cd5550d36690073e709877949f533d4daa3","root.record.ItemExhibitList.P5Item","6db96cd5550d36690073e709877949f533d4daa3-0-5e830b6ccb2949132514de5fa03d1947daa638c1"
"Army National Guard","","","","2.881","","","","","","","","","","","","","","6db96cd5550d36690073e709877949f533d4daa3-1-f5569c5c9b263ed9b5eeb8bb11ed01c7197d8dad","6db96cd5550d36690073e709877949f533d4daa3","root.record.ItemExhibitList.P5Item","6db96cd5550d36690073e709877949f533d4daa3-0-5e830b6ccb2949132514de5fa03d1947daa638c1"
"Army Reserve","","","","0.291","","","","","","","","","","","","","","6db96cd5550d36690073e709877949f533d4daa3-2-ec62e5b0d7c9b80fb43bec7488f2fa35364d089f","6db96cd5550d36690073e709877949f533d4daa3","root.record.ItemExhibitList.P5Item","6db96cd5550d36690073e709877949f533d4daa3-0-5e830b6ccb2949132514de5fa03d1947daa638c1"
"Army Active","72","14.078","","","253","40.372","","","253","40.372","","","","","","","","6dbbcdfa1082a6313d3bc103bb488d48a97b4205-0-0460a95453257acbf37a4f677a37475af7f1fb7f","6dbbcdfa1082a6313d3bc103bb488d48a97b4205","root.record.ItemExhibitList.P5Item","6dbbcdfa1082a6313d3bc103bb488d48a97b4205-0-9b68e79259ad72890a7d71ae534dd6742c367272"
"Army National Guard","","","","","36","8.579","","","36","8.579","","","","","","","","6dbbcdfa1082a6313d3bc103bb488d48a97b4205-1-c416aa5c335489940e1e054b3a552c659cb40447","6dbbcdfa1082a6313d3bc103bb488d48a97b4205","root.record.ItemExhibitList.P5Item","6dbbcdfa1082a6313d3bc103bb488d48a97b4205-0-9b68e79259ad72890a7d71ae534dd6742c367272"
"Army Reserve","","","","","22","1.514","","","22","1.514","","","","","","","","6dbbcdfa1082a6313d3bc103bb488d48a97b4205-2-6934f7dcb5c7dbcec631854414e5bbf9bcf89b5a","6dbbcdfa1082a6313d3bc103bb488d48a97b4205","root.record.ItemExhibitList.P5Item","6dbbcdfa1082a6313d3bc103bb488d48a97b4205-0-9b68e79259ad72890a7d71ae534dd6742c367272"
"Army Active","","","110","74.041","","","","","","","","","","","","","","7144e0845629d417c2134eb674d7c53063f2ff5c-0-94ceac0e23d2e28d046784d2315d220e035bea54","7144e0845629d417c2134eb674d7c53063f2ff5c","root.record.ItemExhibitList.P5Item","7144e0845629d417c2134eb674d7c53063f2ff5c-0-412563eee9c794dc3acf0f660d50c251ea3d16a9"
"Army Active","17804","427.099","4992","34.54","5550","44.4","","","5550","44.4","","","","","","","","7144e0845629d417c2134eb674d7c53063f2ff5c-0-06c29c83ae8817be59c50337b702d0651667d043","7144e0845629d417c2134eb674d7c53063f2ff5c","root.record.ItemExhibitList.P5Item","7144e0845629d417c2134eb674d7c53063f2ff5c-1-7333663f08f9e0dfc68b6bfd062c3fa52c130448"
"Army National Guard","","","893","6.18","1850","14.8","","","1850","14.8","","","","","","","","7144e0845629d417c2134eb674d7c53063f2ff5c-1-d63e01fce8802330f12174615d0d6264cc7e673c","7144e0845629d417c2134eb674d7c53063f2ff5c","root.record.ItemExhibitList.P5Item","7144e0845629d417c2134eb674d7c53063f2ff5c-1-7333663f08f9e0dfc68b6bfd062c3fa52c130448"
"Army Active","","","3921","343.207","2461","250.047","","","2461","250.047","","","","","","","","7144e0845629d417c2134eb674d7c53063f2ff5c-0-3a3e3484eb325626fadbbe52029dd599d1c084c6","7144e0845629d417c2134eb674d7c53063f2ff5c","root.record.ItemExhibitList.P5Item","7144e0845629d417c2134eb674d7c53063f2ff5c-2-570815d44358c6865baac32bb4a1fa7437eed037"
"Army National Guard","","","1143","98.282","662","73.683","","","662","73.683","","","","","","","","7144e0845629d417c2134eb674d7c53063f2ff5c-1-d10772e3594ad536636f248a039eca7fc141ea93","7144e0845629d417c2134eb674d7c53063f2ff5c","root.record.ItemExhibitList.P5Item","7144e0845629d417c2134eb674d7c53063f2ff5c-2-570815d44358c6865baac32bb4a1fa7437eed037"
"Army Active","","0.5","","9.001","","9.856","","","","9.856","","","","","","","","7252978746ecef146b9937651ea523c5b8e13847-0-6e88129f7ad6c526179b96a03d6abf4da11deee1","7252978746ecef146b9937651ea523c5b8e13847","root.record.ItemExhibitList.P5Item","7252978746ecef146b9937651ea523c5b8e13847-0-69cf0e2ceb117cf495364da5efff8aa864a6d6c5"
"Army Active","","","8","16.425","5","11.929","","","5","11.929","","","","","","","","74cffc0ce02644026f75ccc740bc90717f6a9212-0-f5852adb5766999ede51dd0481dd128dede6d7e9","74cffc0ce02644026f75ccc740bc90717f6a9212","root.record.ItemExhibitList.P5Item","74cffc0ce02644026f75ccc740bc90717f6a9212-0-1ee79b28ad8338b73c4a2b8c2beb5d77e0f80a22"
"Army National Guard","","","9","13.456","","","","","","","","","","","","","","74cffc0ce02644026f75ccc740bc90717f6a9212-1-2235b87f7ea74078f80b453b56d5d6e05c86393e","74cffc0ce02644026f75ccc740bc90717f6a9212","root.record.ItemExhibitList.P5Item","74cffc0ce02644026f75ccc740bc90717f6a9212-0-1ee79b28ad8338b73c4a2b8c2beb5d77e0f80a22"
"Army Active","","","","","","43.425","","","","43.425","","","","","","","","74cffc0ce02644026f75ccc740bc90717f6a9212-0-2253d83f116dfb5b90320a98864187b9dab22275","74cffc0ce02644026f75ccc740bc90717f6a9212","root.record.ItemExhibitList.P5Item","74cffc0ce02644026f75ccc740bc90717f6a9212-1-37c7031e5486bc22396d2b816a7403e34107d34f"
"Army Active","","4.826","","5.143","","5.296","","","","5.296","","","","","","","","75c03c6ee93e53e82ae31985f4cd02cd78f61f97-0-a2b58cf92d51a90de5e861c0483ee06a3db12dd8","75c03c6ee93e53e82ae31985f4cd02cd78f61f97","root.record.ItemExhibitList.P5Item","75c03c6ee93e53e82ae31985f4cd02cd78f61f97-0-cc737d8677076c36a2e37de67a8301861850a380"
"Army Active","224","36.618","1481","35.917","675","21.378","","","675","21.378","","","","","","","","78390f88a160bc2330890df642aab68121e29769-0-bafbb1f350962c18adf46f3ec99d62f8eed937a5","78390f88a160bc2330890df642aab68121e29769","root.record.ItemExhibitList.P5Item","78390f88a160bc2330890df642aab68121e29769-0-60cd2e51679f10dd38fb39ab5aa38425d8323bea"
"Army National Guard","64","0.289","741","5.985","193","1.245","","","193","1.245","","","","","","","","78390f88a160bc2330890df642aab68121e29769-1-0243ad3f6952e5f47fc1b6f11e40adb408736f92","78390f88a160bc2330890df642aab68121e29769","root.record.ItemExhibitList.P5Item","78390f88a160bc2330890df642aab68121e29769-0-60cd2e51679f10dd38fb39ab5aa38425d8323bea"
"Army Reserve","32","0.115","247","1.995","97","0.622","","","97","0.622","","","","","","","","78390f88a160bc2330890df642aab68121e29769-2-ed4612ae51e026c2a295812e06d51fb498821203","78390f88a160bc2330890df642aab68121e29769","root.record.ItemExhibitList.P5Item","78390f88a160bc2330890df642aab68121e29769-0-60cd2e51679f10dd38fb39ab5aa38425d8323bea"
"Army Active","70","7.176","27","2.523","27","2.627","","","27","2.627","","","","","","","","78f128066fa08e36b5a6b00138b925ad0291f171-0-0c17a20bb2ba5b2499f0301ba65c6a19983f0279","78f128066fa08e36b5a6b00138b925ad0291f171","root.record.ItemExhibitList.P5Item","78f128066fa08e36b5a6b00138b925ad0291f171-0-c7b9f5abf4569c1192c9a02e9f7423d91e170548"
"Army National Guard","23","1.884","8","0.78","9","0.871","","","9","0.871","","","","","","","","78f128066fa08e36b5a6b00138b925ad0291f171-1-ada595c59483368e07262b403aa60a7284fa528c","78f128066fa08e36b5a6b00138b925ad0291f171","root.record.ItemExhibitList.P5Item","78f128066fa08e36b5a6b00138b925ad0291f171-0-c7b9f5abf4569c1192c9a02e9f7423d91e170548"
"Army Reserve","25","1.884","29","2.592","24","2.262","","","24","2.262","","","","","","","","78f128066fa08e36b5a6b00138b925ad0291f171-2-c2df1cc96b0efee11d9957b7aa672f2bc25ac746","78f128066fa08e36b5a6b00138b925ad0291f171","root.record.ItemExhibitList.P5Item","78f128066fa08e36b5a6b00138b925ad0291f171-0-c7b9f5abf4569c1192c9a02e9f7423d91e170548"
"Army Active","10","2.191","","","","2.5","","","","2.5","","","","","","","","78f128066fa08e36b5a6b00138b925ad0291f171-0-8e7de6392587fe39a120d2142909d9f34fd128b5","78f128066fa08e36b5a6b00138b925ad0291f171","root.record.ItemExhibitList.P5Item","78f128066fa08e36b5a6b00138b925ad0291f171-1-6d355750828b1302d43d3b1ee768d45beea73a78"
"Army National Guard","64","13.279","","","","","","","","","","","","","","","","78f128066fa08e36b5a6b00138b925ad0291f171-1-ca75a4b59c98523d6f4a26318764f052a410491c","78f128066fa08e36b5a6b00138b925ad0291f171","root.record.ItemExhibitList.P5Item","78f128066fa08e36b5a6b00138b925ad0291f171-1-6d355750828b1302d43d3b1ee768d45beea73a78"
"Army Reserve","40","8.189","","","","","","","","","","","","","","","","78f128066fa08e36b5a6b00138b925ad0291f171-2-09911d0356ea2d839bb0a3b3f84ce67471286442","78f128066fa08e36b5a6b00138b925ad0291f171","root.record.ItemExhibitList.P5Item","78f128066fa08e36b5a6b00138b925ad0291f171-1-6d355750828b1302d43d3b1ee768d45beea73a78"
"Army Active","703","33.294","1041","16.191","1508","11.847","","","1508","11.847","","","","","","","","7c134c29504a459ad9e1bb6063e6d8ff10c25f5a-0-7afcd67671c2cdab602227a9b32db18acc381a83","7c134c29504a459ad9e1bb6063e6d8ff10c25f5a","root.record.ItemExhibitList.P5Item","7c134c29504a459ad9e1bb6063e6d8ff10c25f5a-0-961c18a02bc2a2b6a089ccae4ba221b2bf4cf870"
"Army National Guard","234","6.67","273","5.61","1315","6.735","","","1315","6.735","","","","","","","","7c134c29504a459ad9e1bb6063e6d8ff10c25f5a-1-54bc5d469734098abd50380a997bc4e934d10d4f","7c134c29504a459ad9e1bb6063e6d8ff10c25f5a","root.record.ItemExhibitList.P5Item","7c134c29504a459ad9e1bb6063e6d8ff10c25f5a-0-961c18a02bc2a2b6a089ccae4ba221b2bf4cf870"
"Army Reserve","309","10.528","624","12.3","435","3.46","","","435","3.46","","","","","","","","7c134c29504a459ad9e1bb6063e6d8ff10c25f5a-2-1ada11a1fd316040712966868e0e09ded2097120","7c134c29504a459ad9e1bb6063e6d8ff10c25f5a","root.record.ItemExhibitList.P5Item","7c134c29504a459ad9e1bb6063e6d8ff10c25f5a-0-961c18a02bc2a2b6a089ccae4ba221b2bf4cf870"
"Army Active","60","17.969","","","","","","","","","","","","","","","","7c134c29504a459ad9e1bb6063e6d8ff10c25f5a-0-6a680fc87639acffeac4840d16309adae116d0d4","7c134c29504a459ad9e1bb6063e6d8ff10c25f5a","root.record.ItemExhibitList.P5Item","7c134c29504a459ad9e1bb6063e6d8ff10c25f5a-1-5a0a17553caffefb02090cd5f89adec7433b65a4"
"Army Active","86","30.9","46","19.409","20","8.505","","","20","8.505","","","","","","","","7d061f240d836fcd0fa6f0f835f61abfa03f5cec-0-e040bbecda9212ed438cfb873c11762f6adc3e77","7d061f240d836fcd0fa6f0f835f61abfa03f5cec","root.record.ItemExhibitList.P5Item","7d061f240d836fcd0fa6f0f835f61abfa03f5cec-0-3e76d2ec6b537aae45d965fa6867c6bd57986896"
"Army Reserve","14","15.3","","","","","","","","","","","","","","","","7d061f240d836fcd0fa6f0f835f61abfa03f5cec-1-936515b249e05473d4ae729fb63369fd5967406b","7d061f240d836fcd0fa6f0f835f61abfa03f5cec","root.record.ItemExhibitList.P5Item","7d061f240d836fcd0fa6f0f835f61abfa03f5cec-0-3e76d2ec6b537aae45d965fa6867c6bd57986896"
"Army Active","7","21.654","12","8.266","14","14.596","","","14","14.596","","","","","","","","7d061f240d836fcd0fa6f0f835f61abfa03f5cec-0-afa964806106c99a0e398127e5033e88a80649f4","7d061f240d836fcd0fa6f0f835f61abfa03f5cec","root.record.ItemExhibitList.P5Item","7d061f240d836fcd0fa6f0f835f61abfa03f5cec-1-e6fa012b48653bc4679a177aea9b754da64488d0"
"Army National Guard","","","7","4.143","","","","","","","","","","","","","","7d061f240d836fcd0fa6f0f835f61abfa03f5cec-1-dc1047114ceda4bcd3e38db43dc824183a805d81","7d061f240d836fcd0fa6f0f835f61abfa03f5cec","root.record.ItemExhibitList.P5Item","7d061f240d836fcd0fa6f0f835f61abfa03f5cec-1-e6fa012b48653bc4679a177aea9b754da64488d0"
"Army Reserve","","","3","1.075","","","","","","","","","","","","","","7d061f240d836fcd0fa6f0f835f61abfa03f5cec-2-01ede6fff78baef6c526719a16d05534bf4db2dd","7d061f240d836fcd0fa6f0f835f61abfa03f5cec","root.record.ItemExhibitList.P5Item","7d061f240d836fcd0fa6f0f835f61abfa03f5cec-1-e6fa012b48653bc4679a177aea9b754da64488d0"
"Army Active","","4.395","50","2.907","2","0.294","","","2","0.294","","","","","","","","8138864f8e53bcfd0fefcc68dcd7ee362dbc3249-0-e325c9004a5679a6fe33a7e58cc432cff2c19601","8138864f8e53bcfd0fefcc68dcd7ee362dbc3249","root.record.ItemExhibitList.P5Item","8138864f8e53bcfd0fefcc68dcd7ee362dbc3249-0-4582dd673c91e528bdac79f395b49fefce43742d"
"Army National Guard","","","25","1.109","8","1.175","","","8","1.175","","","","","","","","8138864f8e53bcfd0fefcc68dcd7ee362dbc3249-1-6afd3d2315ff2769e0b155febd2e0dec3dc1462f","8138864f8e53bcfd0fefcc68dcd7ee362dbc3249","root.record.ItemExhibitList.P5Item","8138864f8e53bcfd0fefcc68dcd7ee362dbc3249-0-4582dd673c91e528bdac79f395b49fefce43742d"
"Army Reserve","","","14","1.293","1","0.146","","","1","0.146","","","","","","","","8138864f8e53bcfd0fefcc68dcd7ee362dbc3249-2-101b5f997f9af93d9201cf2ce166569aad732699","8138864f8e53bcfd0fefcc68dcd7ee362dbc3249","root.record.ItemExhibitList.P5Item","8138864f8e53bcfd0fefcc68dcd7ee362dbc3249-0-4582dd673c91e528bdac79f395b49fefce43742d"
"Army Active","21","49.255","45","67.868","11","25.9","","","11","25.9","","","","","","","","820ce101f4b42bf3640dd151d69318263c9f77f6-0-c02a3d662bb17d8c672e46ab48eca623759d950c","820ce101f4b42bf3640dd151d69318263c9f77f6","root.record.ItemExhibitList.P5Item","820ce101f4b42bf3640dd151d69318263c9f77f6-0-36f53e78d2637f8b52df6eec881c0d6ce194564e"
"Army National Guard","17","38.655","22","32.372","7","14.835","","","7","14.835","","","","","","","","820ce101f4b42bf3640dd151d69318263c9f77f6-1-7e4ffd1addaef6edb5cf45616e0b8d908385e6f7","820ce101f4b42bf3640dd151d69318263c9f77f6","root.record.ItemExhibitList.P5Item","820ce101f4b42bf3640dd151d69318263c9f77f6-0-36f53e78d2637f8b52df6eec881c0d6ce194564e"
"Army Active","","","","0.506","1058","51.543","","","1058","51.543","","","","","","","","82bc68c0231faf38c4f9abbf8d59bc6a70e10b7a-0-bd81462aef4e301e185e061ebc517799f8cbf625","82bc68c0231faf38c4f9abbf8d59bc6a70e10b7a","root.record.ItemExhibitList.P5Item","82bc68c0231faf38c4f9abbf8d59bc6a70e10b7a-0-5d8e045e7fd9a9795d976f6a57e7f209035d7aa5"
"Army National Guard","","","","","366","17.604","","","366","17.604","","","","","","","","82bc68c0231faf38c4f9abbf8d59bc6a70e10b7a-1-dc7b7af0683e62129d031d816869a05f9cdd9d6a","82bc68c0231faf38c4f9abbf8d59bc6a70e10b7a","root.record.ItemExhibitList.P5Item","82bc68c0231faf38c4f9abbf8d59bc6a70e10b7a-0-5d8e045e7fd9a9795d976f6a57e7f209035d7aa5"
"Army Active","14","227.66","9","193.935","10","163.526","","","10","163.526","","","","","","","","855ac742f716c4b5725358982aacbe456319983f-0-1f24a804068cfb1fa631c80244831c927cd2fa94","855ac742f716c4b5725358982aacbe456319983f","root.record.ItemExhibitList.P5Item","855ac742f716c4b5725358982aacbe456319983f-0-e827ad610984926c5c2db446b3e1cd9e40e35a09"
"Army National Guard","8","110.517","6","105.059","9","149.201","","","9","149.201","","","","","","","","855ac742f716c4b5725358982aacbe456319983f-1-e3b0903b80257eb5b521490c649e8fa4cbd0a9c9","855ac742f716c4b5725358982aacbe456319983f","root.record.ItemExhibitList.P5Item","855ac742f716c4b5725358982aacbe456319983f-0-e827ad610984926c5c2db446b3e1cd9e40e35a09"
"Army Active","50","17.484","13","1.577","40","13.261","","","40","13.261","","","","","","","","8659274b11dfcf5838908bb04c7852cdd71457c7-0-0884e7d4e272337e7e78014c51d879e27eb52483","8659274b11dfcf5838908bb04c7852cdd71457c7","root.record.ItemExhibitList.P5Item","8659274b11dfcf5838908bb04c7852cdd71457c7-0-2491c7033b15451f251150178ef4c02a5a76f512"
"Army National Guard","83","21.519","44","16.081","34","11.531","","","34","11.531","","","","","","","","8659274b11dfcf5838908bb04c7852cdd71457c7-1-b62809b5c10ef617358dc4080945d1973b2b307c","8659274b11dfcf5838908bb04c7852cdd71457c7","root.record.ItemExhibitList.P5Item","8659274b11dfcf5838908bb04c7852cdd71457c7-0-2491c7033b15451f251150178ef4c02a5a76f512"
"Army Reserve","47","11.431","4","3.209","10","4.036","","","10","4.036","","","","","","","","8659274b11dfcf5838908bb04c7852cdd71457c7-2-22c3e1c74c78e0d7f32fdfc80e445bbd252724ad","8659274b11dfcf5838908bb04c7852cdd71457c7","root.record.ItemExhibitList.P5Item","8659274b11dfcf5838908bb04c7852cdd71457c7-0-2491c7033b15451f251150178ef4c02a5a76f512"
"Army Active","","2.53","","2.556","","2.167","","","","2.167","","","","","","","","86c60e0c3947dfcc2bfc0e2fe562ec4541cf5122-0-c9e821d48c1d6bb6c1b5d2d472c6be62be481989","86c60e0c3947dfcc2bfc0e2fe562ec4541cf5122","root.record.ItemExhibitList.P5Item","86c60e0c3947dfcc2bfc0e2fe562ec4541cf5122-0-e9cc12450d25147f67a9e414285fa14a2a26a365"
"Army National Guard","","2.5","","2.475","","2.44","","","","2.44","","","","","","","","86c60e0c3947dfcc2bfc0e2fe562ec4541cf5122-1-3490830ded4955dc62d50fadbe6c76705b79bdad","86c60e0c3947dfcc2bfc0e2fe562ec4541cf5122","root.record.ItemExhibitList.P5Item","86c60e0c3947dfcc2bfc0e2fe562ec4541cf5122-0-e9cc12450d25147f67a9e414285fa14a2a26a365"
"Army Active","177","33.625","28","5.889","11","2.542","","","11","2.542","","","","","","","","8a08f13999c6f1a5125f508975004dd945110002-0-0fc38f81ec5816e267dbea4746f450d056124785","8a08f13999c6f1a5125f508975004dd945110002","root.record.ItemExhibitList.P5Item","8a08f13999c6f1a5125f508975004dd945110002-0-6fea0fa661e19538595320c51fac7683be3833a3"
"Army National Guard","","","","","29","6.505","","","29","6.505","","","","","","","","8a08f13999c6f1a5125f508975004dd945110002-1-2a4cc78bc432c7a6b600a94b7cfb5c74c55de345","8a08f13999c6f1a5125f508975004dd945110002","root.record.ItemExhibitList.P5Item","8a08f13999c6f1a5125f508975004dd945110002-0-6fea0fa661e19538595320c51fac7683be3833a3"
"Army Reserve","","","","","19","4.303","","","19","4.303","","","","","","","","8a08f13999c6f1a5125f508975004dd945110002-2-03f51a67327b5a5e6d1e915aac04e01b64c7b03b","8a08f13999c6f1a5125f508975004dd945110002","root.record.ItemExhibitList.P5Item","8a08f13999c6f1a5125f508975004dd945110002-0-6fea0fa661e19538595320c51fac7683be3833a3"
