"val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"0604501N","8b0c5657a7593362f24f21a2fc11b562afddc171-0-8d52a13eb98e047cdd720edb29ab986193f4eab7","8b0c5657a7593362f24f21a2fc11b562afddc171","root.record.ItemExhibitList.P3AModificationItemGroup","8b0c5657a7593362f24f21a2fc11b562afddc171-4-37580b7dea36271034cd7e1024093457b64ae841"
"0702207N","8baaade0ac9c16ea11a12e5d1e01a3e76af882db-0-1548c18e6d74c8b7d316b8c766edf1d55e384683","8baaade0ac9c16ea11a12e5d1e01a3e76af882db","root.record.ItemExhibitList.P3AModificationItemGroup","8baaade0ac9c16ea11a12e5d1e01a3e76af882db-0-98c16b74f3d68e010d3768273331b11d3cd6803b"
"0702207N","8baaade0ac9c16ea11a12e5d1e01a3e76af882db-0-68ca26dbb0e640964e105108a4daa147e2e945b6","8baaade0ac9c16ea11a12e5d1e01a3e76af882db","root.record.ItemExhibitList.P3AModificationItemGroup","8baaade0ac9c16ea11a12e5d1e01a3e76af882db-4-15fa3f7c092918a26abda44f4c2dbcb884a6de57"
"0603208N","8baaade0ac9c16ea11a12e5d1e01a3e76af882db-0-2305cdeeceadd61f811c06380e10fdb31c14f938","8baaade0ac9c16ea11a12e5d1e01a3e76af882db","root.record.ItemExhibitList.P3AModificationItemGroup","8baaade0ac9c16ea11a12e5d1e01a3e76af882db-5-2c7cd5a026b37f4719f33f7c7353bbb89c783bfc"
"1160403BB","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-2ff1a6931df8a5b9a15117a6743de231cbfc7585","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-a01490e2113afd3fa88edb7ddb326c7f3a6874b0"
"1160482BB","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-1-a1104cc4e545cdceaeb153d375e6862246d7836b","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-a01490e2113afd3fa88edb7ddb326c7f3a6874b0"
"1160482BB","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-c9ed4416142bfab76c209d76b2067ef97d1e0532","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-1-61740fde58241e167b82d98280d4ab95c0ca704c"
"1160403BB","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-1-f08b98c93de57081f3cf8299d50e43c865439b06","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-1-61740fde58241e167b82d98280d4ab95c0ca704c"
"1160403BB","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-c6e0ede5967ddd57f08bacd983d810a22cbc6006","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-2-c8a0dfc07a93b6b1c2b37088906edb703c87724b"
"1160482BB","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-1-d4475d386d64fabb486809c04cc313f9000bd1c6","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-2-c8a0dfc07a93b6b1c2b37088906edb703c87724b"
"1160482BB","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-a4f0d7d4919d18bae96d711dc73ac75e0055f612","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-3-51b90d81b017569ea5cd7c977dfe8af8242f1d11"
