"Name_val","Location_val","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-7-1c50f6001d4695c07cbe5e684e9c2288c6ac8593","","","","0204da979f3fe83eede49dd470a5931a074cade4-7-c1eb3e7b292e839d061861361906784fa8e0c9d3","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-1-14969663f88940db8a3712c8268faf1b0f9331ff"
"Lintech Global, Inc.","Farmington Hills, MI","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-0-c9f642abbdfb2093e095a6369aa14c79d378c603","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-541e5c16a5d05ae27c215048c6af1bcb769cbc87","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-2-54eeacd095bc5cd66f3e9d9ef6eed1b01cb58870"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-1-72bddfdcda36cda11e880d52edeb59dfea4eed97","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-e735d20045685e79a3fd764a236af81b5f164937","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-2-54eeacd095bc5cd66f3e9d9ef6eed1b01cb58870"
"Iron Bow Technologies","Chantilly, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-0-6775499a362f517256284d9e4a8b0d07e8651e6e","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-859ffb5d071004ac2579f1baa7ceb6bc032da2b7","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-3-74436d3b9ff05e98972d05a6d56f10f53b5866c1"
"Accenture Federal Services LLC","Arlington, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-1-4b4625a4b31816220c2e5ce874f7077754b0c224","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-e8404369ee2e3f59dc45e85b65fa1143e67daa8a","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-3-74436d3b9ff05e98972d05a6d56f10f53b5866c1"
"Dell Federal Systems LP","Rock Round, TX","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-2-228f3876d423b4e06ac255da5654fb68f87e5980","","","","0204da979f3fe83eede49dd470a5931a074cade4-2-1951c4e62a94496db416cba2c25a746d85498485","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-3-74436d3b9ff05e98972d05a6d56f10f53b5866c1"
"Data Systems Analysts, Inc","Fairfax, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-3-2e660263e983615311dd1a68c228b865b56cac88","","","","0204da979f3fe83eede49dd470a5931a074cade4-3-85d04542972a118bb1e66acf4afe3e8531bf3a7d","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-3-74436d3b9ff05e98972d05a6d56f10f53b5866c1"
"Trident Computer Resources Inc","Eatontown, NJ","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-4-c69576ddb1c9a5f3ada1f2f54354ed22d2652496","","","","0204da979f3fe83eede49dd470a5931a074cade4-4-1a91dc71164164af4946059bc024744b707c03ff","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-3-74436d3b9ff05e98972d05a6d56f10f53b5866c1"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-5-900e7ee897c51a26ace0fd0ccac4f135e23269ce","","","","0204da979f3fe83eede49dd470a5931a074cade4-5-c4f4e7c2a02dd91829f81081b983bfd1a4ba52b8","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-3-74436d3b9ff05e98972d05a6d56f10f53b5866c1"
"CDW-Government","Vernon Hills, IL","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-0-47acdfd2e98172b56fc945aa32962334f860b88b","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-9f637e2bd41d2d85b284adead7607dcd01b41db5","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-4-bd753c331820f07cb7e5395f1dccf1f7d5347100"
"Iron Bow Technologies","Chantilly, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-1-e0641fb3e1c78b4de523d64a544b5201c04fe72e","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-3f3a0057f388b0c5f85ec34790ba17a79cbd3370","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-4-bd753c331820f07cb7e5395f1dccf1f7d5347100"
"World Wide Technology","Maryland Heights, MO","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-2-f71e0b96f7776537040e40366544d540a17f8a71","","","","0204da979f3fe83eede49dd470a5931a074cade4-2-34b9e0d5982420eb566cb4811e20c14339b76621","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-4-bd753c331820f07cb7e5395f1dccf1f7d5347100"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-3-c9e2391468944f3c67e028c7c0efbf17ce3173e7","","","","0204da979f3fe83eede49dd470a5931a074cade4-3-fc88191458a34aeb2aa0625df94bfac67167010e","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-4-bd753c331820f07cb7e5395f1dccf1f7d5347100"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-0-eab00a804f1c4510ec71a91fc7fe5a0ae128d10d","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-63d9cd707773a40c0b465eb8d1448b029272426e","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-6-823fd1856abca06ef296f87178407d16a2a2462d"
"World Wide Technology","Maryland Heights, MO","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-0-1d618fb769d6b5575f89797626f5daaa7e2a5bc5","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-ac7bd7b89c9dcd057f47a5a61f3a6e5a109e19a1","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-9-a188d59c79b34a96f5254e03455a0a9ddd0e6be8"
"US BANCORP","Minneapolis, MN","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-1-483cd59f7792ce684059f67af81d79983f383202","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-140dd4d5c45a27d1e0ebc0985a4e9bc67a119cac","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-9-a188d59c79b34a96f5254e03455a0a9ddd0e6be8"
"Flowerfire, INC","Santa Cruz, CA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-2-f1e40de2be38ce4cceea0f7e176a97d380e1a157","","","","0204da979f3fe83eede49dd470a5931a074cade4-2-ba14ec25cb9cd1d306a5151cc1f05eaba96667d8","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-9-a188d59c79b34a96f5254e03455a0a9ddd0e6be8"
"IMMIX Technology, INC","McLean, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-3-92ea5e8a866400b95f039f2c0b710419768db805","","","","0204da979f3fe83eede49dd470a5931a074cade4-3-aefe9bcc3310be5499ce730ca0c24abba818773a","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-9-a188d59c79b34a96f5254e03455a0a9ddd0e6be8"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-4-7d8a2b6d4c08dab7880700756321dfe57e7672f6","","","","0204da979f3fe83eede49dd470a5931a074cade4-4-fff50cc273b0af9f4e781b8ed46341c6e8a5f6d3","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-9-a188d59c79b34a96f5254e03455a0a9ddd0e6be8"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-0-a79b76ffeaf09355e2eb4a43d21dcda52a3d875b","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-f4e59e0f8df75e060fc8eb58a39dfffcd8234a79","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-10-ec6586d2b5ecbce4e5d9c166085871ff752ab421"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-0-9cbc48f733b46a878c2dfef8a9751b85900854a4","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-0823f8a83393c3832334a8d791482f6505b4c1a9","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-11-528e55d41dbf53a3b675660f65c37d25d3016468"
"Insight Public Sector, Inc.","Chantilly, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-0-a212b89398d1f04a805782336ea8076b739e0f1c","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-318d42b8d3190582cb78cd7349998a5a18f2fd8c","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-12-eb9d2f7f4c583a078c6f800828bd59f841534195"
"CDW-Government","Vernon Hills, IL","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-1-b411f671633abd018c0e53f53fd13cb0507eac91","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-126531e7bc8af3ec9a6c0b3a723c8b3a93c5f6f5","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-12-eb9d2f7f4c583a078c6f800828bd59f841534195"
"Accenture Federal Services LLC","Arlington, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-2-d493b4c86a3221391c0566345280883b2acd84b2","","","","0204da979f3fe83eede49dd470a5931a074cade4-2-10125db0b0f74521f24cac8b7d9dfa3c4d6af5eb","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-12-eb9d2f7f4c583a078c6f800828bd59f841534195"
"Insight Public Sector, Inc.","Tempe, AZ","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-3-8ab784093c7fd39c30e87fd11218dd2d5eb63c78","","","","0204da979f3fe83eede49dd470a5931a074cade4-3-f0f14a07388eb942f192a060ba574bd1b299481f","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-12-eb9d2f7f4c583a078c6f800828bd59f841534195"
"Dell Federal Systems LP","Rock Round, TX","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-4-44367011f515f479d917c0abceec1b79607b687d","","","","0204da979f3fe83eede49dd470a5931a074cade4-4-379e39e7c915ff54d8d190a778e873eeafb78d61","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-12-eb9d2f7f4c583a078c6f800828bd59f841534195"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-5-7142cace720e7253490b4c0f614fda25d709ffd2","","","","0204da979f3fe83eede49dd470a5931a074cade4-5-2d482a2c8519a358c6c5a98c9f739720bf91be9e","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-12-eb9d2f7f4c583a078c6f800828bd59f841534195"
"GSA","Washington, DC","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-0-4e42e158d9323ce584ba817ccf682e62c65fa44d","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-14874e1dd71855f7883c2a92334266d78c64b91a","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-13-bcacb178c1ba72d69dcaedf366cd987e8f535ef8"
"Dell Marketing, LP","Round Rock, TX","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-0-43d152e9480d20ecc8f0c9682a2c87921e08e761","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-cfa6106c64ce6b0269eba58724633711df6e9a11","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-0-ed46074a1764a7c8465e1f834c72f18efa15d9b4"
"CDW Government, LLC","Vernon Hills, IL","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-1-8d8d10c47fd512eb6d9eb91085540f8a56eda98f","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-3596e49cf1f80d5539cbfed6cdea2155c3fe37dd","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-0-ed46074a1764a7c8465e1f834c72f18efa15d9b4"
"World Wide Technology","Maryland Heights, MO","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-2-a198836b4aeb71b32939e13cbddefd6331636ea6","","","","0204da979f3fe83eede49dd470a5931a074cade4-2-dd1e6f30904aeaafc0cc2917460643f5f322753f","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-0-ed46074a1764a7c8465e1f834c72f18efa15d9b4"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-3-e65066d588a4cc865d29d5dfa99d1e194668ed55","","","","0204da979f3fe83eede49dd470a5931a074cade4-3-c4a31d0a9171e90bd521c0562cd4ee4c3d479e9d","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-0-ed46074a1764a7c8465e1f834c72f18efa15d9b4"
"CDW Government, LLC","Vernon Hills, IL","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-0-bd736337d3fecda97eec86baf9ab7593ec46d8d8","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-9815d66828040bdca9267f880c843c201ee33f65","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-1-219bddba971a98969c7e26cbcad59780b8a60e20"
"World Wide Technology","Maryland Heights, MO","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-1-1818c57083ee73a199314529db66be2f159ddbd1","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-04824d7784d29fe1fad3a7b8b26408a50e095631","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-1-219bddba971a98969c7e26cbcad59780b8a60e20"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-2-b2ecfb9fed41dbca7ca0d867acc7158664b67ea0","","","","0204da979f3fe83eede49dd470a5931a074cade4-2-b642fb13536eb0b5f9a6a2ae501e882b2ade6f44","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-1-219bddba971a98969c7e26cbcad59780b8a60e20"
"Integration Technologies Group","Falls Church, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-0-c1b398a2435035375c64c1a6a09eb62c00320ec0","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-c5aafc840b7c77c0407925031369986648c39b9a","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-2-6df99f07cb693cdcf552f3ad49a1f734523b54af"
"Dell Marketing, LP","Round Rock, TX","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-1-a6f882b202c5befee8c8747780b3ade47f3f0d51","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-ea664ef7d8447a1e42aa6f6f46ffb2f659822a1d","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-2-6df99f07cb693cdcf552f3ad49a1f734523b54af"
"TELOS Corporation","Ashburn, VA","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-2-277c079a8cbe34a757b0095f9448441a59e1fb9a","","","","0204da979f3fe83eede49dd470a5931a074cade4-2-9693a9cbe36f360e71bc6253d3bfb5b88f156d0e","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-2-6df99f07cb693cdcf552f3ad49a1f734523b54af"
"TBS","TBS","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-0204da979f3fe83eede49dd470a5931a074cade4-3-b1c6c0734de3f1d5aaac6e03e03686e4dd4e7ed9","","","","0204da979f3fe83eede49dd470a5931a074cade4-3-8ab6efe7cbe978c6a2f96e50bd41c66097b05d39","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement","0204da979f3fe83eede49dd470a5931a074cade4-2-6df99f07cb693cdcf552f3ad49a1f734523b54af"
