"BudgetActivityNumber_val","BudgetActivityTitle_val","EndItemList_EndItem","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"8","Spares and Repair Parts","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-896eddfc2b1fae0032514767adac84c71d12acbc-6-012586a0ec6cd720f439a9493b448f6c38254a36","896eddfc2b1fae0032514767adac84c71d12acbc-6-76d9b2f5e9b3081942d2bfdcde19937711ca2608","896eddfc2b1fae0032514767adac84c71d12acbc","root","896eddfc2b1fae0032514767adac84c71d12acbc-8d805cc2c1c3c2a567b284e24b74ef131da43adf"
"6","Aircraft Spares and Repair Parts","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-8b3ac520b20de547317fdd1eac09635ee3e169b4-0-55690521bb794155975f3bade4981a4df827da69","8b3ac520b20de547317fdd1eac09635ee3e169b4-0-f8ed7f8d9158b0b4f47756882c04a747948f0541","8b3ac520b20de547317fdd1eac09635ee3e169b4","root","8b3ac520b20de547317fdd1eac09635ee3e169b4-86e0ce265a8fdb9f72b15de717e888741b48c6b3"
"1","Combat Aircraft","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-0-880cdae802c8def032ed16d90f985eb477cc3f86","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-0-54767ef8aa05e3c178b5f811554802c4a6ff6523","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7","root","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-cfe387a77f030aef1f51ea21e18eb89eebc4d655"
"3","Trainer Aircraft","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-1-545a9807594a1b1e07c6923373dc719e3ba25fc6","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-1-d8d2a17367e4aab1e3ebc8747767ce004e960223","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7","root","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-cfe387a77f030aef1f51ea21e18eb89eebc4d655"
"4","Other Aircraft","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-2-9d43da3624bb0dd50089945b4fa67dcf0216d092","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-2-7a9a0079969ae88be1d8eea11542539314d9654b","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7","root","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-cfe387a77f030aef1f51ea21e18eb89eebc4d655"
"5","Modification of Aircraft","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-3-363a23cf4a89204a4275d53cb3eb48b38d4dc357","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-3-cb2e57bc08c8e99c59ada07af9d52e0ffa95c652","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7","root","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-cfe387a77f030aef1f51ea21e18eb89eebc4d655"
"7","Aircraft Support Equip & Facilities","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-4-08783ec58850f5bc0f40fd046a4035da51041171","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-4-6db193278fb0ca464d2b8085391f0c7c3dd65869","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7","root","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-cfe387a77f030aef1f51ea21e18eb89eebc4d655"
"4","Spares and Repair Parts","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-97c1b1353895505b39e0182008f3db6beae4965a-0-b1e95d7b64225e0ad5a805fe1d2ed3d360f0ceea","97c1b1353895505b39e0182008f3db6beae4965a-0-76b0883578be3e60f93421e2790a2eafb5e764c1","97c1b1353895505b39e0182008f3db6beae4965a","root","97c1b1353895505b39e0182008f3db6beae4965a-00fb9aff36ac3188cf0f9e9ef92f0f59d1154358"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-97eccdee501fd4d38aab49ea5b77e2aab4a53dde-0-08fe80732e7293e49545f1e09f7258d77659b819","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-0-e5f00726f82f3a3d45fa5c3ea915076c01aebc1b","97eccdee501fd4d38aab49ea5b77e2aab4a53dde","root","97eccdee501fd4d38aab49ea5b77e2aab4a53dde-8b2f946084239cefbc4a959ae6f005acf54d7e99"
"2","Other Missiles","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-a1692faaa82283b99941030d46558eebd913a20c-0-0e549b3a854e095930b18ca3c1c2e3c69ee1116c","a1692faaa82283b99941030d46558eebd913a20c-0-d7abcb67bf4193493ea2bcbe51298628a81f519a","a1692faaa82283b99941030d46558eebd913a20c","root","a1692faaa82283b99941030d46558eebd913a20c-65b4eb6a13fb13bc0b62e57f0fac85e364424e3d"
"3","Torpedoes and Related Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-a1692faaa82283b99941030d46558eebd913a20c-1-854f3f0a80a83c8f30fcbe472df855d7d87bf2f6","a1692faaa82283b99941030d46558eebd913a20c-1-862684068d266feae1c5fc9899f825f41a883ad0","a1692faaa82283b99941030d46558eebd913a20c","root","a1692faaa82283b99941030d46558eebd913a20c-65b4eb6a13fb13bc0b62e57f0fac85e364424e3d"
"4","Other Weapons","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-a1692faaa82283b99941030d46558eebd913a20c-2-c3bc9ab285388ebd65b3264236ef6595ff1e6e57","a1692faaa82283b99941030d46558eebd913a20c-2-3598322011cb5895564a1f33a33020490d3651f7","a1692faaa82283b99941030d46558eebd913a20c","root","a1692faaa82283b99941030d46558eebd913a20c-65b4eb6a13fb13bc0b62e57f0fac85e364424e3d"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-bc960f846275d6117856a56302d0e9798cd12173-0-7434d9109bedf90c3858694da748247ff7f9a41f","bc960f846275d6117856a56302d0e9798cd12173-0-4a99cabf59581d94258281270cdb801734881833","bc960f846275d6117856a56302d0e9798cd12173","root","bc960f846275d6117856a56302d0e9798cd12173-810a2540ac91fd628313c65569b488957d74cdda"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-c43dc8fdf8312bf9177bcfbc6371e8ffd8c38212-0-89fc63f782dd944c3654adc5a96469411b916467","c43dc8fdf8312bf9177bcfbc6371e8ffd8c38212-0-b3e0d8052713ff570a6a08f453038ff22ebd8a30","c43dc8fdf8312bf9177bcfbc6371e8ffd8c38212","root","c43dc8fdf8312bf9177bcfbc6371e8ffd8c38212-408a367fad54ab6d44b2f1210b12755fe198f375"
"1","Major Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-c9eae66199262ab9e92ec402e4970b91b4b0786b-0-b959a441e5525a2ae24cb69237d933cbf5275b64","c9eae66199262ab9e92ec402e4970b91b4b0786b-0-dd0776b04bc64583250440d6b3ab716d674576ba","c9eae66199262ab9e92ec402e4970b91b4b0786b","root","c9eae66199262ab9e92ec402e4970b91b4b0786b-2d23f27eb2ca887471d69bfab69110a8ef3f5207"
"2","Weapons and combat vehicles","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-e305a5fc75b116dabb1a13c3eb87c1390048bc11-0-16c513e6821ca21f8e5898673f0efb4136ae0895","e305a5fc75b116dabb1a13c3eb87c1390048bc11-0-b5606d562a88d9a750bd840eb9cec241ab72921c","e305a5fc75b116dabb1a13c3eb87c1390048bc11","root","e305a5fc75b116dabb1a13c3eb87c1390048bc11-35092b57a69cfafb65e9ee3f4a58f625eb462965"
"3","Guided missiles and equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-e305a5fc75b116dabb1a13c3eb87c1390048bc11-1-c832202d1ff75af7e914523b988bc890e27811f5","e305a5fc75b116dabb1a13c3eb87c1390048bc11-1-34f19bd35431b26f120ff31f1cbe1adabc215c3a","e305a5fc75b116dabb1a13c3eb87c1390048bc11","root","e305a5fc75b116dabb1a13c3eb87c1390048bc11-35092b57a69cfafb65e9ee3f4a58f625eb462965"
"4","Communications & electronics equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-e305a5fc75b116dabb1a13c3eb87c1390048bc11-2-6f7619ee85113b189b9170809d9397359b8028d9","e305a5fc75b116dabb1a13c3eb87c1390048bc11-2-53c27b17d80d767207582f7c8e76448e4c2e541a","e305a5fc75b116dabb1a13c3eb87c1390048bc11","root","e305a5fc75b116dabb1a13c3eb87c1390048bc11-35092b57a69cfafb65e9ee3f4a58f625eb462965"
"5","Support Vehicles","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-e305a5fc75b116dabb1a13c3eb87c1390048bc11-3-83ab94aed6a0a287f3d70d663e91445aff6f22b3","e305a5fc75b116dabb1a13c3eb87c1390048bc11-3-16ec31353b771c0bd4c094f520043a3402e07454","e305a5fc75b116dabb1a13c3eb87c1390048bc11","root","e305a5fc75b116dabb1a13c3eb87c1390048bc11-35092b57a69cfafb65e9ee3f4a58f625eb462965"
"6","Engineer and Other Equipment","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-e305a5fc75b116dabb1a13c3eb87c1390048bc11-4-220b8d711afa89beadd714a86876f9c6ce80db92","e305a5fc75b116dabb1a13c3eb87c1390048bc11-4-f17840e8fbd115662506d56d9b5e9ee0b6b5ce70","e305a5fc75b116dabb1a13c3eb87c1390048bc11","root","e305a5fc75b116dabb1a13c3eb87c1390048bc11-35092b57a69cfafb65e9ee3f4a58f625eb462965"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-ea662fc06f6ed589ac58968e7d325cf996d8ee92-0-a0f04eb4bee9102717e015a74bb537daea45953a","ea662fc06f6ed589ac58968e7d325cf996d8ee92-0-38a9df368211f87eb25bfd919a338e3d7c615efe","ea662fc06f6ed589ac58968e7d325cf996d8ee92","root","ea662fc06f6ed589ac58968e7d325cf996d8ee92-de686df516c297ffa2669feed0e6f6cf304edf04"
"2","Special Operations Command","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity.EndItemList-f38d8e3a40ab6e35065a6cc259e520df36d41283-0-c727d3c5d8c8fc5c93274fd4a39f9849df07c491","f38d8e3a40ab6e35065a6cc259e520df36d41283-0-37143f80c1e97e6e5873061561c503159266d7eb","f38d8e3a40ab6e35065a6cc259e520df36d41283","root","f38d8e3a40ab6e35065a6cc259e520df36d41283-718d8ffe23589c05a482ed60e330e25ab4b17fbf"
