"ServiceAgencyName_val","ServiceAgencyName_@footnote","ServiceAgencySuffix_val","ProcQuantity_val","ProcQuantity_@footnote","MonthlyDeliveryList_MonthlyDelivery","AcceptedBeforeOct1_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Army","","2017","662","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-1f6b233b0715931d79cb08be5519e0eabe327f06","","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-ef7bb7f0c8ad004bf8e5f78e707f2503dc546b6d","0b89057bc4c074ca43d800323dbfe9fbbffd59f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-9cb3730a3b6598e610a2d1f441afcb846fbcac3c"
"Army","","2017","1112","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-989094f67a9e1cd5be4f82fb0561f1e6e29e20a2","","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-5e455dc6c4771bd2ecccb0676b564f0ba2888ede","0b89057bc4c074ca43d800323dbfe9fbbffd59f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-70bd3dd78727879a8ee9e363393baa4db1509fc6"
"Army","","2017","2500","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-46a924e9a7533cc2785d886b402de0ee5edf79e7","","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-12de8cb6c4557c2382d8a654f0c135a29b5baab5","0b89057bc4c074ca43d800323dbfe9fbbffd59f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-12365c0477108a8b69dacdb717de91eca1b55056"
"Army","","2017","3309","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-312da11daf896256b62a288c2d3e6048f9966dc7","","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-025f5a983dc4917b0a244a95d7f0a17e0b9a91c6","0b89057bc4c074ca43d800323dbfe9fbbffd59f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-27124d99a34630809d9d72682e46742633504e12"
"Navy","","","100","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-34016b661d774e05fd8e219ad23c6c45050602ae-0-80a180420aaeed696fe2cc8e6e5f50d8b92b2782","","34016b661d774e05fd8e219ad23c6c45050602ae-0-b757d5a14df74e95084512326b896270bdce741e","34016b661d774e05fd8e219ad23c6c45050602ae","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","34016b661d774e05fd8e219ad23c6c45050602ae-0-c4f6f57af6ab27c022c6fc1f73e70bae8c674dc8"
"Navy","","","42","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-0-45d50773c225a35c31c43f762075caa6696eb811","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-0-70901d56cfa125635b7d4713ed2e5b285dd5a5e9","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-0-7bc2d2d1c01154f8776233b8c1578126db610fa7"
"Air Force","","","42","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-1-373deff7260d97f1c86a9f03e1beae9d7d27a3a7","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-1-9734f8b1639612d6d79299c4b450b4d505212cc5","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-0-7bc2d2d1c01154f8776233b8c1578126db610fa7"
"Foreign Military Sales","","","65","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-2-4e4bc73e922f6b1040c46493fbe58b7b3eca9045","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-2-3e6c4e581b325b78a49639be07fc3b47c9ea9917","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-0-7bc2d2d1c01154f8776233b8c1578126db610fa7"
"Navy","","","59","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-0-2c28a1d54d879aa0d4b1a7958b2b1ca8bfe5b00b","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-0-bc1c72d0832ed67d94b86194197c25b8c26f3519","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-1-bf102c9b8d2faa5552758da391e694858429edfd"
"Air Force","","","63","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-1-82fcd942193c377ab4acb8304b7fb97c081908be","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-1-091d22917ef744b04e91131707171dee93ec92f8","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-1-bf102c9b8d2faa5552758da391e694858429edfd"
"Foreign Military Sales","","","66","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-2-9dd6171318aec18d894cb9b024951931c57f2d03","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-2-a3d76165fa66baa072df7c741f328c98f17da715","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-1-bf102c9b8d2faa5552758da391e694858429edfd"
"Navy","","","47","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-0-25f84642a510a16021345278ba15364a861cf334","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-0-8e6ef1aafdf5a63af98d9781398778e514643af3","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-2-e0f2bba9c398c72f9987ceead8cc94dc78437a4f"
"Air Force","","","84","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-1-6dc42299761347193c6b1715ea494ca457b53397","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-1-8084461fa7b0cacb7d39c8b868ebe8f26ff46656","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-2-e0f2bba9c398c72f9987ceead8cc94dc78437a4f"
"Foreign Military Sales","","","35","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-2-ed6f516b0a232194863a119001126d57f436c12b","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-2-e7c6bae2bf4a91d860bdc22b492218d3ed841416","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-2-e0f2bba9c398c72f9987ceead8cc94dc78437a4f"
"Navy","","","63","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-0-61e09bb242c4355d6a933796888b29e59fccfcf4","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-0-e3715bc2ca648c9c9f59195373716bff738b2f5b","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-3-98f3bc5b2620057193fda9469ceaa6e7874a2756"
"Air Force","","","144","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-1-8e6d7e243c45d2f4805ab9f67667967ccf3aa05d","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-1-db311de6d9313c3fb94770a5e6d17cc81434f77d","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-3-98f3bc5b2620057193fda9469ceaa6e7874a2756"
"Foreign Military Sales","","","5","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-2-e383fba5018d66b1b33f79db38025328a6b2cd33","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-2-97580b0e1111556a6f2241a8679b58d88b19dbb7","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-3-98f3bc5b2620057193fda9469ceaa6e7874a2756"
"Navy","","","44","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-0-84b2ff9f6336f94feaecbb5ccd4509d8a6b2ba90","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-0-f98768e17c4d4d4fb6cbc1a08466df633dd76146","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-4-7d604153bca600bb8d47f271f0d7c4a22fc814f8"
"Air Force","","","82","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-1-7a0ba2225e344a5b4230bfb9c7c592d41e805964","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-1-36e4401ceb37acb17ea9bfe26d6f645bf55f4d54","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-4-7d604153bca600bb8d47f271f0d7c4a22fc814f8"
"Foreign Military Sales","","","15","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c98d59c0701902dcd423cbadd821f8e3f3c1e083-2-73718c96a175446652c761a1676ce90e6dae1ba9","","c98d59c0701902dcd423cbadd821f8e3f3c1e083-2-dd9c208a825dae9509c5910ad3cdf8d542ae9e51","c98d59c0701902dcd423cbadd821f8e3f3c1e083","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c98d59c0701902dcd423cbadd821f8e3f3c1e083-4-7d604153bca600bb8d47f271f0d7c4a22fc814f8"
"Army","","","3","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-ebe18eae2c52042e93ac0fd63296fdca4b4e31bb-0-05f54529656cff6ecfbabba4c3320ba25f0110ca","","ebe18eae2c52042e93ac0fd63296fdca4b4e31bb-0-e1f2f02ffb3114ab208f391c1b31dcf6a9563b5b","ebe18eae2c52042e93ac0fd63296fdca4b4e31bb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","ebe18eae2c52042e93ac0fd63296fdca4b4e31bb-0-57094e0b6443444841708d1734ca57ad50545547"
"Army","","","2","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-ebe18eae2c52042e93ac0fd63296fdca4b4e31bb-0-2ce31fa590dcf368923f93be1cc1b789bc8e6bb4","","ebe18eae2c52042e93ac0fd63296fdca4b4e31bb-0-3f5143f91ee24a6aee6944e9fa2f48742f40cbf1","ebe18eae2c52042e93ac0fd63296fdca4b4e31bb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","ebe18eae2c52042e93ac0fd63296fdca4b4e31bb-0-6f7878e888962b7d6c931ac0993bef462136f8e6"
"Army","","","5","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-ebe18eae2c52042e93ac0fd63296fdca4b4e31bb-0-97ffe977e144c44ad2b129fef60efd13969deb8d","","ebe18eae2c52042e93ac0fd63296fdca4b4e31bb-0-75233970f4f5b6a7a4056190439f33c640ea3ad5","ebe18eae2c52042e93ac0fd63296fdca4b4e31bb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","ebe18eae2c52042e93ac0fd63296fdca4b4e31bb-1-2f4da8f5b4960d42da65df989b1f44d6ae1bc0e4"
"Navy","","","20","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-c290f99f43fdf72701edb1f92d101de0a25398b0","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-1c50d01c557300bbf96eea68140b301764cc2a05","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-8db25ca51fff57efd88c155f1a11b90110971b93"
"Air Force","","","36","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-e866a773bb087272a98d05f5a4b20977c04d80f6","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-d2cbda291d87f0d29e2083e08442e00dab9c1b6e","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-8db25ca51fff57efd88c155f1a11b90110971b93"
"Foreign Military Sales","","","47","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-2-6448536894832b33bf05b20fd25e845e20051f17","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-2-f0637064ea5462400ed5599af04099854186b932","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-8db25ca51fff57efd88c155f1a11b90110971b93"
"Navy","","","43","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-3960355d60602b6f2d9e1d0faba68c77c1507875","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-cfc608ce40d8d65bb4264c1e2781f8afac7fb636","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-2a8ca7ae4731e11d473a792d618a40c8759be21e"
"Air Force","","","46","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-7d2921b0de7f879d677cb89cd913057833792c6f","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-26a732d935524b379beb29115c07d5eeb0fccbb3","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-2a8ca7ae4731e11d473a792d618a40c8759be21e"
"Air Force","","","62","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-f5038623ad7507721022de3e59d5cf8ac7e38c2f","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-112990caba25990623d828335648175b6880c698","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-2-4cc2a0a650da6ed1fdf039a4647d5e7dfcca780c"
"Navy","","","63","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-89e19ad9defa1698847ebeb9e250d9664f765ace","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-1ec0b78fbbf9d6eb030a2b148f80df23dbd567d4","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-2-4cc2a0a650da6ed1fdf039a4647d5e7dfcca780c"
"Air Force","","","67","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-b0022d7eb95d1d4bae65584d24a9a1bc9a34dbb3","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-5a78f75fdbb1c6725ea0bfd0992a362b5ad1ba92","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-3-7cba366d34c86305fdea1e946ab284507b95d85d"
"Navy","","","63","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-e80a3769db73276a9ff1ee5862b94ddd198fa694","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-dd196afc4d5c6dc72ccf263c7adb5a4cb8ff6311","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-3-7cba366d34c86305fdea1e946ab284507b95d85d"
