"ServiceAgencyName_val","ServiceAgencyName_@footnote","ServiceAgencySuffix_val","ProcQuantity_val","ProcQuantity_@footnote","MonthlyDeliveryList_MonthlyDelivery","AcceptedBeforeOct1_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air Force","","","68","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-f0a1a0bc7e470309d6920fb7c70cfcab5b02a20b","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-9c1fa39818811423b93aecae2046d8505263e86d","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-4-351101340c22785d2cac83edcbe62b72176eee7d"
"Navy","","","63","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-f8a460e81dda4fa89dcd3d69ccc29ccaf0bfadf2","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-b513fcb8fa15f8084b72fce09d2abeb88e98bcd6","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-4-351101340c22785d2cac83edcbe62b72176eee7d"
"Air Force","","","69","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-72e1ac48bc5d1a3d02e6dd3d2442ee81fc08962d","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-c52333e74e2ad7437dd9c0ee1ed6194282269cf2","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-5-f003ee50d13b0cc1b6876c173c27b28dd90a1392"
"Navy","","","63","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-9d3cdd4ddbc6ba9883ddfbdc98effb5041e0af67","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-2cc01ab8240311210530141ea95337a8471dc058","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-5-f003ee50d13b0cc1b6876c173c27b28dd90a1392"
"Air Force","","","57","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-bafc187a6b5db0d321c34dfb0a621d135937021f","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-5efc8b97be2529b3f80df1bf1a24130c91048781","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-6-79dcc42eaeae6fbf2b08d043ddf841a4dd08696d"
"Navy","","","63","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-84957721f9785b932d9a56b904286a793bcdbe1e","0","470e0018bc62797cd9610c7480dfcaf1b47ca02b-1-139162876d6f82147679c898012ffb596ff4a74c","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","470e0018bc62797cd9610c7480dfcaf1b47ca02b-6-79dcc42eaeae6fbf2b08d043ddf841a4dd08696d"
"Army","","","4589","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-7144e0845629d417c2134eb674d7c53063f2ff5c-0-4d21bdcc245564eefd5a3c3172b64db1c5eada58","0","7144e0845629d417c2134eb674d7c53063f2ff5c-0-71bf615a8ec620c24c9a9a3bc36c1303bb0ae7e2","7144e0845629d417c2134eb674d7c53063f2ff5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","7144e0845629d417c2134eb674d7c53063f2ff5c-0-a26604c57a6cfbc70ee8a4b860716f6c0bf2e05f"
"Air Force","","","550","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-7144e0845629d417c2134eb674d7c53063f2ff5c-1-e19940866aeee43d3cc09004494328d8c3da3cc5","0","7144e0845629d417c2134eb674d7c53063f2ff5c-1-c7cff12d481b1d98cfdf948c88acf494871ba9a3","7144e0845629d417c2134eb674d7c53063f2ff5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","7144e0845629d417c2134eb674d7c53063f2ff5c-0-a26604c57a6cfbc70ee8a4b860716f6c0bf2e05f"
"Army","","","2648","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-7144e0845629d417c2134eb674d7c53063f2ff5c-0-43b8ee756aa5e1db893d1fcd19657231673b674f","0","7144e0845629d417c2134eb674d7c53063f2ff5c-0-5c070d34525b49bf2443b4094010a54e3170caa9","7144e0845629d417c2134eb674d7c53063f2ff5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","7144e0845629d417c2134eb674d7c53063f2ff5c-1-74cee3a4fb07124b5ef0d3a100b63cbdc3f08398"
"Air Force","","","783","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-7144e0845629d417c2134eb674d7c53063f2ff5c-1-d2cfc190f11c2f3a3236fae32d3e529955e90801","0","7144e0845629d417c2134eb674d7c53063f2ff5c-1-76bec1e05f39f182e06e04287cf8ed26f7446f2e","7144e0845629d417c2134eb674d7c53063f2ff5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","7144e0845629d417c2134eb674d7c53063f2ff5c-1-74cee3a4fb07124b5ef0d3a100b63cbdc3f08398"
"Army","","","475","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-7144e0845629d417c2134eb674d7c53063f2ff5c-0-55251f5add57d3824c65504ba987161c85f92feb","0","7144e0845629d417c2134eb674d7c53063f2ff5c-0-13cbba754ccc8b02df5cfb0260a8063dea46ed96","7144e0845629d417c2134eb674d7c53063f2ff5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","7144e0845629d417c2134eb674d7c53063f2ff5c-0-e0a07b42af8f2fa23bd84af111195a01eba80ded"
"Army","","","475","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-7144e0845629d417c2134eb674d7c53063f2ff5c-0-8384f8ba8e585e5a370d2e61af9d65d6aa8e84bf","0","7144e0845629d417c2134eb674d7c53063f2ff5c-0-efcd1c03b4e2ad0dbc047037326ca0931cfd8942","7144e0845629d417c2134eb674d7c53063f2ff5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","7144e0845629d417c2134eb674d7c53063f2ff5c-1-32a55076d823096fc1b9fedbaa73d8c96d60ff6b"
"Navy","","","18","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-9a03ab9c3e0e400888e784087947ea606e15a589-0-1da8718edb6b3519dc37d341da7d1ef943b6ba9c","0","9a03ab9c3e0e400888e784087947ea606e15a589-0-29e516c46bec4c690366816132004c454df0d55e","9a03ab9c3e0e400888e784087947ea606e15a589","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","9a03ab9c3e0e400888e784087947ea606e15a589-0-a6deb42f869815cbf2dd9b25481da9d6fa209484"
"Air Force","","","30","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-9a03ab9c3e0e400888e784087947ea606e15a589-1-ba701853a16d0b1486a6d9c45bf2c16f1df260ed","0","9a03ab9c3e0e400888e784087947ea606e15a589-1-d88fc18a75f6bd688efd047b718d1e7eb8986e2c","9a03ab9c3e0e400888e784087947ea606e15a589","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","9a03ab9c3e0e400888e784087947ea606e15a589-0-a6deb42f869815cbf2dd9b25481da9d6fa209484"
"Navy","","","20","Due to system limitations, FMS quantities of 17 All Up Rounds are delivering in August of 2014. ","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-9a03ab9c3e0e400888e784087947ea606e15a589-0-895a4c934db6c93bc80e8391f6be657643c2e385","0","9a03ab9c3e0e400888e784087947ea606e15a589-0-c256fb06265df14bb4bb85e93921cf4a1e1d4eb5","9a03ab9c3e0e400888e784087947ea606e15a589","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","9a03ab9c3e0e400888e784087947ea606e15a589-1-e1b4ad0c1fefd206438a28f0ea3b3d2e3543dd6f"
"Air Force","","","36","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-9a03ab9c3e0e400888e784087947ea606e15a589-1-8bf5d71c9ef95b0f7be52caf3c5e41d90de217dc","0","9a03ab9c3e0e400888e784087947ea606e15a589-1-ef84aa177170624e46b597bbdbf79b3dd0d450c2","9a03ab9c3e0e400888e784087947ea606e15a589","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","9a03ab9c3e0e400888e784087947ea606e15a589-1-e1b4ad0c1fefd206438a28f0ea3b3d2e3543dd6f"
"Foreign Military Sales","","","30","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-9a03ab9c3e0e400888e784087947ea606e15a589-2-2f3ce2f598981894fb4af657e7c4d0ce82abbd39","0","9a03ab9c3e0e400888e784087947ea606e15a589-2-70f335f6331a68d56774384c35bc4898de286333","9a03ab9c3e0e400888e784087947ea606e15a589","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","9a03ab9c3e0e400888e784087947ea606e15a589-1-e1b4ad0c1fefd206438a28f0ea3b3d2e3543dd6f"
"Navy","","","43","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-9a03ab9c3e0e400888e784087947ea606e15a589-0-82f10a846ed9e24aaa32f80885e82e4e90e2f416","0","9a03ab9c3e0e400888e784087947ea606e15a589-0-38c3c6f5bf42c5fcfb9509a92a3a0d3fa6dc4b4a","9a03ab9c3e0e400888e784087947ea606e15a589","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","9a03ab9c3e0e400888e784087947ea606e15a589-2-9fb1b5bfe1be97b808748f7c5748431619be2085"
"Air Force","","","46","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-9a03ab9c3e0e400888e784087947ea606e15a589-1-7c8dcf084ed0eb1dcfb3e170dd4487e37eedd8c0","0","9a03ab9c3e0e400888e784087947ea606e15a589-1-0efefbdd95956ebf2e47db313ce28109703a4c23","9a03ab9c3e0e400888e784087947ea606e15a589","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","9a03ab9c3e0e400888e784087947ea606e15a589-2-9fb1b5bfe1be97b808748f7c5748431619be2085"
"Navy","","","63","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-9a03ab9c3e0e400888e784087947ea606e15a589-0-04ffba936c648e759cc6e5022e7fd7f8ee3659f8","0","9a03ab9c3e0e400888e784087947ea606e15a589-0-8616ddb94ee597a3e228e045b1937d3605f0be77","9a03ab9c3e0e400888e784087947ea606e15a589","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","9a03ab9c3e0e400888e784087947ea606e15a589-3-ca269d901b40c23665d99f4bbeb11dc99c29e704"
"Air Force","","","62","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-9a03ab9c3e0e400888e784087947ea606e15a589-1-5597aa5c98f2f017721d0db8e498d722c9d18f31","0","9a03ab9c3e0e400888e784087947ea606e15a589-1-09a3b8df35b5946599f4313f6b0d05e4b8706e6b","9a03ab9c3e0e400888e784087947ea606e15a589","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","9a03ab9c3e0e400888e784087947ea606e15a589-3-ca269d901b40c23665d99f4bbeb11dc99c29e704"
"Air Force","","","24","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-940f25742df459fdd0d14cd686166caa1922bed6","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-af26c7459d6888f79fdb865dad39f64dd5a7d628","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-30736414caf18b962f2db395481e4fa07818ee41"
"Air Force","","","48","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-bc7ba8ec6eb1a544641b268d7ca67495e7781cc9","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-449c9bd8353124fdcbed02c4d80732bf7a085af2","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-2-eac7253c6d67639e7c72e9f0ee404a1f2565df28"
"Air Force","","","48","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-0ac04bb96f220913e58c106141c31294882e063a","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-10eb15ae24a29b026d6fd3f5f613725525147305","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-3-7a0f949c26108c4a758b3f055aebde2d3db2c253"
"Air Force","","","24","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-8df05bec3a4d2133bee4f232e462b1239d2f8fe4","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-e648b45e6ca68764a43f8760694053d45043b563","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-4-2db11eb1b62e472be90a35107fae25b0e8338fa1"
"Air Force","","","12","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-c1ac5707e1f08c610dcbd2db0eeb751b0b6a0f1b","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-7e9a19d27c26a5f87e7205cee7907f9ae1d87181","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-5-fd9cf18cc95ab2222aba3aba5c68384e17db9695"
"Air Force","","","24","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-aac6522626f27b41268a8f85c696d467f3c56078","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-a60c5179ecc6b5ce0d8e1ca82e44ffe170a5bb4a","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-6-bcfa0a852a6d0abc402bbad944055d026e9e0f53"
"Air Force","","","24","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-5f9048898079450bda1c0831ceacbbcb01694437","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-6beb8af180e78ad82449a226f4cf217eb237263a","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-7-c909e27deb848870aa5ac83aad0e2c52057aef87"
"Air Force","","","24","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-e4921b64700e1fdf790586e2412db5311709d27d","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-1cfb9301583616c02b0b2451a5d2a5f8e08cdba6","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-8-bff9c943355b17e774f7f0e2e3a6a15ed5606c72"
"Air Force","","","24","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-f001ec3f65a229bd1408d0f56e12eacdbe756bf9","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-d4c5a74ae61c527190035119ba7027aadf774251","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-9-8626b41283edf3f7dac6010c0a677dac053b7c4a"
"Air Force","","","8","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-b828fede915f66ced573c58288d81753b46aa7b1","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-7aa1ff73dd4ab0d7fec4e4459f6fd09138b323a3","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-be8ce40288f8fc68dfc117bad237d88ab6d60820"
"Air Force","","","10","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-4872a287e07161b57cfd1bc43dacdef6aa46e56e","0","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-a5f9566f8f08fcd46083b713dc288dc3b2f91dff","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-4578d1cf5cd599e4a6c8e149bc9731df61e4ecd7"
