"Title_val","Funding_PriorYear_val","Funding_CurrentYear_val","Funding_BudgetYearOne_val","Funding_BudgetYearOneBase_val","Funding_BudgetYearOneOCO_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"FFRDC","","-0.008","","","","2e2f37b43afd5ad8dc44d363afe0422528e49e90-1-f9ede4e3cc41ec8ae3e4f74fe3cd17376df5b9f2","2e2f37b43afd5ad8dc44d363afe0422528e49e90","root","2e2f37b43afd5ad8dc44d363afe0422528e49e90-b002f422f02bd7ad3e96fd002e30c1f41295acd5"
"Other Program Adjustments","-0.618","","","","","2e2f37b43afd5ad8dc44d363afe0422528e49e90-2-9cfd30ed5663892e8478e7300adc431b8ad6fcd8","2e2f37b43afd5ad8dc44d363afe0422528e49e90","root","2e2f37b43afd5ad8dc44d363afe0422528e49e90-b002f422f02bd7ad3e96fd002e30c1f41295acd5"
"Program Adjustments","0.000","0.000","-9.020","-9.020","","2e3ba8b39f41fa4e48ce78001ddacbe07048c48f-0-635cf10d0f327634bd111184add12ffffadf23e2","2e3ba8b39f41fa4e48ce78001ddacbe07048c48f","root","2e3ba8b39f41fa4e48ce78001ddacbe07048c48f-66ab5c3dbcea47cc7c6126c988b86e6f3c4b1234"
"Rate/Misc Adjustments","0.000","0.000","-3.058","-3.058","","2e3ba8b39f41fa4e48ce78001ddacbe07048c48f-1-8c301906055764b90936ddb468e769631aad201a","2e3ba8b39f41fa4e48ce78001ddacbe07048c48f","root","2e3ba8b39f41fa4e48ce78001ddacbe07048c48f-66ab5c3dbcea47cc7c6126c988b86e6f3c4b1234"
"Congressional Recision Adjustments","-11.000","","","","","2e3ba8b39f41fa4e48ce78001ddacbe07048c48f-2-95d7e92998a497781cf3aa1ad5ade3cf2dbf7729","2e3ba8b39f41fa4e48ce78001ddacbe07048c48f","root","2e3ba8b39f41fa4e48ce78001ddacbe07048c48f-66ab5c3dbcea47cc7c6126c988b86e6f3c4b1234"
"Congressional General Reductions Adjustments","-6.847","","","","","2e3ba8b39f41fa4e48ce78001ddacbe07048c48f-3-02b30d6672b01bda1c66048683e34bd39077f717","2e3ba8b39f41fa4e48ce78001ddacbe07048c48f","root","2e3ba8b39f41fa4e48ce78001ddacbe07048c48f-66ab5c3dbcea47cc7c6126c988b86e6f3c4b1234"
"Adjustments to Budget Years","","","0.004","0.004","","2e64e7fad7dda102994fe81b664b1293889456af-0-5afefe61d01e00620efd7d563ccb1486fc9eed6b","2e64e7fad7dda102994fe81b664b1293889456af","root","2e64e7fad7dda102994fe81b664b1293889456af-373cc213385a585b9bcf24dde407e565d5240a81"
"Sequestration","-0.476","","","","","2e64e7fad7dda102994fe81b664b1293889456af-1-ac84bc74a826afc46c389849952f91375ae0d4cf","2e64e7fad7dda102994fe81b664b1293889456af","root","2e64e7fad7dda102994fe81b664b1293889456af-373cc213385a585b9bcf24dde407e565d5240a81"
"Rate/Misc Adjustments","-0.001","0.000","-0.601","-0.601","","2e6f8e266f158446f64550ed0f3124088bd5ac3e-0-5124d58a2028c7215862050f729ff8166db77f3d","2e6f8e266f158446f64550ed0f3124088bd5ac3e","root","2e6f8e266f158446f64550ed0f3124088bd5ac3e-0715028db6b8bd265cf3164734dfd77e62ede12b"
"Congressional General Reductions Adjustments","-5.984","","","","","2e6f8e266f158446f64550ed0f3124088bd5ac3e-1-2dbff91996699f19afb0f65854b6110ea8e0e1d8","2e6f8e266f158446f64550ed0f3124088bd5ac3e","root","2e6f8e266f158446f64550ed0f3124088bd5ac3e-0715028db6b8bd265cf3164734dfd77e62ede12b"
"Adjustments to Budget Years","","","-0.021","-0.021","","2ead465d1812745aedfabed1fc9a454a155a0652-0-8ce4d10e7c1d98a3a3c5e96eafb98f5ba6697d66","2ead465d1812745aedfabed1fc9a454a155a0652","root","2ead465d1812745aedfabed1fc9a454a155a0652-eac4a0db453ef29e775407c2c426a33c14c0cd98"
"Other Adjustments 1","","","0.280","0.280","","2eb7523bd48abfc1e912471dfb73505d7450cdaf-0-7c0a995a56482a11d69849076528b5417fff4ca9","2eb7523bd48abfc1e912471dfb73505d7450cdaf","root","2eb7523bd48abfc1e912471dfb73505d7450cdaf-843f8de8a89e817e9312af30470b5e78feeb19e4"
"Budget Control Act","","","-4.445","-4.445","","2ebbf65e69c558bad2e327ed4cff313b11689cde-0-2be16626ce0f42b2b66b5edc61015718bd355821","2ebbf65e69c558bad2e327ed4cff313b11689cde","root","2ebbf65e69c558bad2e327ed4cff313b11689cde-fd61a1f5fbea3a08a7177807b8e0f4f1f4d06769"
"Other Adjustments","-0.217","0.000","-0.384","-0.384","","2f659dcebee4192d460ca223c7d79b35b34c2de2-0-c4d3fc37827226792d5875d82b76d84b91847de6","2f659dcebee4192d460ca223c7d79b35b34c2de2","root","2f659dcebee4192d460ca223c7d79b35b34c2de2-543581a74830995a6a68c62200e120d3df4a267c"
"Other Adjustments","","","40.546","40.546","","2f6f3673c79ed67408eecbaae4ae74c9bda4693a-0-56e33d36ba9ad4a32a87a22b3cfaec20ce86f63e","2f6f3673c79ed67408eecbaae4ae74c9bda4693a","root","2f6f3673c79ed67408eecbaae4ae74c9bda4693a-ac4e5e6c8dfb3d443798bcead781bf38901328b7"
"Program Adjustments","0.000","0.000","6.400","6.400","","2fa7dd61bbe16fd66ded39ec47dd672265a3df8e-0-f023d28ea4cf91c9faa287aaeb95c2ee94876f36","2fa7dd61bbe16fd66ded39ec47dd672265a3df8e","root","2fa7dd61bbe16fd66ded39ec47dd672265a3df8e-500ae6b287eefc34c9eece88c81b1ceeee4e2e95"
"Rate/Misc Adjustments","-0.001","0.000","-12.833","-12.833","","2fa7dd61bbe16fd66ded39ec47dd672265a3df8e-1-847ff68541a9061d63b211b655ed576a2262d9c9","2fa7dd61bbe16fd66ded39ec47dd672265a3df8e","root","2fa7dd61bbe16fd66ded39ec47dd672265a3df8e-500ae6b287eefc34c9eece88c81b1ceeee4e2e95"
"Congressional General Reductions Adjustments","-2.264","","","","","2fa7dd61bbe16fd66ded39ec47dd672265a3df8e-2-ba49e1024fa0b5b6a326255e5ebd36dd1dd2176d","2fa7dd61bbe16fd66ded39ec47dd672265a3df8e","root","2fa7dd61bbe16fd66ded39ec47dd672265a3df8e-500ae6b287eefc34c9eece88c81b1ceeee4e2e95"
"Other Adjustment","0.000","","","","","2fa844ad2b9b28045a373416aca594dbd49eece4-0-351528ceb0bfeafc762e3b4155fc02b7d4c22883","2fa844ad2b9b28045a373416aca594dbd49eece4","root","2fa844ad2b9b28045a373416aca594dbd49eece4-fa03368502224f7aeabed914b38d28139d5bbf00"
"Adjustments to Budget Years","","","-16.156","-16.156","","2fcf689223b0a6661829823ee22122a52a614202-0-f5aad9ed1655cf26c36cc2532fd46ab414f9727e","2fcf689223b0a6661829823ee22122a52a614202","root","2fcf689223b0a6661829823ee22122a52a614202-e3f33199ec8313f9fb12956194f62a26c22daff9"
"Other Adjustments","-3.458","","","","","2fcf689223b0a6661829823ee22122a52a614202-1-67c749221f3925d2c2597cb87aad320a222086c6","2fcf689223b0a6661829823ee22122a52a614202","root","2fcf689223b0a6661829823ee22122a52a614202-e3f33199ec8313f9fb12956194f62a26c22daff9"
"Program Adjustments","0.000","0.000","-0.129","-0.129","","3016fa4a696b7ed9966210aae0c397ea3bb65973-0-120c9964360e0341739082d68b85e327394d32c6","3016fa4a696b7ed9966210aae0c397ea3bb65973","root","3016fa4a696b7ed9966210aae0c397ea3bb65973-3f623716c238b7cde6ba82dfbd786cb162b49c29"
"Rate/Misc Adjustments","0.000","0.000","-0.009","-0.009","","3016fa4a696b7ed9966210aae0c397ea3bb65973-1-1f5254426abcd4e22d565dace2c05ea93f9b0aa3","3016fa4a696b7ed9966210aae0c397ea3bb65973","root","3016fa4a696b7ed9966210aae0c397ea3bb65973-3f623716c238b7cde6ba82dfbd786cb162b49c29"
"Congressional General Reductions Adjustments","-0.065","","","","","3016fa4a696b7ed9966210aae0c397ea3bb65973-2-efb4b2efc0b88b8f55588976da6385fb370b439d","3016fa4a696b7ed9966210aae0c397ea3bb65973","root","3016fa4a696b7ed9966210aae0c397ea3bb65973-3f623716c238b7cde6ba82dfbd786cb162b49c29"
"Other Adjustments 3","-9.560","","-38.727","-38.727","","3072bc31b7fb0d055fd754d2d9468cd18b941a63-0-acbd76a51be5217d674e9a61074b6f5ffe54c975","3072bc31b7fb0d055fd754d2d9468cd18b941a63","root","3072bc31b7fb0d055fd754d2d9468cd18b941a63-7a3f9a25908036002a06dc9d9f20f04d3ba72377"
"Adjustments to Budget Years","","","4.600","4.600","","3129d7fafb5f7739d2e66d2cf7018ad5a303707f-0-f19d0ce1a4d383384bfb9ec2b8820c7c17e2b3a8","3129d7fafb5f7739d2e66d2cf7018ad5a303707f","root","3129d7fafb5f7739d2e66d2cf7018ad5a303707f-c84c5223c44f098c25b9d84e51d02d639cf77b2e"
"Program Adjustments","0.000","0.000","-10.474","-10.474","","316cd3095c989549de34694503bf56a2134ffd62-0-f878bd4b088b608e6c4669d3a5f2fae20ae9e29d","316cd3095c989549de34694503bf56a2134ffd62","root","316cd3095c989549de34694503bf56a2134ffd62-7b710dcd7f601eee031945f33ddfc296cb828485"
"Rate/Misc Adjustments","0.001","0.000","-74.359","-74.359","","316cd3095c989549de34694503bf56a2134ffd62-1-9cafbc35d3389201f4465b74b03639ced42a2d5f","316cd3095c989549de34694503bf56a2134ffd62","root","316cd3095c989549de34694503bf56a2134ffd62-7b710dcd7f601eee031945f33ddfc296cb828485"
"Congressional General Reductions Adjustments","-19.245","","","","","316cd3095c989549de34694503bf56a2134ffd62-2-591d1317b35636d0b6e0bb34b373fbdbafd4795c","316cd3095c989549de34694503bf56a2134ffd62","root","316cd3095c989549de34694503bf56a2134ffd62-7b710dcd7f601eee031945f33ddfc296cb828485"
"Congressional Directed Reductions Adjustments","-9.000","","","","","316cd3095c989549de34694503bf56a2134ffd62-3-561de39c8ffedfd4df338f12abcc93c5ce169198","316cd3095c989549de34694503bf56a2134ffd62","root","316cd3095c989549de34694503bf56a2134ffd62-7b710dcd7f601eee031945f33ddfc296cb828485"
"Adjustments to Budget Years","-0.093","-0.002","-1.706","-1.706","","31fa4a1eac93ae8d11ce79fe28035b11dce553ad-0-966b83aa2431836f5e6118a6521803d45ca146f8","31fa4a1eac93ae8d11ce79fe28035b11dce553ad","root","31fa4a1eac93ae8d11ce79fe28035b11dce553ad-413c5400dcc07172307be978fafc8b9bdd9d2d2a"
"Adjustments to Budget Years","","","-3.335","-3.335","","324124a3f9afcff32b9d526664c512edf98bdc09-0-d2a89251367efc9ae50bf04f12a92f30b13961d0","324124a3f9afcff32b9d526664c512edf98bdc09","root","324124a3f9afcff32b9d526664c512edf98bdc09-b7a08871bbedd642a36942920b5c9ec0f0af8488"
"Other Adjustments","0.000","0.000","139.109","139.109","","325e4fc35584c92d7c22aa618e777c7b3c5ba008-0-1cefd7259556e5ac67ea6e8f6a2f348bf8e52a7e","325e4fc35584c92d7c22aa618e777c7b3c5ba008","root","325e4fc35584c92d7c22aa618e777c7b3c5ba008-6d0c6e6253324f1c67e13ff8ae6719ab2885a1f1"
"Other Adjustments","0.000","0.000","-376.419","-376.419","","335a99c4eb70e44e933869800cd868aa8fb1aa7c-0-0892c8823e97d6baf4c5965e8fa4c531dd1c9989","335a99c4eb70e44e933869800cd868aa8fb1aa7c","root","335a99c4eb70e44e933869800cd868aa8fb1aa7c-f2360a790e0d6c6a3777f68ce5794ad848dfbba2"
"Other Adjustments","0.000","0.000","0.000","0.000","","3367bde511aeb3010961ee442a417d4efcc1b57f-0-59bc5ef7c185ed1615baa5b87d212bdb127fbea5","3367bde511aeb3010961ee442a417d4efcc1b57f","root","3367bde511aeb3010961ee442a417d4efcc1b57f-c1ce557b5b292e6a694484d5a77d019ac28501f2"
"Program Adjustments","0.000","0.000","-0.261","-0.261","","337a1eab4a75eb85dd9469a73412f95e6a9f5dcd-0-bef4df8a3c108ba59013672665c435efdb0c2d79","337a1eab4a75eb85dd9469a73412f95e6a9f5dcd","root","337a1eab4a75eb85dd9469a73412f95e6a9f5dcd-68acd810b608c0b3b81e314ea9fdc6660317a3fa"
"Rate/Misc Adjustments","0.000","0.000","-1.095","-1.095","","337a1eab4a75eb85dd9469a73412f95e6a9f5dcd-1-c1896674aad8b00696640f24a64e488e4d1f9a7a","337a1eab4a75eb85dd9469a73412f95e6a9f5dcd","root","337a1eab4a75eb85dd9469a73412f95e6a9f5dcd-68acd810b608c0b3b81e314ea9fdc6660317a3fa"
"Congressional General Reductions Adjustments","-3.699","","","","","337a1eab4a75eb85dd9469a73412f95e6a9f5dcd-2-3a9b8197eaaca06d94e12e9f16d97a9bb6be6b26","337a1eab4a75eb85dd9469a73412f95e6a9f5dcd","root","337a1eab4a75eb85dd9469a73412f95e6a9f5dcd-68acd810b608c0b3b81e314ea9fdc6660317a3fa"
"Congressional Add Adjustments","29.000","","","","","337a1eab4a75eb85dd9469a73412f95e6a9f5dcd-3-8a598486b9a17d86f8c54127a17719178773eb7e","337a1eab4a75eb85dd9469a73412f95e6a9f5dcd","root","337a1eab4a75eb85dd9469a73412f95e6a9f5dcd-68acd810b608c0b3b81e314ea9fdc6660317a3fa"
"Other Adjustments","0.000","0.000","38.719","38.719","","338b4e344346e06e823623f5eb593edc0b593e7d-0-a5ff0771054b72042461ef8a8cb97a2392dfc413","338b4e344346e06e823623f5eb593edc0b593e7d","root","338b4e344346e06e823623f5eb593edc0b593e7d-cfc3339552390b263cb64a1ff487efce57e4f720"
"Other Adjustments 1","-5.004","11.000","-46.626","-46.626","","33b95c9bd4a932739629662ab531c162795f03ae-0-d4a7cfbe62aed860e2a547bf1acdb27c2f9997e5","33b95c9bd4a932739629662ab531c162795f03ae","root","33b95c9bd4a932739629662ab531c162795f03ae-ec295ff443ecc23982c6e44d801b3f1384399e33"
"FFRDC Adjustment","","-0.013","","","","33bd45adaf9f290759632e8c9d6f738da8a7492f-0-49746c9ec520d21b83dcce495d49723fa20a6241","33bd45adaf9f290759632e8c9d6f738da8a7492f","root","33bd45adaf9f290759632e8c9d6f738da8a7492f-eb171eef015f05c661772b9db201cb55d9df8095"
"Strategic Efficiency Savings","","","-3.231","-3.231","","33bd45adaf9f290759632e8c9d6f738da8a7492f-1-fe8743ca89381b823465a42ac7a7cbfc9f59c386","33bd45adaf9f290759632e8c9d6f738da8a7492f","root","33bd45adaf9f290759632e8c9d6f738da8a7492f-eb171eef015f05c661772b9db201cb55d9df8095"
"Other Program Adjustments","-0.003","","","","","33bd45adaf9f290759632e8c9d6f738da8a7492f-2-4dbb64b4efcd80ab3060b5f9093869af628c1e65","33bd45adaf9f290759632e8c9d6f738da8a7492f","root","33bd45adaf9f290759632e8c9d6f738da8a7492f-eb171eef015f05c661772b9db201cb55d9df8095"
"Other Adjustment","5.198","0.000","-0.630","-0.630","","344be9b5d3aecaee06480ba48f2030d6ed18f840-0-8fa2e98cbb07f3f49e5abd18282547a10a647f3c","344be9b5d3aecaee06480ba48f2030d6ed18f840","root","344be9b5d3aecaee06480ba48f2030d6ed18f840-7c9697a455a1e0dbf988c13e5d8fa354a70f2f7a"
"Adjustments to Budget Years","","","99.028","99.028","","351944c30b101e4452e9068aca69bafe2fc0cf61-0-7871f7e5c83bb3829fd4890d73a9d607cd639b8e","351944c30b101e4452e9068aca69bafe2fc0cf61","root","351944c30b101e4452e9068aca69bafe2fc0cf61-ee145b64d9b9a45e180330a466927adb05cff744"
"Other Adjustments","-3.939","","","","","351944c30b101e4452e9068aca69bafe2fc0cf61-1-ae1229c5b09051e065fde321620488c78d651e93","351944c30b101e4452e9068aca69bafe2fc0cf61","root","351944c30b101e4452e9068aca69bafe2fc0cf61-ee145b64d9b9a45e180330a466927adb05cff744"
"Other Adjustments","0.000","0.000","4.938","4.938","","354c041823d3c06c57276ee7b06267d3f7f85b6d-0-393dd3b2690c2c9ba5e012fe84e981b50c3cce98","354c041823d3c06c57276ee7b06267d3f7f85b6d","root","354c041823d3c06c57276ee7b06267d3f7f85b6d-767ffde01c1c1304b8eae8b67f5898854db3e7e5"
"Adjustments to Budget Years","","","-0.603","-0.603","","3553db0d7c44d7249d12544c63c5f33d62c32b96-0-52442ae06c51a715cbecea017c2709a8c2b41f84","3553db0d7c44d7249d12544c63c5f33d62c32b96","root","3553db0d7c44d7249d12544c63c5f33d62c32b96-cc9b129a37fbab3556b8a84f174283c2062f5fa2"
"Other Adjustments 1","-0.819","-0.008","","","","3553db0d7c44d7249d12544c63c5f33d62c32b96-1-b4f1bba18c3feee6ce1ef6a5e5b704b2cced5f6b","3553db0d7c44d7249d12544c63c5f33d62c32b96","root","3553db0d7c44d7249d12544c63c5f33d62c32b96-cc9b129a37fbab3556b8a84f174283c2062f5fa2"
"Program Adjustments","0.000","0.000","6.902","6.902","","356d91ff1998e2d5b9876f2f336c07dfcc475da3-0-eb253d4d9d38d0085503e4172663b0a151e01885","356d91ff1998e2d5b9876f2f336c07dfcc475da3","root","356d91ff1998e2d5b9876f2f336c07dfcc475da3-58067ecb556efc90718fa11dba289be182195b41"
"Rate/Misc Adjustments","-0.001","0.000","-5.885","-5.885","","356d91ff1998e2d5b9876f2f336c07dfcc475da3-1-3fe1e7ae8267ca56c3b9e699c6705b14e47221dc","356d91ff1998e2d5b9876f2f336c07dfcc475da3","root","356d91ff1998e2d5b9876f2f336c07dfcc475da3-58067ecb556efc90718fa11dba289be182195b41"
"Congressional General Reductions Adjustments","-1.892","","","","","356d91ff1998e2d5b9876f2f336c07dfcc475da3-2-dac4060af2143e50253e5d1e2302f0ce956954c4","356d91ff1998e2d5b9876f2f336c07dfcc475da3","root","356d91ff1998e2d5b9876f2f336c07dfcc475da3-58067ecb556efc90718fa11dba289be182195b41"
"Adjustments to Budget Years","-0.003","-0.006","-4.620","-4.620","","35936dfb5fef30be0c88c235d966b7d5512d2909-0-f2b72948e744db00c491b1aa06d4b1b4e4786d72","35936dfb5fef30be0c88c235d966b7d5512d2909","root","35936dfb5fef30be0c88c235d966b7d5512d2909-276ecbe2f5066ff96bc825a377f4fcf083614067"
"Sequester Adjustments","-1.139","","","","","35936dfb5fef30be0c88c235d966b7d5512d2909-1-72b5f510217d27e96383be20a6d714a173546f2f","35936dfb5fef30be0c88c235d966b7d5512d2909","root","35936dfb5fef30be0c88c235d966b7d5512d2909-276ecbe2f5066ff96bc825a377f4fcf083614067"
"Program Adjustments","0.000","0.000","0.787","0.787","","35f49aa91ce89ebceaa85ef31c273af00a45bd13-0-08a11900f724e6b9378756efe2044f9e139eeb38","35f49aa91ce89ebceaa85ef31c273af00a45bd13","root","35f49aa91ce89ebceaa85ef31c273af00a45bd13-3448f25f9681c64762cc96ded0bfa2a8ea9ed6e4"
"Rate/Misc Adjustments","0.000","0.000","-9.354","-9.354","","35f49aa91ce89ebceaa85ef31c273af00a45bd13-1-c80786a718e42f51286ee8ed9a1d9b94bf22cc69","35f49aa91ce89ebceaa85ef31c273af00a45bd13","root","35f49aa91ce89ebceaa85ef31c273af00a45bd13-3448f25f9681c64762cc96ded0bfa2a8ea9ed6e4"
"Congressional General Reductions Adjustments","-1.741","","","","","35f49aa91ce89ebceaa85ef31c273af00a45bd13-2-4ce7a2a65fdd5a8e4c32ce55420fe1c2bfbe4297","35f49aa91ce89ebceaa85ef31c273af00a45bd13","root","35f49aa91ce89ebceaa85ef31c273af00a45bd13-3448f25f9681c64762cc96ded0bfa2a8ea9ed6e4"
"Congressional Directed Reductions Adjustments","-5.000","","","","","35f49aa91ce89ebceaa85ef31c273af00a45bd13-3-e9809ec49a2f8ec9f0e4e796b62aafc0b025d9bd","35f49aa91ce89ebceaa85ef31c273af00a45bd13","root","35f49aa91ce89ebceaa85ef31c273af00a45bd13-3448f25f9681c64762cc96ded0bfa2a8ea9ed6e4"
"Other Adjustments","-0.530","0.000","-0.225","-0.225","","361c581f75412bb63d11d6128faa8830ca9c2bc3-0-372e6859c14fedcdd0bf2b1bdd721674151f70bf","361c581f75412bb63d11d6128faa8830ca9c2bc3","root","361c581f75412bb63d11d6128faa8830ca9c2bc3-46f76a84856baef7592e8f051a3836fd87027756"
"Program Adjustments","0.000","0.000","25.900","25.900","","36834e4b60c098878f89446a57e38e4ca397be7f-0-9e2fe6491df5e68d64bc7dfd74d6cb543cfd22de","36834e4b60c098878f89446a57e38e4ca397be7f","root","36834e4b60c098878f89446a57e38e4ca397be7f-7cb5cb2d239a8cdf3bc67e2179b7b60a249d09b2"
"Rate/Misc Adjustments","0.000","0.000","-4.721","-4.721","","36834e4b60c098878f89446a57e38e4ca397be7f-1-e2796c9f1f4250aef81269f012a41a2cd5fae52a","36834e4b60c098878f89446a57e38e4ca397be7f","root","36834e4b60c098878f89446a57e38e4ca397be7f-7cb5cb2d239a8cdf3bc67e2179b7b60a249d09b2"
"Congressional General Reductions Adjustments","-7.792","","","","","36834e4b60c098878f89446a57e38e4ca397be7f-2-7e285bd58f04056c41c5263ecddbc4a900e0d81e","36834e4b60c098878f89446a57e38e4ca397be7f","root","36834e4b60c098878f89446a57e38e4ca397be7f-7cb5cb2d239a8cdf3bc67e2179b7b60a249d09b2"
"Adjustments to Budget Years","","","-2.362","-2.362","","3690e9b8171930d683004b1ce08e1126c04d3be9-0-6f2e9386baaaa91156025c7feb4ed5e2d50802af","3690e9b8171930d683004b1ce08e1126c04d3be9","root","3690e9b8171930d683004b1ce08e1126c04d3be9-b3689d006a5c55eae10e6a0be8d363df434a3a41"
"Sequestration","-3.413","","","","","3690e9b8171930d683004b1ce08e1126c04d3be9-1-5f245b69e4f35858af121e6e353592bc4d26c86f","3690e9b8171930d683004b1ce08e1126c04d3be9","root","3690e9b8171930d683004b1ce08e1126c04d3be9-b3689d006a5c55eae10e6a0be8d363df434a3a41"
"Other Adjustments","-0.722","0.000","-2.359","-2.359","","36bbb7e6398e737ea95ea1e8b420d3f28dd51318-0-460c1e5f6b3da831d3fd740217cf11a1337a086a","36bbb7e6398e737ea95ea1e8b420d3f28dd51318","root","36bbb7e6398e737ea95ea1e8b420d3f28dd51318-cbb2ad11ac0b0caaccf840ea7f3261b824944706"
"Adjustments to Budget Years","","","10.041","10.041","","36c658b760c4ab60be8e5fc7deddd6224c563e14-0-33d93d5d1d98e1df007dc76a01298f4259d9e6a8","36c658b760c4ab60be8e5fc7deddd6224c563e14","root","36c658b760c4ab60be8e5fc7deddd6224c563e14-bbd180a18ee60771a961a6d3e6ed516c0d3c1ff8"
"Rate/Misc Adjustments","0.000","0.000","-0.542","-0.542","","371f63734e5c089cd3132f97926ca807d2065cac-0-ffb882f45f86cc59cf8da6485071dc03904ea497","371f63734e5c089cd3132f97926ca807d2065cac","root","371f63734e5c089cd3132f97926ca807d2065cac-1f8ff4b4c62f1faa334b84db96b539177e5bf054"
"Congressional General Reductions Adjustments","-0.240","","","","","371f63734e5c089cd3132f97926ca807d2065cac-1-e12d7541718c960d5e58e2b67e94080cc8fe4287","371f63734e5c089cd3132f97926ca807d2065cac","root","371f63734e5c089cd3132f97926ca807d2065cac-1f8ff4b4c62f1faa334b84db96b539177e5bf054"
"Program Adjustments","0.000","0.000","1.000","1.000","","37b3719eced7e0ed8ee63ce0cd847937aade8d33-0-7fbc52d64dadda36fa079c2e2eaaf3d4516ec381","37b3719eced7e0ed8ee63ce0cd847937aade8d33","root","37b3719eced7e0ed8ee63ce0cd847937aade8d33-2dd0da1bbe20441ac530b96cf7fbb0ae6eacb6e3"
"Rate/Misc Adjustments","-0.001","0.000","-2.082","-2.082","","37b3719eced7e0ed8ee63ce0cd847937aade8d33-1-74940d0eddd62fea50499c04a0c8a32c8b39ce20","37b3719eced7e0ed8ee63ce0cd847937aade8d33","root","37b3719eced7e0ed8ee63ce0cd847937aade8d33-2dd0da1bbe20441ac530b96cf7fbb0ae6eacb6e3"
"Congressional General Reductions Adjustments","-1.862","","","","","37b3719eced7e0ed8ee63ce0cd847937aade8d33-2-42e2ba4574195eda0d11967ffb12fbbe1601841b","37b3719eced7e0ed8ee63ce0cd847937aade8d33","root","37b3719eced7e0ed8ee63ce0cd847937aade8d33-2dd0da1bbe20441ac530b96cf7fbb0ae6eacb6e3"
"Adjustments to Budget Years","","","-69.634","-69.634","","37f99fbb74c110675bfa52a2af1750f611fced6e-0-df93c9cd4c0a2e26be71fe4c994787ce90adea71","37f99fbb74c110675bfa52a2af1750f611fced6e","root","37f99fbb74c110675bfa52a2af1750f611fced6e-ca3b245f38a3b29e55ea5c57c6f81c8291bb8e3a"
"Other Adjustments","0.000","0.000","-0.013","-0.013","","37fef47e5b30442dbcc21deb280474eed8005418-0-d86adda0cf7a8437d2fa517cdd3fda26494270fe","37fef47e5b30442dbcc21deb280474eed8005418","root","37fef47e5b30442dbcc21deb280474eed8005418-f1365ce6f69f5ad18b0e6f639ddc9f9c2e152d06"
"Other Adjustments","-0.066","0.000","-0.052","-0.052","","3846dff55e4cd8f0b91f2cc3373dbf4b10151b85-0-5f85412e718c874555c01a315e93fe61ed230a2d","3846dff55e4cd8f0b91f2cc3373dbf4b10151b85","root","3846dff55e4cd8f0b91f2cc3373dbf4b10151b85-0501cd8d3a53cf83ac1d737c0552a9c2844117fb"
"FFRDC Adjustment","","-0.016","","","","3905bf8fa4459b0410cfce52ccadd94f192f39fd-0-50db97fc3fa26cb46a0489522d6882bd61107080","3905bf8fa4459b0410cfce52ccadd94f192f39fd","root","3905bf8fa4459b0410cfce52ccadd94f192f39fd-88a68742d5a68b31b09e018f13c11ccb9eae689f"
"DoD Higher Priorities","","","3.165","3.165","","3905bf8fa4459b0410cfce52ccadd94f192f39fd-1-901adbf0be147f6a031a91cc7060bd6064a2f5d5","3905bf8fa4459b0410cfce52ccadd94f192f39fd","root","3905bf8fa4459b0410cfce52ccadd94f192f39fd-88a68742d5a68b31b09e018f13c11ccb9eae689f"
"Other Adjustments","-2.022","0.000","-15.615","-15.615","","39551d2e25c4db553236342ebc5140710d5e9aa5-0-544a626e9d887357a29142f3ad77bc14e5bcc70b","39551d2e25c4db553236342ebc5140710d5e9aa5","root","39551d2e25c4db553236342ebc5140710d5e9aa5-2995b38b19cc104ee2519a2b29b5f4289dc1e261"
"Other Adjustments","0.000","-0.341","-0.689","-0.689","","39bc84cc42fb17935c333c18190b4cc42dd4719d-0-c8d2f754d839775d5302e3a3f7e872876e0d9968","39bc84cc42fb17935c333c18190b4cc42dd4719d","root","39bc84cc42fb17935c333c18190b4cc42dd4719d-d025461e0e2201ec2f6ff0625430811d1a359493"
"Other Adjustments","-0.988","0.000","0.000","0.000","","39f0b5a2caad4c0cb8e1513cec934db53f7e1b46-0-9f56148ba9308c156128efd880c0ffe11e7f225e","39f0b5a2caad4c0cb8e1513cec934db53f7e1b46","root","39f0b5a2caad4c0cb8e1513cec934db53f7e1b46-69804f0e9040ea0c2d524a493986cc089b676ee3"
